,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X600031.SH,X300014.SZ,X000725.SZ,X300124.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X000661.SZ,X600703.SH,X002241.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X002049.SZ,X300142.SZ,X002179.SZ,X000799.SZ,X600460.SH,X600741.SH,X000157.SZ,X600779.SH,X600584.SH,X600702.SH,X601877.SH,X002007.SZ,X002236.SZ,X002074.SZ,X601799.SH,X002414.SZ,X600183.SH,X300003.SZ,X000800.SZ,X300146.SZ,X600089.SH,X002508.SZ,X002185.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.00436272710565952,0.245772182337554,0.0169135744944719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448714655952382,0,0,0,0,0,0.0175511952322421,-0.0465886947630048,0,0,0,0,0.11116962853146,0,0,0,0,0,0,0,0,0,0,0,-0.0375885830460147,0,0.0399305834750653,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0226039632401576,0.100687308106592,0.291123875383144,0,0,0,0,0,0,0,0,0,0,0.0198519919608351,0,0,0,0.0576182789232797,0,0,0,0,0,0,0,0.0485405910280488,0.100062990369604,-0.0232329440675418,0,0,0,0,0,0,0,0,0,0,0,-0.0638935773227819,0,0,0.0544451191901001,0,0,0,0,0,0,0,0,0,0,-0.0468127106318585,0,0
X002415.SZ,0,0,0,0,0.139864168000938,0,0,0,0,0,0.164973640802035,0.0235869135941362,0.0483877040179054,0,8.67361737988404e-19,0.0805306174211001,0,0,0,0,0.0106724230583147,0,0,0,0,0,0,0,0,0.0898472258872192,0,0,0,0,0,0,0,0,0.0418224439871756,0,0.0447931288206364,0,0,0,0,0,0,0,0,0.0939482790149741,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00516463566323375,0,0.159179561455537,-0.13884005392056,0,0,0,0,0,0.0415074684848203,0,0,0,0,0,0,0,0,0.0180216510579038,-0.138085828073644,0,0,0,0,0.52668749010061,0,-0.0212026687570675,0,0.0871061124859822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066148503761821,0,0,0,0,0,0
X600276.SH,0,0,0.0172267128394016,0,0,0,0,0.010259061920172,0,0,0,0.0738818598023494,-0.101380741923952,0,0.200192948629204,0,-0.065737343459723,0,0,0,0,0,0,0,0,0,0,0.0955012656445695,-0.0397518178767178,0,0,0,0,-0.177121161012959,0,0.0583597742889265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142891975046437,0,0,0,0,0,0,0
X000568.SZ,0,0.62144944064049,0,0.0578022080577602,0,0,0,0.043899370430924,0,-0.233963814811382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181289449213509,0,0,0,0,0,0,0,0,0,0,0.0488059733801055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246012897993482,0.0225452797792239,0,-0.00488874619918142,8.67361737988404e-19,0,0,0,0,0,0
X002475.SZ,0.196652194999129,0,0,0,0,0,0,0,0,0,0,0,0.154755024269093,0,0,0,0,0,0,0.147144061520072,0.0172734407759138,0,0,-0.0443868031593006,0,0,0,0,0,0,0.0501077443881703,0,0,0,-0.0669607965472705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450440345922991,0,0,0,0,0.0827156463022518,0,0
X002304.SZ,0,0,0,0.313652332026029,0,0.132355882029244,0,0,0,0,0,0,-0.233143269568309,0,0,0,0,0,0,0.453471382562013,0,0,0,0,0,0,0,0.0197271380649185,0.260125884127208,0,0,0,0,0,0,-0.0106138045124891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199109792318717,0.0785553503557083,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0764677112066572,0,0.0203986183782793,0,0,0.0483085643863354,0,0,0.0249055910027906,0,0,0,0,0,-0.0769013893438316,0,0,-0.0585232880729853,0,0,0,0.126857680287049,3.46944695195361e-18,0,0,0.092904533503587,0,-0.0593346123954821,0,0,0,0.0309643387289322,0,0,0,0,0.110897668034078,0,0,0,0,0,0.0742033444919273,0,0,0,-0.043562253661039,0,0
X600104.SH,0,0,0,0,0,0,0.0156694031388417,0,0,0,0,0.0842398369434807,0.021561742575118,0,0.0251678972766766,0.0658781332141117,0,0,0,0,0,0,0,-0.0270674432233465,0,0.0935836145211019,0,0.125026422192446,0,-0.0616438111678524,0,0,0,0,0,0.0738197002184828,0,0,0,0,0,0,0,0,0.0208432178221225,0,0,0,0,0,0,0.0939265636895505,0,0,0,0,0,0,0
X600690.SH,0,0,0.348664534131814,0,0.16841254701576,0,0,0,0,0,0,0,0,0.292818560625187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323611079237769,0,0,0,0,0,0.012967866738639,0,0,0,0,0,0,0,-0.00106733030978848,0,0,0,0,0,0,0,0,0,0,0.00604088604347638,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0197210572955883,0,0,0,0,0,0,0.11374119863726,0,0,0,0,0.0217363932030053,0,0,0,0.00995701668015925,0,0,0,0,0.082233058027157,0,0,0.104849289058113,0.219899732443355,-0.0502613676098114,0,0.0405166055207783,0,0,0,0,0,0.196067997733523,0,0,0,0,0,0,0,0,0,-0.0993391729329676,0,0,0,0,0,0,0
