,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002304.SZ,X000625.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X600089.SH,X002241.SZ,X600703.SH,X600372.SH,X002129.SZ,X000157.SZ,X000661.SZ,X002236.SZ,X600741.SH,X002049.SZ,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X002463.SZ,X600183.SH,X600522.SH,X002007.SZ,X000800.SZ,X002074.SZ,X300142.SZ,X601799.SH,X002294.SZ,X600460.SH,X002223.SZ,X600066.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0739496426880794,0.361387725608414,0,0.0496958719953277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113912205867697,0,0,0,0,0.177587753228197,0,0,0,0,0,0,0,0.0562023581155322,-0.00441396790339399,0,0,0.00413120001332007,0,0,-0.00641535272320574,0,0,0,0,0,0,0
X000858.SZ,0.122321765531353,0,0,0,0,0.39500698341746,0,0.0972707299152717,0,0,0,0,0,-0.0262949726014765,0,0,0,0,0.0830478210615947,0,0,0.0113960619649789,0,0,0,0,0,0.0920624183564979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078364811519695,0,0,0,0,-0.0145105763466681,0,0,-0.00607708711746555,0.000466609774992303,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0338548226976391,0,0,0,0,0,0,0.0924922991946816,0,0.0651422947148736,0,0,0,0,0,0,0.239565550224185,0,0,0.102082256260373,0,0.0944080982413303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635619137851751,0,0,0,0,0,0,-0.0546939835001147,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966098129021691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279001959363484,0,0,0,0,0,-0.0675600704845205,0,0,0,0,0,0,0,0,0,0.137110312291492,0,0,0.139255594875195,0.0331476683774627,0,-0.0191637107324965,-0.0132984963849751,0,0,0,-0.0795664626171444,0,0
X600809.SH,0,0,0,0,0,0.496214275887421,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.339425316148523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119823823849969,0,0.0695503263305262,0,-0.0233344303773886,0,-0.0708601534644546,0,0,0,0,0,0,0,0,0,-0.0293684264740133,0.020822416497614,0,0,0,0,0,0
X000568.SZ,0,0.581092955978329,-0.0504518944802605,-0.00526338640918037,0.29387609544428,0,0,0,0,0,0,0,0.1212695843395,0.0195460089079322,0,0,0,0,0,0,0,0,-0.112641232856519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579570332679006,0,0,0,0,0.113270728368786,0,0,0,0,0.017452593028509,0,0,0,0,0,0,0,-0.0720484600115937,0,0
X002475.SZ,0,0,0.0348386930648225,0,0,0,0,0,0,0,0,0,0,0.044012742668476,0,0,0,0,0.00413114946660915,0.0107269765401372,0,0,0,0,0.302171784140616,0,0,0,0,0,0,0,0,0,0,-0.153700990654892,0,0,0.149713486963299,0.291334824346508,0,0,0,0,0,0,0,0,0,0.0159274240361893,0,-0.0289102793376569,0,0,0,0,-0.0103938110931378,0,0
X600690.SH,0,0.0296152304063262,0,0,0,0.277469150982947,0,0,0,0,0,0,0,0,0,0.0683507041120025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569397667479059,-0.0351168799841241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023446109339016,0,0,0,-0.00158569382279238,0,0
X000651.SZ,0,0,0,0.0635416465281375,0,0,0,0.582464840811906,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163613656668961,0,0,0,0,0,0,0,0,0.0631514306566081,0,0,0,0,0,0.0564963628049913,0,0,0.101571728098866,0,0,0,0,0,0.0941726827230422,0,0,0,0,-0.0209793349576899,0,0.0118925778621716,0,0,0,0,0.00312388116392161,0,0
X003816.SZ,0,0,-0.0687761231580936,0,0,0,0,0,0,0,0,0,-0.05859226213004,0,0,0.058072697159028,0,0,0,0,0,0,-0.0808895145595839,0,0,0,0,0,0.0141215492760126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746018968807967,0.120883102561779,-0.0261790200661157,0.0238639491664719,0,0,0,0.046943805831428,0,0
