,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X600741.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X002008.SZ,X600487.SH,X002456.SZ,X300124.SZ,X600809.SH,X000661.SZ,X000596.SZ,X000100.SZ,X000977.SZ,X600867.SH,X002179.SZ,X600066.SH,X300142.SZ,X000625.SZ,X300136.SZ,X600498.SH,X600566.SH,X002007.SZ,X002294.SZ,X000157.SZ,X002241.SZ,X300146.SZ,X600522.SH,X002180.SZ,X002049.SZ,X000869.SZ,X600089.SH,X600177.SH,X002371.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.342846516432219,0,0.0596336490489942,0,0,0,0,0,0,0,0,0,0.00237918624932217,0.12816671948631,0,0,0,0.0281847299483357,0,0,0,0,0,0,0,0,0.00976728974808913,0,0,0,0,0,0,0,0,0,0,0.109280725375469,0,0,0,0,0,0,0,0,0,0,0.00479638088643477,0.00663027815798618,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.019588385140435,0,0,0,0.546238576709208,0.0464023032297778,0.269722910255543,-0.0918735629577651,0,0,0,0,-0.074626531260914,0,0,0,0,0,0,0,0.0721098840895111,0,0,-0.0640856223975968,0,0,-0.0170444413065852,0,0,0,0,0,0,0,0,0,0,0,0,0.0354039984104225,0,0,0.0198012855852547,0.0195570510465623,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.00616484367238552,0,0,0,0.046803150673845,0,0,0,0,0.079196667168319,0.0564944070692074,0,0.333119060815893,0.0334414008135792,0,0,0,0.152812484410945,0,0.0312735459629471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432642651620328,0,0,0,0,0,0,0,0.00289192583928161,0.0117157984497834,0,0,0,0,0,0
X000858.SZ,0.02153061545007,0,0,0,0,0,0.293274492122385,0,0.189157102234973,0,0,0,0,0,0,0.164922618704933,0,0,0,0.0125921942723687,0,0,0,0,0,0,0.0458750797748005,0,0,4.33680868994202e-19,0,0,0.102458691701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594390317158242,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0560356676414155,0,0,0,0,0,0,0.147510148018066,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0980537952062305,0,0,0,0,0,0,0,0,0,0,0.136411284451993,0.0752061074166195,0.455604772092245,0,0,0.150430442054559,0,0,0,0,0,0,0,0,0.0590084803229494,0.0282765938490947,0.0285785026713336,0,0,0,0,0,0
X000651.SZ,0.0854341784796742,0,0,0,0,0,0,0,0,0.0159727308500393,0,0,0.053249951105964,0,0,0.236471454278485,0,0,0,0,0.211272997388324,0,0,0.140038601761195,-4.33680868994202e-19,0,0,0,0,0.0331386300736066,0,0,0,0,0,0,0,0,0,0,0,-0.0424784742083343,0,0,0,0,0,0,0,0,0,0.00785241972731141,0.0139847563156046,0,0,0,0,0,0
X002304.SZ,0,0,0,0.870486979462802,0.0562647813308141,0,0,0,0,-0.0444899536440897,0,0,0,0,0,0.0437064056547177,-3.46944695195361e-18,0,0,0,0,0,0,0.0833962005257478,0.175894052734737,0,0,0,0,0,0,0,0,0,0,0,0.0176929484304983,0,0,0,0,-0.106637236022822,0,0,0,0,0,0,0,0,0,-0.00466062710033576,-0.0211947488607441,0,0,0,0,0,0
X000725.SZ,0,0,0.0282503330997969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192339105199598,0,0.0440268552148857,0,0,0.0701927122538677,0,0,0,0,0,0.102700297936721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418171976640917,0.0890762393572138,0,0,0,0,0,0.19348693988719,0,0.000722872341922517,0.0201822158201218,0,0,0,0,0,0
X600690.SH,0,0,0,0.302266164674778,0,0.292327816124198,0,0,0,-0.124175351055141,0.152410637221143,0,0,0,0,0,0,0,5.92205308000745e-05,0.0817305853126223,0,0,0.0818490738276681,0,0,0,0,0,0,0.135897448159483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240527802983097,0,0,0.0139605967260637,0.00328433393778085,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.227429815619289,0,0,0,-0.0874707875042032,0,0,0,0,0,0.343041622498586,0,0,0,0,0,0,0.133900696678118,0,0,0,0,0.220040312247981,0,0,0,0,0,0,0,0,0.0763919648633311,0,0,0,0,0.214365710114662,0,0,0.0831335474040174,-0.0271976403454782,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0202505024278988,0,0,0,0,0,0,0,0,0,0,0,0,0.255993748540755,0,0,0.320678624191799,-0.0740763196830923,0,0,0,0,0.00446478237803471,0,0,0.0759273730152523,0,0,0,0,0,0,0,0,0,0.145845361205795,0,0,0,0,0,0,0.0268101285563049,0.0517097104842097,0,0,0,0,0,0
X600031.SH,0,0,0.157651230096842,0,0,0,-0.152969986285971,0.07571215907404,0,0,0,0,0,0,0.247995781774736,0,0,0,0,0.0179778512781753,-3.46944695195361e-18,0.164596284982256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.233432357039885,0,0,0,0,0,0.0786502689209228,0,0,0,0,-6.93889390390723e-18,0.0328469004775693,0,0.00780249493652573,0.00999015074802668,0,0,0,0,0,0
X600703.SH,0,0,-0.201040106478765,0,0,0,0,0,0,0.130349361962877,0,0,0,0,0,0,-0.0281466406948047,0,0,0.218375502333802,0,0.107952200204993,0,0,0,0,0,0,0,0,0,0,0.0977578663307876,0,0,0.300033728398013,0.0584585405314735,0,0,0,0.00202220081718603,0,0,0,0,0,0,0,0,0,0,-0.0135902904605569,-0.00406893212980544,0,0,0,0,0,0
X600741.SH,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0290226373575697,0,0.240798985322078,0,0,0,0,0,0,0,0,0.171121208526474,0,0,0,0,0,0.0920816323768038,0,0,0,0,0.061390744401983,0,0,0,0,0,0,0,0,0,-0.0715379734472172,0,0,0,0.0392385014335799,0,0,0.0054609282778125,0,0,0.0183253240819349,0.0195196650116998,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.024545627295459,0.387140974567557,0,0,0,0.0202425758347193,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.221783178406871,0,0,0,0,0,0,0,0,0,0,0,0,-0.00816712782607484,0,0,0.112463100147967,0,0,0,0,0,0,0,0,0,0,0.0178978075839826,-0.00081805807953205,0,0,0,0,0,0
X000568.SZ,0,0,0,0.52379720267825,0,0,0.174148551322902,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110452793978455,0,0,0,0,0,0.118719801202468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675918095497581,0,0.188500036365855,0,0,0,0,-0.054962369338731,0,0,0.010886704143064,0.0106480880110283,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.433626471089707,0,0,0.0758253466032562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160763113547224,0,0,0,0.162152184597295,0,0,0,0.284517062951028,0,0,0,0.000321346721483231,0,0,0,-0.0600344972978533,0,0,0.109769054333269,0,0,0,0,0,0,-0.0133601843706448,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769967354928519,0,0.401234430495981,0,0,0.059243400132922,0,0,0,0.0172526185220572,0,0,0,0.183638501687092,0,0,0,3.46944695195361e-18,0,0,0,0.0307325597844801,0,0,0,0,0,0.087761724432471,0,0,0,0,-0.0262205505844581,-0.0393653619239873,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.18701258295499,0,0,0.0733497281849052,0,0,0,0,0,0,0,0,0,0,0.111807489870899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858340459738038,0,0,0,0,0,0,0,0,0,0.103504275679843,0,0,0,-0.214487113044039,0.327874581370436,0,-0.00316117493269906,0.00615626856324405,0,0,0,0,0,0
X002236.SZ,0,0,3.46944695195361e-18,0,-0.458208300483428,-0.119339215391031,0,0,0,-6.93889390390723e-18,0,0,0.207071308184037,0,0,0,0,0,0,0,0,0.529448303741894,-0.289591397945764,0,0.129204872208764,0,0,0,0,0,0,0,0,0.171943884800817,0,0,0,0.185153587841085,0.223873929081961,0,0.0868931170389127,0,0,0.139185021175448,0,0,0,0,0.223674367418517,0,0,0.0561789913047342,0.047404729308762,0.0317676725084826,0,0,0,0,0
X002008.SZ,0,0,0.375324309375933,0,0,0,0.0647288656029482,0,0,0.0826497531729052,0.130638132639585,0,0,0.0517429796200979,0,0,0.193843528383387,0,0,0,0,0,0,0,0,0,0,0,0.000729866476185998,0,0,0.00193681375935251,0,0,0.0152308641850186,0,0,0,0,0,0.0600400406221276,0,0,0,0,0,0,0,0.0175996249038719,0,0,0,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0.0378189021880014,0,0,0,0,0,0,0,0.212444435770537,0,0.200866288834345,0,0,0.107307896681695,0,0,0,0,0,0,0,0,0,0,0,0,0.211389673548964,0.00680555650450415,0,0,0,0,0.0674578271351607,0.383940178809446,0,0,0,0,0,0,0,0,-0.0100015507620255,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0.0124738096168832,0,0,0,0,0.0682430338496646,0.67097401098959,0.0923556746277836,0,0,0,0,0,-0.0784570295640551,0,0,0,0.134519611649527,0,0,0,0,0,0,0,0,0,0.0610000985534862,0,0,0,0,0,0,0,0,0,0,0,0,0.123989333330214,0,0,0,0,0,0,0.00101029212959288,0.0244422775216729,0,0,0,0,0,0
X300124.SZ,0,0,-0.208405678094956,0,0,0,0,0,0,0,0,0,0,0.0965606466985194,0,0,-6.93889390390723e-18,0,0,0,3.46944695195361e-18,0,0,0,0.0291847317137247,0,0,0,0,0.0471748344092009,0,0,0,0,0.0433134764888999,0,0,0,0,0,0.255546982359489,-0.0816558871421064,0,-0.0698109962007671,0.0714509767945732,0,0,0,0,0,0.00916604101978327,0.0157584634285951,0.0333353585539704,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0379746792542133,0,0.135358957284738,0,0,-0.0148617446708521,0,0,0,0,0.144393425164806,0,0,0,0,0.0502222771619299,0,0,0,0,0,0,0.599944673860045,0,0,0,0,0.109446423487854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633021752008316,0,0,0.131789311025464,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,-0.597270892724778,0,-0.00566831438963682,0.030673612703013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988080651860273,0.0692753202007264,0,0,0.317341569146075,0,0,0,0.496692352895246,0.0813475028167073,0,0,0,0,0,0,0,0,0,0,0.103813363288058,0,0,-0.0414284363853408,-0.0168528905025437,0,0,0,0,0,0
X000596.SZ,0,0,0.0488859549980134,0.211700917350043,0.0404524648167192,0,0,0,0,0,-0.102096109406116,0,0,0,0,0.380388322928403,0,0,0,0,0,0,0,0,0.229041814670287,0,0,0,0,0,0,0.0215067419829669,0,0,0,0,0,0,0.0949770477009249,0,0,0,0,0,0,0,0,0,0,0,0,0.00183112652853053,0.0106919622017783,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.00686679728519927,0.411302978939623,0,0.00726547971039029,0,0,0.0408021314938896,0,0,0,0,0,0,0.0857705247611379,0,0,0.0800905776678204,0,0,0,0,0,0,0,0,0.0188997799975129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314023893515952,0,0,0,0,0,0,0,0,0,0,0
