,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X600703.SH,X002241.SZ,X000625.SZ,X002129.SZ,X000063.SZ,X003816.SZ,X002049.SZ,X000338.SZ,X000596.SZ,X601877.SH,X002179.SZ,X000661.SZ,X600460.SH,X000100.SZ,X600089.SH,X300142.SZ,X002074.SZ,X600741.SH,X002236.SZ,X000799.SZ,X000733.SZ,X600884.SH,X601799.SH,X600779.SH,X600702.SH,X000157.SZ,X600584.SH,X002414.SZ,X600183.SH,X600522.SH,X600563.SH,X002007.SZ,X000800.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.338324610196296,0,0.0576677309867107,0,0.0969806766867377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042616823616464,0,0,0,0,0,0,0,0,0,0.0847327517061899,0,0,0,0.0114931496720599,0.0131393208456048,0,0,0,0,-0.0818534106461977,0,0.019814150767653,0,0,0,0,-0.00246072921707569,0,0,0,0,0,0
X000858.SZ,0,0,0,0.286264157618965,0,0,0,0,0,0,0.0820645366480364,0,0,0,0,0,0,-0.109555627749552,-0.0352840103931758,0,0,-0.0505623251907581,0,0,0,0,0,0.129365152767025,0,0,0.0262227196912865,0,0,0,0,0.205603389665544,0,0,0,0.0850122561303804,0,0,0,0,0,0,-0.0254500770383099,0,0,-0.0035111244302512,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.00902184601010502,0.199652631398241,0,0,0,0,0,0,0,0,0,0.0311673232305071,0,0,-0.000356639258080483,0,0,0,-0.0386124579426842,0,0,0,0,-1.0842021724855e-19,0.144441684207384,0,0,0,0,0,0.0515346537479536,0.0374445094249621,1.73472347597681e-18,0,0,0,0,0,0,0.0644062802088452,0,0,0,0,0,0,0,0,0,0.0205337832155066,0,0
X600809.SH,0,0.16848868738852,0,0,0,0,0,0.0938681955164973,0,0,0,0,0,0,0,0.0147850905552139,0,-0.0756913284717571,0,0,0,0,-0.0662939963087452,0,-0.0397220639953862,0,0,0,0.0833732349281197,-0.013487206905156,0,0,0,0,0,0.502917314110374,0,0,0.117747261426843,0,0.0698971226745637,0,0,0,0,-0.0233420091914943,0,0,0,0,0,-0.0262655950867181,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.349905224042343,0,0,0,0.00830101920106479,0,0,0.0165129671538387,0,0,0,0,0,0,0,0,0,0,0,-0.0487492127347314,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0213851530149504,0,0,0,0.258100908447758,0,-0.314957816734318,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.00206051974106834,0,0,0,0,0,0,0
X000568.SZ,0,0.36651732615144,0,0.23743443281802,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210216534737986,0,0,0,0,0,0,0,0.00967074877989133,0,0,0.0630550334249362,0,0,0,0,0,0,0,0.090284956795968,-0.0252013120192605,-0.0386552146626145,0,0.0178902582999026,0,0,0,-0.0963484225915755,0,0,0,0,0,0,0,0.0544408729431254,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0722345876497426,0,0,0,0,0.215450115074262,0.157448412013864,0,0,0.120167993422931,0,0,0,0,-0.0164666546788633,0,0,-3.46944695195361e-18,0.0856528034071719,-0.245826058410712,0,0,0,0,0,-0.08477118099725,0,0.189503138856781,0.0794672776779181,0,0.049295670766799,0.0125066752140714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534713065559191,0,0
X002304.SZ,0,0.0503191851308987,0,0.128830630340167,0,0,0,0,0.0884403456792079,0,-0.0118770762130811,0,0,0,0,0,0,0,0,0,0,-0.130590510326784,0,0,0.144776378221965,0,0,0,-0.0509269073011349,0,0,0,0,0,0,0.272716833417521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185523856675239,0,0,0,0,-0.0486200249262035,0,0
X600690.SH,0,0,0.156858379387057,0,0,0,0,0.0117763338302322,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585781611875154,0,0,0,0,0,0,-0.0368497217598235,0.269000034864339,0.0474167952530274,0,0,0,0,0,0,0,0,0.0722694721586831,0,0,0,0,0,0,0.0545298813410428,0,0,0,0.0470123419547791,0,0.0078992128740741,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809876350419553,0.0281249961836989,0,0,0,-0.0326743832622851,0,0,-0.0111232429407375,0,0,0.0121319236831999,0,0,0,0,0,0,0.0141267795695406,0,0,0.0407277483345327,0,0,0,0,0,0,0.143020303385445,-0.0605742369718748,0,0.034483631246685,0,0,0.0133933361554156,0.0606746810307347,0,0,0,0,0,0
