,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X000725.SZ,X300014.SZ,X002129.SZ,X600031.SH,X300124.SZ,X003816.SZ,X002049.SZ,X002241.SZ,X600703.SH,X000338.SZ,X000063.SZ,X002179.SZ,X601877.SH,X000596.SZ,X000625.SZ,X600460.SH,X300142.SZ,X600089.SH,X000661.SZ,X000100.SZ,X600522.SH,X600741.SH,X600884.SH,X002074.SZ,X600702.SH,X000157.SZ,X002180.SZ,X000799.SZ,X000733.SZ,X002236.SZ,X600563.SH,X600584.SH,X601799.SH,X002008.SZ,X600779.SH,X002414.SZ,X000977.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.399649727426873,0,0,0,0,0,0,0.0560607398671947,0,0,0,0,0,0,0,0,0,0,0,0,0.00080674858885347,0,0,0,0.169193031139133,0,0,0,0,-0.0186191240963729,0,0,0,0,0,0,0,0,0,0,0.0128588682724893,0,0,0,0,0.0647646062132861,0,0,0,0,-0.0131658220052476,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.163008135874047,0,0,0.104352173254271,0.175517624330132,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.000946250307400897,0,0,0.000361146292016943,0,0,0,0,0,0,0.00717699556687876,0.107203290464058,0,0,0.0190694296192092,0,0,0,0,0.171056081295986,0,0,0,0.0941618507372455,0,0,-0.00285530526435195,0.024131689502163,0,0,0,0.0268484509946526,0,0
X002415.SZ,0,0,0,0,0,0.136970764796469,0,0.151362030830567,0,0,0,0,0,0,0,0,0.0678922385927415,0,0,0,0,0,0,0,0,0,0,0,-0.0492000636815254,-0.0997396636814901,0.0324896546427248,0,0,0,0,0,0.00648949348605924,0,0.0814821527533875,0,0,0,0,0,0,0,0,0,0.180043884439687,0,0,0,0.016083683360913,0,0,0,-5.42101086242752e-20,0,0
X600809.SH,0,0,0,0,0.409094620923691,0,0,0.201043079844037,0,0,0,0,0,-0.0895864962257112,0,0,0,0,0.0766464524946777,0,0,-0.200147483405847,0.00797316093540422,-2.16840434497101e-19,0.0235925203297686,0,0,0,-0.165045373669517,0,0,0,0,0,0,-0.0124392267784312,0.157854016648793,0,0,0.0447914544594793,0,0,0,0,0,-0.0392069036075175,0,0,0,0,0.117103436345234,0.0204542442447995,0,0,0,0,-1.73472347597681e-18,0,0
X000568.SZ,0.157143104807409,0.257672624976584,0,0.0703701106767199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191073058048207,0,0,0,0,0,0,0,0,0,0,0,0,0.0931228063073078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460377511689434,0,0,0,0.0110139057143385,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.324004094480195,0,0.0660864723231839,0,0,0,0,0,0.291743847346306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494608552031629,0,-0.0427660243235545,0,0,0,0,0,0,0
X600276.SH,0.0799281862932051,0,0.0212254656218142,0,0,0,0,0,0.261332955593825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206182962774889,0,0,0,0,-0.0371144356887523,0.0223295234286171,-0.00330915435186904,0.000621744644246486,0,0,0,0,0,0,0,0.0179107060161504,0.116273111445343,0,0,0,0,0,0,0,0,0,-0.0324022167623085,0,0,-0.0409934462442936,0,0,0,-0.0557585424716941,0,0
X002304.SZ,0.283761592838026,0,0,0.0903336792236834,0,0,0,0,0,0,0,0,0,0,0,0,0.264290360632292,0.00313016688955621,0,0,0,0.040019544192763,0,0,0,0.0923668783237869,0,0,0,0,0,0,0,0.00824509923292042,0,0,0.00249307114285501,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.192814612978485,0,0,0,0,-0.0742414527560935,0.0875057350907122,0,0,0,0.0344248405894806,0,0
X600690.SH,0.101351259472769,0.111851475790255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229620869709554,0.0894945680780539,0,0,0,0,0,0,0,0,0,0.0910978257209455,0,0,0,0.105190343950651,0,0,0,0,0,0,0,0,0,0,0,0,0.00915804960041258,0,0,0.00147076380931492,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0633189337893753,0,0,0,0,0,0,0,0,0,0.0536435620690427,0,0,0,0.10664637147035,0,0.00435512909018932,0,0,0.100656011090466,0,0,0,0,0.243530663327622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00184665998106493,0,0,0,0,0,0
