,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002236.SZ,X601877.SH,X600118.SH,X600271.SH,X002456.SZ,X300124.SZ,X000157.SZ,X600177.SH,X600372.SH,X600089.SH,X002007.SZ,X600522.SH,X002085.SZ,X000066.SZ,X300136.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X600867.SH,X600699.SH,X002294.SZ,X002074.SZ,X000559.SZ,X002292.SZ,X002180.SZ,X600498.SH,X002008.SZ,X000596.SZ,X600809.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0133342139246131,0,0,0,0,0,0,0.0763151446724048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654450693404512,0,0,0,0,0,0,0,0,-0.0328587748577413,0,0,0.0705406100455623,0,0,0,0,0,0.0520222782222827,8.67361737988404e-19,0,0,0,0,0.151060326160434,0.104284339094247,0,-0.00926244012725305,0.0032854252559344,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0886196852592039,0,0,0,0,0,0,0,0,0.658494136432821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132859198477521,0,0,0,-0.0998509103969159,0,0,0,0,0,-0.096120204798377,0,0,0,-0.0696240109925011,0,0,-0.023110366736911,0,0,0,-0.0265731973454612,-0.0310760732707231,0.0147769206485877,0,0,0,0,0,0
X002415.SZ,0,0,0,0.189300692970871,0,0,0,0,0,0,0,0.0276792881282986,0,-0.0147160816411969,0,0,0.0657006219192813,0.229085150846153,0,0,0.192972200303501,0,0,0.0946248376727113,0,0,0,0,0,0,-0.0185035912389943,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.262189568283901,0,0,0.0306433462702244,0,0,0,0.00260497931442792,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.404819143089275,0.747483052702912,0,0.335427073247818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580825794838864,0,0,0,0,0,0,0,-0.100812438804893,0,0.0661868892468723,-0.061036729888771,-0.158744662462383,0,0,0,0,0,0,0,0,0,0.00326022654366041,0,0,-0.0436884946726909,0.0169277474176546,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.00333856753707648,0,0,0,0,0.379468422537693,0.0722669309153302,0,0,0,0.178348837515399,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0173557683702661,0.0460497054350145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201351590650893,0.0496419142334606,0,0.0105847682369509,-0.00219422681612145,0,0,0,0,0,0
X002304.SZ,0,0.140962210741081,0,0.0114099025612983,0,0,0,0.0653410678478759,0,0,0,0,0,0.152606838975004,0.30436788470469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362397169844272,0,0.0319540713323045,0,0,0,0,0,0,0,-0.00564900679931116,0,0,0,0,0,0,0.104480960773363,0,0,0,-0.00174003790429407,0,0,0,0,0,0
X600276.SH,0,-0.107812344966819,0,0,0,0,0,0.0517442032193369,0,0,0,0.229646020056646,0,0,2.16840434497101e-19,0,0,0,-0.0472566010177981,0,0,0,0,0,0.0547496375407749,0,0,0,0,0,0,0,0,0.072445730069179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00265405727599744,0,-0.128648648352805,0.0106940738727064,0.00287796963646679,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0335119767324352,0,0,0,0,0,0,0,0,0,0.25476310639209,0,-0.567245904402047,0,0,0,0.182557502643297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227776721450229,0,0,0,0,0,0,0.154746122140384,-0.0438707837211436,0.00943538526218556,0,0,0,0,0,0
X000625.SZ,0,0,0,0.158787761461292,0,0,0,0.180199275217739,0,0,0,0,0,0,0.182293102193182,0,0,0,0,0,0.344379359954074,0,0,0,0,0,0,0,0.0245043871775829,0,0,0,0,0,-0.00952724372213035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254298783580585,0,0,0,-0.00487569838146675,0,0,0,0,0,0
X600690.SH,0,0,0,0.20628633044032,0.0517877367339526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041623158909047,0,0,-1.73472347597681e-18,0.0808759330193976,0,0,-0.0302387821234164,0,0,0,0,0,0,0,0.00733171626181966,-0.0750409894101845,0,0,0,-0.0604835617032908,0,0,0,0,0,0.0152818882723976,0,0,0,0,0,0,0.000697998218998642,-0.00381215090190116,0,0,0,0,0,0
