,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600741.SH,X600884.SH,X600460.SH,X000733.SZ,X600702.SH,X000100.SZ,X000157.SZ,X000799.SZ,X600563.SH,X601799.SH,X002236.SZ,X600584.SH,X002176.SZ,X600487.SH,X000800.SZ,X002414.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-3.46944695195361e-18,0,0.271393975047131,0,0,0,0,0.0417823653160907,0,0,0,0,0,0,0,0,0.0386011277419933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00503067445439701,0,0.061372952733803,6.93889390390723e-18,0,0,0,0.0569522341768499,0,0,0,0,0,-0.00712295410794694,0,0,0,0,0,0,0,0,-0.0185979008992179,0,0
X000858.SZ,0,0,0.149817080239248,0.388530193834789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374314888604113,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164714785242948,0,0,0,0,0.119934680406728,0,0,0.0564822126967546,0.0295612729280336,0,0,0,0.0115831347230493,0,0,0,0.0758979105359619,-0.100488852142841,0.0144281094059679,0,0,0,0,-8.67361737988404e-19,0,0
X600809.SH,0,0,0,0.638053715401321,0.0305179770784662,0,0,0,0,0,0,0,0,-0.0314761659849462,0,0,0,0,0,0,0.0394460411414984,0,0,0,0,0,0,0,0,0,0.055365062749114,0,0,0,0,0,0,0.0742193965391527,0,0,0,0.014846133116735,0,0,0,-0.218740394502754,0,0,0,0,0,0,0,0,0,0,-0.0020438358584219,0,0
X000568.SZ,0,0.1944138692948,0,0,0,0.0408709404490241,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0592434931408283,0,0,0,0.02704700910008,0,0.00942908642114098,0.0436511071212076,0,0,0,0,0,0,0,0,0,0.367635273723714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350093733800238,0,0,0,-0.0283542018032479,0,0
X002415.SZ,0,0,0.297875755861095,0.0200723387050575,0,0.116018017161008,0,0,0,0,0,0,0,-0.159010284022377,0.184192263000748,0,0,0,0,0,0,0,0,0,0.0382727207257667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566482585591624,0,-0.0195362955675395,-0.0261270768103975,0,0,0,0,0.1366449471775,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0255929540692609,0.285571224514395,0,0,0.0121274551069498,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.000518173313699861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103185512691875,0.203573888214055,0,0,0,0.0373301507252674,0,0,0,0.0148227260644152,0,0,0,0,0,0.0145750718567188,0,0,0,0,-0.0152127089741192,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0150084483284758,0.0978590549913862,0,0,0,0,0,0.071397672421068,0,0.0935570799475774,0,0,0,0,0.100676582190945,0,0,0,0,0,0,-0.053811441860897,0,0,0.0572837590111464,0,0,0,0,0.0117266372502488,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0339050267967503,0,0,-0.162537421640351,0,0,0,0,0,0,0,0,0.0718743524515662,0.283712037590767,0,0,0.0829999878303753,0,0,0,0,0,0,0,0,0,0.0857173016663124,0.00475991538491942,0.214890776935119,0,0.132776303120774,0,0,0,0,0,0,0,0.073968570159366,0,0.0695248342906501,0,0,0,0,0.0509011975929376,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314509485588313,0,0,0,0,0.139015910180777,0,0.176251878192439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750709234602261,0.0629066453634537,0,0,0,0,0,0,0,0,-0.0607580930274601,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292998884410754,0,0.149364949183004,0,0,0,0,0.0235755767581507,0,0.121627065873568,0,0.080768484642225,0,0,0,-0.110124488489564,0,0,0,0,0,-0.0968880072752189,0,0,0,0,0,0,0.0807200230756346,0,0,0,0,0,0,0,0,0,0,0,0.100163244851234,0,0,-0.0110890468030411,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0692530537381246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126531650592731,0,0,0,0,0,0.198338251823491,0,0,0,0.097485192359336,0,0,0,0,0,0,0,-0.0110987005537565,0.0801797895478724,0.169807248214967,0,0,0,0.00481384730662886,0,0,0,0,0.0041658892666042,0,0
