,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000568.SZ,X600741.SH,X600031.SH,X000338.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X002008.SZ,X600487.SH,X300124.SZ,X002236.SZ,X000596.SZ,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002456.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X002007.SZ,X600066.SH,X600498.SH,X000977.SZ,X600566.SH,X000157.SZ,X002294.SZ,X300136.SZ,X002241.SZ,X300146.SZ,X002180.SZ,X600522.SH,X600177.SH,X600089.SH,X600372.SH,X000050.SZ,X000869.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.414820086910349,0.00917437643258881,0,0,0,0,0,0.00642714282952734,0,0,0,0,0,0.108848976904895,0,0,0.0219725879142049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525338662830202,0,0,0,0,0,0,0,0,0.0328482828750999,0,0,0,0,0,0,0,0,0.00628251586666848,0.0105331838229329,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.222705615355357,0.0590506597335761,0,0.317527457742548,0.037243809007367,0.12882989347104,0,0,0,0,0,0,0,0,0,0,0,0.00616054138068931,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0216066294310611,0,0,0,0,0,0,0,0,0,0,-0.0337987092268043,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-8.67361737988404e-19,0.0576771607127445,0.0290606545066278,0,0,0,0,0,0,0,0,0.0476649027186677,0,0,0,0,0,0.441825772225804,0.0782544342214387,0,0.00831502363089133,0,0,0,0,0,0,0,0,0,0.193509776713338,0.0940743916847872,0,0,0,0,-0.0228529332415997,0,0,0,0,-0.106171755887941,0,0,0,0,-0.00125170230679123,0.00960018039029657,0,0,0,0,0,0
X000858.SZ,0.413017110161811,0,0,0,0,0,0.141608765094576,0,0.094649028886601,0,0.132569321627371,0,0,0,0,0,0,0,0.0275774580650769,0,0,0,0,0.0852076688034824,0,0,0,0,0,0,0,0.080514337562738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052713013045233,-8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0.302378854534585,0,0,0.22268882709791,0,0,-2.16840434497101e-19,0,0,0,0.0145318774125653,0,0,0.0478953840965494,0,0,0,0,0,0.241113358053084,0,0.0545354688629072,0,0,0,-0.048763767521525,0,0.0802740617016897,0,0,0,0,-0.0240320510104974,0.0011596218630589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747929791149154,0.013924392659277,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295174006163854,0,0,0,0,0,0.119073800225209,0.037851344273409,0,0.00647980671180969,0,0,0,0,0,0,0.0823660777680407,0,0,0,0.0619847282018816,0,0.281272962852714,0,0,0.220020826495341,0,0,0,0,0,0,0,0,0,0.0315182725712504,0.0353262766507833,0,0,0,0,0,0
X002304.SZ,0,0,0,0.310796625026786,0,0,0,0,0,0.133689417843433,0.501937186244795,0,0,0,0,0,0.0542931490349704,0,0,0,0,0,0,0,0.292060043552063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121481986335729,0,0,0,-0.181684483439255,0,0,0,0,0,0.00766047359462275,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130391833712886,0,0,0,0.129757796068852,0,0.0298732881825924,-0.0216175958003716,0,0.0686963082753966,0.362110707164895,0,0,0,0,0,0,0,0.153807889037224,0.0162118129406569,0,0,0,0,0,0,0,0.0362114414157895,0,0,0.230410070894963,0,0,0,0,0.000960443988824662,0.0209310640051607,0,0,0,0,0,0
X600690.SH,0,0,0.0119634127957905,0.219710001408691,0.17390183016863,0,0,0.149919691072281,0,0,0,0,0,0,0,0.0377787741516412,-0.0516042713543593,0,0,0,0,0,0,0,0,0,0,0.136617379740775,0.224349879130767,0,0,0.040911715913471,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.052943676611553,0,0,0,0,0,0,0,0,0,0.00820517892456358,-0.0292344975524519,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0538383385428331,0,0,0,0,0,0,0,0,0.326809423576657,-0.00532424706483368,0,0,0.104983959756281,0.222300679923626,0,0,0,0.104295851948637,-0.00512145129112102,0,0,0.0667834935610518,0,0,-0.0976872954233042,0,0,0,0,0,0,0,0,0,-0.0483232600220563,0,0.156826547908362,0,0,0,0,0,0,0,0.00719040503794444,-0.0159787896780297,0,0,0,0,0,0
