,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600031.SH,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X600089.SH,X002463.SZ,X000157.SZ,X600703.SH,X002241.SZ,X600372.SH,X002028.SZ,X002236.SZ,X600066.SH,X000977.SZ,X000921.SZ,X600584.SH,X600183.SH,X600741.SH,X600522.SH,X002049.SZ,X601877.SH,X000661.SZ,X002129.SZ,X002223.SZ,X002180.SZ,X000800.SZ,X600487.SH,X600060.SH,X601799.SH,X002156.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.101479705121926,0,0,0,0.312092499569381,0,0,0,0,0,0,0,0,0,0,0,-0.0828988041524025,0,0,0,0,0,-0.0540539453392062,0,0,0.00877800744334149,0,0,0,0,0,0,0,0,0,0,-0.00937487380327687,0,0,-0.0123922341644844,0,0,0,0.006852769652501,0.0676470906020526,0,0,-0.0335452647525988,-0.0111407693169101,-0.0174748946255964,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.00379586045179907,0,0.480373124541907,-0.102362774859537,0,0,0.0525096124368934,0,-0.0133880337415973,0.0368970402325385,-0.0293177753611807,0,0,0,0,0,0,0,0,-0.0172901699670306,0,0,0,0,0,0,0,0,0,0,0.140240702132035,0,0,0,0.0762578018181716,0,0,0,0,0,0,0,0.0505731727585715,0,0,-0.0185790201903622,-0.0319085719140991,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0728003860676215,0,0,0,0,0,0,0,0,0,0,-0.0910650860525277,0,0,0,0,0.15342489084628,0,0,0,0,0,0,0,0,0.0487863176208645,0,0,0,0,0.119286910932148,0,0,0.0589846464917002,0,0,0,0,0,0,0,0.00357529228258975,0,0,0.117023592052101,0,0,-4.33680868994202e-19,0,0,0,-5.42101086242752e-20,0,0
X600690.SH,0,0,0,0,0,0,0,0.355608668290392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312987490277044,0,0,0,0,0,0,0,0,0.248073547155926,0,0,0,0.0394434066078205,0,0,0,0,0,-0.0949404606461302,0,0,0,0,0,0,0,0,0,-0.0750397838518646,0,0,0.122217372214274,0,0
X600809.SH,0,0,0,0,0,0,0.0178544735090532,0,0.135370451103117,0,0.00348233201716842,0,0,0,0,0,0,-0.0913637991939865,0,0.228253231002135,0,0.0183109460719306,0,0,-0.0201075707701152,-0.123180922969598,0,0,0,0,0,0.0495125755182008,0,0,0,0,0,0,0,0,0,0,0,0.0384611712056215,0,0,0,0,0,0,0,0,0,0,0,0,-0.00178123710399352,0,0
X600276.SH,0,0,0,-0.145157457318804,0,0,0,0,0,0,0,0,0,0,0,0,0.0356611777580684,0,0,0,0,0.134190350060964,0,0,0,0,0,0,-0.246322646141815,0.0426434149827306,0,0,0,0,0,0,0,0.0602034226078487,0.118817916913981,0,0,0.0309532535892996,0,0.00726890546002783,0,0,0,0.445381744474366,0,0,0,-0.0369147533950122,-0.0190745131353518,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.14066184851679,0,0,0,0,0,0,0,0,0.0365733138048418,0,0,0,0.204698095071406,0,0,0.179898310498777,0,0,0,0,0,0,0,0.043870649413987,0,0,0.132787359347386,0,0,0,0,0,0,0,0,0,0,0,0,0.0189816745201473,0.0743599026275382,0,0.0921840983956824,0.0140735324917926,-0.0271683177258563,0,0,0,0,0
X000651.SZ,0,0,0,0.0920915105442647,0,0,0,0,0,0,0,0,0,0,0,0,-0.0667933341632602,0,0,0,0,0,0,0.269572525764038,0,0.0282453177646616,0,0,0,0,0,0,0,0.0265042153247977,0,0,0,0,0,0,0,-0.0626910098397601,0,0,0,0,0.200767293752544,0,0,0,0,0,-0.0395474064178372,0.0562325507292794,0,0,-0.0427586066347762,0,0
X000568.SZ,0,0.886199589001046,0,0,0,0,-0.0294891320334844,0,0,0,0,0,0,0,0,0,0.0525913477736347,0,0,0.282622974685839,0,0.0204153377490062,0,0,-0.0423842760766587,0,0,0,0,0,0,0.00254212053428537,0,0,0,-0.0146085603303165,0,0,0,0,0,0,0,0,0,-0.182887900549555,0,0,0,-0.0796780157211444,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.660280735352484,-0.0095082492205367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695753641530968,0,0,0,-0.0448246276532019,0,0,0,0,0,0,0.137052973711784,0,0,-0.0878745117839621,-0.00591964332470796,0,0,0,0,0,0,0,0,0,0,0,0.159925850438333,0,0,0,0,-0.0245255491090733,0,0,0,0.0121021231141389,0,0
X002371.SZ,0,0,0,0,-0.0409134735634169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192622598250506,0,0,0,0.0675677837263907,0,0,0,0,0,0,0,0,0.106744749793692,0.23299137229753,0,0,0,0,0,0,0,0,-0.149096267280526,0,0,0,0,0.029652761368288,0.0621306594705322,0,0,0.0680693786234125,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.023495994647257,0,0,0,0,0,0,0,0.036223173286981,0,0.0909908259936106,0,0,-0.00927230634494941,0,0,0.0315014268497066,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414748081062797,0,0,0,0,0,0.0130140816597966,0,0,0,0,0,0,0,0.0632994905863401,0,-0.0633498207529019,0.00940189656598789,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.00444546373263594,0,0,0,0,0,0,0,0,0,0,0.0560540469595441,0,0,0,0,0,0.557806268055499,0,0,0,0,0,0,0,0,0,0.186424000095002,0,0,0,0,0,-0.00939943198337925,0,0,0,0,0,0,0,0,0,-0.0807937768006237,0,0,0,0.0103219758701012,0.141605187126913,0,0,0.0266828729524522,0,0
