,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002049.SZ,X002371.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X600522.SH,X000661.SZ,X300142.SZ,X000733.SZ,X601877.SH,X002074.SZ,X002241.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600702.SH,X600460.SH,X600884.SH,X300003.SZ,X600584.SH,X600487.SH,X000799.SZ,X002414.SZ,X002176.SZ,X000980.SZ,X601799.SH,X600563.SH,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0180684520622481,0.395897376478586,0,0,0,0.124274235746301,0,0,0,0.0386169283438478,0,0,0,0,0,0,0,0.0314068134271407,0,0,0,0,0.0307124225069296,0,0,-0.0283867334426723,0,0,0,-0.144943659877761,0,0.00540339864810758,0,0,0,0,0,0,0,-0.0642269160661402,0,0,0.143773418279845,0,0,0,0,0,0,0,0.0449672594555241,0,0,0,0,0,0,0
X000858.SZ,0.349535548785186,0,0,0,0.241494704019949,0.0687592261515014,0,0,0.108883680688408,0,0,0.11675689676311,0,0,0,0,0,0,0.0374779409566494,0,0.00627461685346967,0,0,0,0,0,0.0734138166898452,0,0,0,0,0,0,0,0,0,0,0.0548964160774169,0,0,0,0,0,0,-0.0146922834264599,0,0,0.0470610173544318,-0.0867275792217899,0,0,-0.00401168766823338,0,0,0,0,0,0,0
X600809.SH,0.370946404787752,0,0,0,0.492499730319617,0,0,0.0601609938971829,0,0,0,0,0,0.0771558218220574,0,0,0,-0.0167168996251214,0,0,0,0,0,0,0,-0.0960264425492439,0,0,0.00730255131895435,0.029687689949129,-0.160370888343972,0,0,0,0,0,0,0.0122393790504034,0,-0.0443989841443661,0.0749570765740758,0,0,0,0,0,-0.0187022391707813,-0.000850235769650254,0,0,0,-0.0156463445062279,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,-0.00669838620525669,0,0,-0.00760028625687004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101242475120537,0,0,0,0.19933919358678,0,0,0,0,0,0,0,0,0,0,0,0,0.15931816341121,0.169518619078699,-0.174483667248514,0.0839408910648995,0.11633915337368,-0.0154473732374068,0,0,0,0,0,0,0
X000568.SZ,0.292477023577202,0,0.819609774653482,0,0,0,0,0.00363487106295929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952664959298407,0.0729453102126125,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0187693446006786,0,0,0,0,0.0274706140587199,0,0,0,0,0,0,0
X600276.SH,0,0.0963641336645987,0,0.0855761725876529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202683554774127,0,0,0,0.0125085408271942,0,0,0,0,0,-0.162368763389343,0.0650686543300363,0.0874828162609772,0.0229531330179451,0,0,0,0,0,0,0,0,0,0.138778867071815,0,6.93889390390723e-18,0,0,0,0.0493462025500584,0,-0.0720583709602032,0,0,0.00271067584249096,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.270652555228618,0,0,0,0.0723999163697502,0,0,0.146244194014394,0,0.0815042925424725,0,0,0,0,0,0,0,0,0,0,0.14630700645448,0.0617741181192207,-0.116937255888494,0.033343776464723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834880754150905,0,0,0,0,-0.0218278943129113,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.110133449948452,0.143001972277813,0,0,0,0,0,0,0,0.0904351120008881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116818492189452,0,0,0,0,0,0,0,0,-0.0911396296969281,0,0.138062671810961,0,-0.03819974795546,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.370343272238714,0,0,0.0301248274796698,0,0,0,0,0,-0.0399321112221179,0,0,0.0638771170024838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236017027857649,0,0,0,0,0,0,-0.202399974338074,0,0,0.0770038768553731,0,0,0,-0.010457755378767,-0.083337875861186,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.161922604757294,0,0,0,0,0,0,0,0,0,0.135845903693657,-0.0434284396517787,0.0658199071233183,-0.178286455736673,0,0,0,0,0,0,0,0,0,0,0.0536365752635499,0.215987493283673,0,0,0,0,0,0,0,0,0,-0.152763340276131,0,0,0.159681904316827,-0.154033602820172,0,0.0207868239715874,0,0,0,0,0,0,0,0,0,0
