,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X002292.SZ,X600690.SH,X000100.SZ,X002241.SZ,X600271.SH,X600118.SH,X600031.SH,X000559.SZ,X600066.SH,X002236.SZ,X600741.SH,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X600177.SH,X000568.SZ,X002465.SZ,X002049.SZ,X300124.SZ,X000977.SZ,X002129.SZ,X601877.SH,X002294.SZ,X300003.SZ,X000869.SZ,X600867.SH,X002074.SZ,X002456.SZ,X600582.SH,X002506.SZ,X002085.SZ,X000623.SZ,X002426.SZ,X000547.SZ,X600839.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305188743107133,0,0,0,0,0,0,0,0,0,0,0,0.0556190564272717,0.100735833558528,0,0,0,0,-0.0687399775532851,0.0211214497266905,0,0,0.0191481020502508,0,0.0200114237921588,0,0.0238148161490324,0,0.0388557678695778,0.0130526599093274,0,0,0,0,0,0,-0.0178823162271695,0.0277992159397712,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.363201912101604,0,0,0.0114517544456466,0,0,0,0,0,0,0,0,0,0,0,0.0661266044895187,0,0,0.031107115553333,0,0,0,0,0,-0.0423016474245685,0.00976386219281975,0,0,0,0,0,0.00699577345366069,0,0,0.0378427821113996,-0.0333878334417343,0,0,0,0,0,0,-0.0405033729245127,0.0391469024524771,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0126498903251526,0,0,0,0,0.0480907198187157,0,0,0,0,0,0.163478197603345,0,0,0,0.281803331570879,0,0,0,0.0188124054405264,0.0774593579518338,0,0,0,0,0,0,0.0987839823886767,0,0,0,0.0382942823708989,0,0,0,0,0,0,0,0,-0.00097873307413736,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.244122001335772,0,0,0.04678279869321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15614878342087,0.0886422827646052,0,0,0,0,0,0.0367709471512417,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.016356380454865,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,4.82286270659781e-06,0,0,0,0,0,0,0.0135335044755107,0,0,0,0,0,0,0,0,0,0,0,0.0403959379307195,0,0.0137844231403785,0.117106507416777,0,0,0,0,0,0,0.0321227255836241,0,0.0157966450508191,0,0.0816038172867755,0,0.031144021291407,0.13916502879168,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0734511692766557,0,0,0.101015747101433,0,0,0,0,-1.73472347597681e-18,0,0,0.198175768153449,-0.0172727668363815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766985755848992,0,0,0.00975726676588523,0,0,-0.0585204610177251,0.113828112643444,0,0,0,-0.00493711893122033,0,0,0,0,-0.0934930993452639,0,0
X002304.SZ,0,0,0,0.0690307998591545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735158941153038,0,-0.0139022966101028,0,0,0,0,0.0372935609823941,0.286760522587739,0,-0.010663006448594,0,-0.0923114745865872,0,0,0.162698531563091,0,0,0.0043292768151096,0,0,0,0.00337619558434907,0,0,0,0.125657390474221,0,0,0,0.00228039392706541,0.00639366503485197,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04342160600779,-0.000252333824436149,0,0,0,0.0613099122790156,0,0,0,0,0,0,0,0,0,0,-0.197300841164319,-0.0544920211275486,0,0,0,0,0,0,0.0647690397814183,0,-0.0268992399230837,0.0510740607613495,0,-0.0550062347291353,0.00111890370953848,0.0693692852449406,0,0.13028609265774,0,0,0,-0.0246535959236748,0.0270655951416984,0,0,0,0,0,0
X000625.SZ,0,0.152268071994479,0,0.00833935768738411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157795929419337,0.366291304206736,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.00768589799539124,0,0,0,0,0,0,0,0,0,0.0279331358873642,0,0,0.015978060057569,0.196403680517368,0,0,0,-0.0390594199657741,0,0,0,0,0,0
X000063.SZ,0,0,0.134208913412338,0,0,0,0,0.0603870681628569,0,0,0,0,0,0,0.0483952342363088,0,0,0,0.0196825604213528,0,0,0,0,0,0,0.110417834220824,0,0,0.157390352994487,0,0,0.224044036332297,0,0.0459478736899441,0,0,0,0,0,0,0,0.0278788933496228,0,0,0.0288614108997327,0,0,6.93889390390723e-18,0,0,0.0110656978661413,0,0,0,0,0,0,0
