,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X300124.SZ,X600104.SH,X000725.SZ,X000063.SZ,X003816.SZ,X002371.SZ,X600031.SH,X002129.SZ,X000596.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X600584.SH,X002236.SZ,X600702.SH,X600522.SH,X000157.SZ,X600741.SH,X600460.SH,X002074.SZ,X000733.SZ,X000977.SZ,X000066.SZ,X600183.SH,X300003.SZ,X000799.SZ,X002294.SZ,X002414.SZ,X000800.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0674072755855919,0.0231151198691904,0,0.118166139997955,0,0.125035814804208,0,0,0.0128491205295372,0,0,0,0.0280094114824904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562165832087203,0,0,0,-0.00542241767898235,0,0,0,0,0,0.0449239006948991,0,0.0729014860241868,0,0,0,0,0,0,0.0216039298751245,0,0,0,0,0,0
X000858.SZ,0,0,0.0183836500941838,0,0.0548906439676761,0,0.527129573869628,0,0.137377630087275,0,0,0,0,0.0379304225742448,0,0,0.11584546873301,0,0,0,0,0,0,0,0,0,0,-0.0375386603162121,0,0,0.0165413514450521,0,0,0.0365651005961323,0,0,0,0,0,0,0.0690137066713818,0,0,0,-0.0667582210670772,0,0,0,0,1.73472347597681e-18,0,-0.0260049202571136,0,0,0,0,0,0,0
X002415.SZ,0,0.0374446184986993,0,0,0,0.0393915862189829,0,0,0,0.0174417198323211,0,0,0,0,0,0.133285603367772,0,0,0,0.0572702770786929,0,0,0,0.0348359857173733,0,0.201407309557218,0,0,0.162375219055401,-0.130918783958534,0,0,0,0.256567177277852,0,-0.160186216511712,0,0,0,0,0,0.0671031438180557,0,0,0,0,0,0,0,0,0,0.00522003594887687,-0.0168398163878968,0,0,0,0,0,0
X000568.SZ,0,0.512172173242819,0.0347104045321275,0,0,0,0.292762339176667,0,0,0,0,0.109347867271683,0,0,0,0,0,0,0,-0.0648529127333784,0,0,0,-0.178175403899563,0,0,0,0,0,0,0,0,0,0,0,-0.109358940781392,0,0,0,0,-0.0881516643916365,-0.0528412022271777,0,0.239448690265923,0,0,0,0,0,0,0,0,-0.0147983663714088,0,0,0,0,0,0
X600809.SH,0,0,0.0300218927455921,0.099280671527191,0,0,0.250930315712352,0,0,0,0,0,0,0,0,0,0,0,0,0.0657514018578783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463766759799258,0,0,0,0,-0.0181740102347813,0,-0.0409470340319338,0,0,0.252400398648948,0,0,0,0,0,0.0052467935484564,-1.0842021724855e-19,0,0,0,0,0,0
X600276.SH,0,0.143372936462371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070195371680678,0,0,0,0,0,0,0.0056081947028275,0.0483382003555356,0,0.0382738307989102,0,0.0942941515834219,0.0446770992376695,0,0,0,0,0,0,0.0292812317477455,0,0.221980949996999,0,0.086455284987726,0,0,0,0,-0.00207478935764255,-0.0157378649696331,0,0,0,0,0,0
X002304.SZ,0,0.330012452533291,0,0.347996941527626,0.0741808107484933,0,0,0,0,0,0,0,0,-0.039024204436913,0,0,0,0,0.214713520047375,0,0,0,0,0,0,0,0,-0.0288324722968364,0,0.0149852176448726,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322923894791664,0,-0.0301847428731299,0,-0.043788671548482,0,0,0,0,-0.000513319553778077,-0.00493884834659344,0,0,0,0,0,0
X600690.SH,0,0,0,0.134302838942565,0,0,0,0,0.0549808494426975,0,0.0624487788019402,0,0,0,0,0,0.119670910294083,-0.042360530730348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104699258869369,0,0,0,0.00568639430396669,0,0,0,0,0,0,0,0,0,0.00726099548191183,0,0,0,0,0,0,0
X000651.SZ,0,0.185316340773893,0,0,0,0,0.040447968856898,0.339420125283326,0,0,0,0,0,0,0,0,0,-0.00422099499111835,0,0,0.100851558075446,0.0640477259211722,0,0,0,0,0,0,0,0,0.0185982542757912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00534044419360214,5.42101086242752e-20,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.181790525128338,0,0,0,0,0,0,0.0779103624868499,0,0.222605537904388,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0282417009317137,0,0,0,0.30797089574849,0,0,0,0.183963446938269,0,-0.0209700928209728,0,0,0,0,0,0,0,0.0373174362207861,0.558309331150714,0,-0.0326784458760966,0,0,0,0,0,0
X300124.SZ,0,0,-0.0607957969906527,0,0,-0.00420882606773603,0,0,0,0.223535763799217,0,0,0,0,0,0,0.18857698068064,-0.0765015927683838,0,0.273786753087439,0,0,0,0,0,0,-0.022953525976971,0,0.12095835628794,0,-0.0471497435444688,0,0.0729987812461923,-3.46944695195361e-18,0,0,0,0,0,0,0,0.00457462397985915,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0209161449046215,0,0,0,0,0,0
X600104.SH,0,0,0,0.05904432159232,0,0,0,0,0.00717367738257674,0,0,0,0,0,0.135513931881358,0,0,0,0,0,0.178833698893925,0,0,0,0,0,0,-0.0221141891976319,0,0,-0.0516445816634354,0,0,0,0,0,0,0.310224761028506,0,0,0,0.0669385514641029,0,0,0,0,-0.00706495190404699,0,0,-0.0368314717735687,-0.0326589531290485,0.0138892700197969,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0611291942432188,0.0828424102198078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939324344100308,0,0,0.204503342451728,0,0,0,0,0,0.0922029430801645,0.0923081268241489,0,0,0,0,0,0,0,0.041901885726979,0,0,0.0222411924234591,0,0.00665411612751293,0,0,0.0910195978540087,0,-0.021949762509241,0.0245450607761302,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164222206739906,0,0.137534105409403,0,0,0,0,0,0,0,0,0,0,0.0128639670250428,0,-0.118127274790567,0,0,0.396420077856685,0,-0.0919139283676373,0,0,0,0,0,0.00437821453060412,0,0.151373429499105,0,0.108647743959401,0,0,0,0.147362224265348,0,0.00995664482192569,-0.0133969041615465,0,0,0,0,0,0
X003816.SZ,0,0,0.0155585185468954,0,0,0,0,0,0,0,0,0.020944436248463,0.0110602311956116,0,0,0,0,0,0,-0.0320038949581937,0,0,0,0.0288388825309359,0,0.197707278954949,0,0,4.33680868994202e-19,0,0,0,-0.0335861353628525,0,0,0.00920514508533627,0,0,0,-0.00398039029197648,0,0.0761991775666693,0,0,0,0,0,0,0,0,0,0,0.0134307235111077,0,0,0,0,0,0
X002371.SZ,0,0,0.138617327105052,0,0,0,0,0,0,0,0,0,0,0.102175371800366,0,0,-0.0278972632778745,0,0,0,0,0,0,0.408498623421487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311096733061232,0,0,0,0,0.00836280313571896,0,0,0,0,0,0,0,-0.016623024311959,0,0,0,0,0,0,0
X600031.SH,0,0.347940028737062,0,0,0,0,0,0.162716517843007,0,0,0.074167539804309,0,0,0,0,0,0,0,0,0,0,0.0275792242819672,0,-0.127525607187544,0,0,0,0,0.0298276719165961,0,0,0,0,0,0,0,0.345903974177578,0,0,0,0,0.0540414445720997,0.03280550210148,0,-0.079100296907201,-0.0341339483383688,0,0,0,0,0,-0.0276585423562294,0.00093713875734476,0,0,0,0,0,0
X002129.SZ,0,0,0.0729420390212225,0,0,0,0,0,0,0,0,0,0,0.0609511137553256,0,0.232713875218864,0,0,0,0,0,0,0,0,0.103683764834913,0,0,0,0,0,0,0.130436107884211,-0.0272944718899352,0,-0.0778613678581167,0.393140218678261,0,0,0,0,0,0,0,0,0,0,-0.0378095957552659,0,0,0,0,0.105308867334211,-0.0828349996055266,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.0779205781439418,0,0.271326894240798,0,-0.129171079252155,0,0,0,0,0.135789923841802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601917628766524,0,0.216864164725615,0,0,0,0,0,0,0,0,0,0,-0.0838048730660814,0.00856232314685825,0,0,0,0.126269587300592,0,0,0,0,0,0.0137395776633286,-0.0348020205440167,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.13948835663385,0,0,0,0.0585917856810542,0,0,0,0,0,0,0,0.0949879243146797,0,0,0.0593741469546837,-0.0562996033637924,0,0,0.19749236447964,0,0,0,0.0964902907876122,0,0,0,-0.435454822718088,0,0,0,-0.2823817340432,0,0,0.263580914213952,0,0,0.121364704106888,0,0,0,0,0,0,0,0,0.00126525981443725,0.0279377186830062,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043912219554451,0,0,0.417760810945238,0,0,0,0,0,0,0,0,-0.0780516758904415,0,0,-0.0699662677349579,0,0,0,0,0,0.582994107663152,0,0,0,0,0,0.20117880067222,-0.0754449683994693,0,-0.0968163920604221,0,0.0632407859969709,0,0,0.0445017857651931,-0.00619049395277361,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.113466690344669,0,0,0,0,-0.0414659747024717,0,0,0,-0.00341339182495936,0,0,0,0,0,0,0,0,0,0.0573030190928126,0,0,0,0,0,0,0,0,0.140408301495344,0,0,0,0,0.0637554069975847,0,0,0,0,0,0,0.0404610627161978,0,-0.247131491482388,0.0215827643560578,0.0037362285888497,0,0,0,0,0,0
