,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600809.SH,X600690.SH,X000651.SZ,X002371.SZ,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X600104.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X600584.SH,X002463.SZ,X000977.SZ,X600089.SH,X000066.SZ,X600703.SH,X600372.SH,X000157.SZ,X600839.SH,X002028.SZ,X002049.SZ,X600522.SH,X002456.SZ,X002236.SZ,X600183.SH,X600741.SH,X600066.SH,X002156.SZ,X600460.SH,X601877.SH,X002085.SZ,X002129.SZ,X600487.SH,X000661.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.494520917464094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616734090501308,0,0,0,0,0,0,0,0,0,0,0,0.0255686174117046,0,0,0,0,0,0,0,0,0,0,0,-0.0126961216058753,0,0,0,0,0,0,0,0,0,0,-0.127700333221488,-0.0705615777937519,0,0,-0.06945013879997,0,0
X000858.SZ,0.381213576697466,0,0,0,0,0.464569270016058,0,0,0,0,0,0,0,0,0,0.0643908416856848,0,0.0534872635516061,0.0387742785976355,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0162595302846682,0.162420966963881,0,0,0.00610299986803565,0,0,0,0,0,0,0,-0.00584306300693481,0,0,0,0.0196797223831793,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106120550851009,0,0,0,0.201183746102641,0.0744924083789964,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0600366832702031,0,0,0.0952974646044688,0,0,0,0,0,0,0,0,0.0543233170229711,0,0,0,0,0,0,-0.177671835875619,0,0,0,-0.0769677030763127,0,0
X002415.SZ,0,0,0,0,0,0,0.0225313178226896,0,0.0477243145716583,0,0,0,0,0,0.0706438240654524,0,0,0,0,0.0940792262840673,0.270008512000163,0,0,0,0,0,0,0,0,0.0192299288863889,0,0,0,-0.0143111921760976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292619335957725,0,0,0,0,0,0,0,-0.048029048741837,0,0
X002475.SZ,0,0,0,0,0,0,0.0417756363187103,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.082595696996856,0,0,0,0.434347351489049,0,0.0871452589842258,0.050521341012896,0,0,0,0,0,0.0248635700147105,0,0,0,0.0274430932172913,0,0.0753964240703218,0,0,0,-0.0437971856696027,0,0,0,0,0,0,0,0,-0.0800451528147757,0,0,0,0,0,0
X600809.SH,0,0.0349163542586771,0,0,0,0,0,0,0,0.73073090554596,0,0,0,0,0,0,0,0,0,0.138592047645002,0,0,0,0.0531230304857658,0,0,0.0708401171981392,0,0,-0.0132537171062871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380450850950405,0,-0.00732247375671834,0,0
X600690.SH,0,0,0,0,0.164261773816885,0,0,0.261051901852109,0,0,0,0,0,0,0,0,0,0,0,0.0553178457280224,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.00774715579677529,0,0,0,0.0260388428474921,0,0,0,0.0241996649426509,0,0,0,0,0,0,0,0,0,0,0,0.187933608655337,0,0,0,0,0,0,0.00249974255508332,0,0
X000651.SZ,0,0,0,0,0,0,0.0582517623580017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118901721551268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176839835544615,-0.0172199350829375,-0.0218646441134916,0,0,0,0,0,0.356463085454112,0,0,0,0,0,0,0.0151400422997634,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.358029473107077,0,0,0,0,0,0,0,0.0738983336193764,0,0,0,0,0,0.0749621644060136,0.0560691239135743,0,0,0,0,0,0,0,0.0219371148367661,0,0,0,0,0,0,0.174345478555281,0,0,0.0153325155031138,0,0,0,0,0,0,-0.0347049953468106,0,0,0,0.0141385553551455,0,0
X000568.SZ,0,0.123035979148189,0,0,0,0.47985478287032,0,0,0,0,0,0,0,0,0,0.020681604779315,0,0.175066570377219,0,0.106642405030154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347007506848916,0,-0.0238909831386506,0,0,0,0,0,0.0381037832173451,0,0,-0.0123442522544148,-0.0177292963559525,0,0,0,0,0,0,0,-0.0497365410213061,0,0,0,0,0
