,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600010.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X600583.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X600352.SH,X600489.SH,X000883.SZ,X000539.SZ,X600547.SH,X000630.SZ,X000831.SZ,X000629.SZ,X002353.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600549.SH,X600578.SH,X000983.SZ,X601699.SH,X600008.SH,X600863.SH,X600660.SH,X600307.SH,X600315.SH,X600348.SH,X000937.SZ,X600098.SH,X601168.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.591982878153061,0.109988161192072,0,0,0,0,0,0,0,0,0.0378207909979797,0,0,0,0,0,0,0.0717054902938728,0,0,0,0,0,-0.0394175941118946,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0502246941694048,0,0,0.0165367605166531,0,-0.0276057355973756,0,0.0199749001384689,0,0,0,0,0
X600028.SH,0.506502805687047,0,0,0,0,0,0,0,0,0,0,0,-0.048914724563869,0.107997512123537,0,0,0,0.327573599904398,0,0,0,0,0,0,-0.13250043132588,0,-0.0171686028540369,0,0.00917268533147205,0.144031323049912,0,0,0,0,0,0,0,0,0,0,0,-0.0447631099523377,0,0.0745031097146621,0,0,0,0,0,0,0,-0.00538642310863029,-0.00385501809391228,0,0,0,0,0,0
X601088.SH,0,0.0794419487112524,0,0,0,0.0459101569922893,0.0826179910288966,-0.0695146994954431,0,0,0,0.193893128478772,0,0.04738800687956,0,0,0,0,0.120963669348028,0,0,-0.0499758346032145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132204927396921,0,0.119360634934145,0.0822714444698543,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326535626610962,0.00114920547713537,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0947614713386907,0,0,0,0,0.349938608814315,0.0884037627590387,0,0,0,0.150780244561115,0,0,0,0,0,0,0,0,0,0,-0.175332548199607,0,0,0.0109015029373684,0,0,0,0.0602204483188424,0,0,0,0,0.0594710992053472,0,0,0,-0.0414092964390022,0,0,0,0.100115834332312,0,0,0,0,0,-0.00135916998566633,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.128958839372542,0.0517636391668752,0,0,0,0,0.035215426623245,0,0,0,0,0,0.0843301559012061,0,0,0,0,0,0.0604809751211175,0,0,0,-0.0565772814181124,0,0.00553230001165591,0,-4.33680868994202e-19,0,-0.0514816200977239,0,0.0554978782768675,0,0,0,0,0,0.0819580222929774,0,0,-0.0532254526182497,-0.0095147674033745,0,0,0,0,0,0
X600019.SH,0.0223253983894664,0,0,0.118904235342225,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0886495024082282,0,0,0.0371267791128124,0,0,0,0,0.238450264181487,0,0.250347080823944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124518765472632,0,0,0,0,0,0,0,-0.0778337754102412,0,0.053110925051031,0,-0.0571081246653065,-0.020392142148918,-0.00724844377759225,0,0,0,0,0
X601898.SH,0,0,0.12049783954977,0,0,0,0,0.0634259070487815,0.15824702628461,0,0,0.0150753989446128,0,0.0762833643783848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092882316214867,0.077293202849689,0,0,0,0,0,0,0.347423032634409,0,0,0,0,0,0,0,0,0,0,0,0,-0.00653347876910269,-0.0169153964877843,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0104467016030854,0,0,0,0,0,0.0706546540667122,0,0.0609525717745481,0.00859174534004672,0.0136872233177287,0,0,0,0,0,0,0.00713859732817896,0,0,0,0,0.0923645977811625,0,0,0,0,0,0.163537753789171,0,0.0686086599389825,0,0,0,0,0,0,0,0,0,0,0,-0.00397476814576984,-0.0223185879025047,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.148554246166909,0.295549774292595,0,0,0,0,0,0.106852656373186,0,0.122961783484822,0,0,0,0,0.161813358421699,0,0,0,0,0.00897078247425986,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0666857802068973,0,0,0.00531641928849526,-0.0173941929729119,0,0,0,0,0,0
X600795.SH,0,0.147802445079604,0,0,0,0,0,0,0.141570400955713,0,0.262777294575531,0,0,0,0,0.0602559819147704,0.0962619711938681,0,0,0,0,0,0.120359352818965,0,0,0.0629018716112283,-0.123412506181176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192771107293037,0,0,0,0,-0.0157216793857657,0,0,0,0,0,0
