,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600111.SH,X601991.SH,X600362.SH,X002466.SZ,X600188.SH,X600547.SH,X600660.SH,X300072.SZ,X600516.SH,X600886.SH,X002460.SZ,X000709.SZ,X000898.SZ,X600157.SH,X600027.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600549.SH,X600219.SH,X600352.SH,X002092.SZ,X000553.SZ,X601158.SH,X600008.SH,X000630.SZ,X000983.SZ,X000723.SZ,X000883.SZ,X600299.SH,X000792.SZ,X002271.SZ,X601699.SH,X600176.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.0281979243456752,0,0,0,0,0,-0.0632806484833573,0.0298603768501383,0.0677843977321713,0,-0.00191813706523967,0,0,0,0,-0.0483829470608168,0,0,0,0,0,0,0,0,0,0,0.0524637713527472,0,0,-0.0275305259326595,0,0,0,0,0.01279792048078,-0.0603012673179847,0,0,0,0,0,0,0,0,-0.00720520050291154,0.000490423333929473,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0835863577845343,0,0,0,0.0457853123273537,0,0,0,0,0,0,0,0,0,-0.0242488601022622,0,0,0,0,0.0335874667087651,0,0,0,-0.296605372248522,-0.0655686988804874,0,0,0,0,0,0,0,0,0,-0.0109539544909789,0,0,0,0,0,0,0,0.0451521802954568,0,0,0,0.00765585756273071,0.00380874226713683,0,0,0,0,0,0
X601088.SH,0,0,0,0.0129759296793639,0,-0.0348892551018748,0.00592894729962134,0.00115963247735212,0,0,0,0,0,0,0,0,0,0,0,0,0.0204343210590307,-0.00302282018313458,0,0.0121222767742708,0,0,0,0,0.0417469990878586,0,0,0,0.00806404471989614,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100656539052557,0,0,0,0,0,-0.00315735326629042,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.115845751061434,0.0916792718364062,0.240873224509191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124649910462951,0,0,0,0,0,0.272765922349846,0.00809074175270577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299224495178685,0,0,0,-0.0134546210517525,0.0341022452429078,0,0,0,0.0115442830539533,0,0
X600585.SH,0,0.200839140479258,0,0,0,0,0,0,0.0732406832942528,0,0,0,0,0,0,0,0,0.108189182567622,0,0.284571719573796,0,-0.0627979100671246,0,0,0,0,0,0,0.0551721421115056,0,0,-0.0352984704849773,0,0,0,-0.0157036917555306,0,0,0,0,0,0,0,0,0,0.19426504536656,0,0,0,0,-0.000622877409776178,-0.0179680588282951,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550984081185927,0,0.0588670931435731,0,0,0,0,0,-0.0125822906073655,0,0,0.14790703496332,0.151016503708592,0,0,0,0,0,0.0829505635952292,0.205750941131243,0,0,0.0756211377657505,0,0,0,0,0,0,0,0,0,0,0.0296658158377572,0,0,0,-0.0110795395298548,0.0194104978627988,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.102718607811375,0,0,0,0,0,0.104791049507375,0,0,0,0,0,-0.0068899546750427,-0.0606289010465146,0,0.0726381465868697,0,0,0,0,0.0174888144089772,-0.0714803753633791,0,-2.16840434497101e-19,0,0,0,0.0302525153261582,0.0495461396138772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229443767797037,-0.00458149692089474,0,0,0,0,0,0
X601600.SH,0,0,0,0.244695710438845,0,0.105660300465987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506514873586019,0,0,0,0,0,0,-0.0572043911325826,0,0,0,0.196052494965666,0.346627684154171,0,0,0,0,0,0,0.060956814642676,0,0,0,-0.0889326728164164,0,0.188630901134307,0,0,0,-0.0108457664706254,-0.0227786818555311,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787549148975095,0,0.284837099864147,0.117604224233243,0.0375602346830838,0,0.14296805223875,0,0,0,0,0,0,0,0,0.0992051863040949,0,0,0.148772170773787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00959594401886979,0.0225291556042783,0,0,0,0,0,0
X601898.SH,0,0,0,0.225085748168564,0,0,0,0.0360575694773512,0,0,0,0,0,0.0732614498029497,0,0,0,0.189247291268329,0,0,0,0,0,0.022093106112359,0,0.257502456900825,0,0,0,0,0,0.0306125055403957,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456154109285351,0,0,0,0,0,0,-0.000451238078400175,0,0,0,0,0,0
