,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600547.SH,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600309.SH,X600660.SH,X600489.SH,X600623.SH,X601158.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X000723.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X000959.SZ,X600549.SH,X000539.SZ,X600758.SH,X600176.SH,X000027.SZ,X600126.SH,X000630.SZ,X600021.SH,X002470.SZ,X601699.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.015719475912654,0,0,0,0.0461597606714875,0,0.0353454754067085,0.000943489665699653,0,0,0.000200543829937661,0,0,0,0,0.0591383122977771,0,0,0,0.014927104411244,0,0.0169398077986325,0,0,0.000938319240977348,0,0.00510320645478154,0,0,0.0462007117935519,0.022572447440909,0,0.0468230868500929,0,0,0,0,0.0184905620025103,0,0.00914592695046179,0,0,0.000399918251026564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0585954663992074,0,0,0.102783376991518,0,0,0.0269447455159625,0,0,0.0748266140849174,0.0160866653504609,0,0,0,0,0,0,0,-0.0201930857878771,0,0,0,-0.0460657778501237,0,0,0,-0.0156627118175882,0,-0.0333957777751164,0,0,0.0122086763596912,0.0692196886581431,0,0,1.0842021724855e-19,0,0,0.0366570981482201,0,0,0,0,0,0,0,0.0751244997108471,0,-4.6517243904544e-05,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0911614735546132,0.140159520427016,0.0566784197281598,0,0,0.0249438540280542,0,0,0,0,0,0.0415495927181723,0,0,0,0,0.00419355940502935,0,0,0.036693863384097,0,0,0,0.0349922205936753,1.73472347597681e-18,0,0,0,0,0,0,0.00129036570718224,-0.0268258659485811,0,0.0159175125082735,0,0,0.0577458159950102,0,0,0,0,0,0,0.0270231123088674,0.0047085429245811,0,0,0,0.0989841543611575,0,0
X600011.SH,0,0,0,0,0,0,0.104024817244132,0,0,0.0180876237050607,0,0,0,0,0,0,0,0,0,-0.047414821943372,0.251392260254673,0,0,0,-0.0511043126312097,0,0,-0.153025828818425,0,0,0,0,0,0,0,0,0,0.220374234638761,-0.0216953336797713,0,0,0,0,0,0.0110635443436475,0,0,0,-0.001089193637189,-0.0268944064886148,0,0.00929515048395228,0.00044899740240986,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0312554190597659,-0.000776275836522891,0,0,0,0,0,0.124774848760004,0.0550032627282235,0,0,0,0,0,0,0,0.152422188019689,0,0,0,0,0,0,0.108860323587955,0,0,0,0.0802767902856605,0,0.00240591382856789,0,0,0.00659055543349085,0,0,0,-8.67361737988404e-19,0,0,-0.00206124506616459,-0.0427084112539297,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.191183264089189,0,0,0,0,0,-0.029223617637702,0,0,0,0,0,0,0,0,0.0330369784544302,0,0.0837654900292333,0,0.0319874891804853,0,0,0,0,0,0,0.0632258342129208,0,0,-0.157802168651139,0,0,0.169773331036098,0,0,-0.0253374416977997,0,0,0.0624374176949179,0,0,0,0,0,0,0.048297944559596,-0.192300392884693,-0.0294602210697861,0,0,0,0,0
X600585.SH,0,0.326061272727953,0,0,0,0,0,0,0,0.177516195123814,0,0,0.0343479227146339,0,0,0,0,0,0.283753459442528,0,0,0.0202135984639691,0.0858796968380919,0,0,0.030076959004807,0,0,0,-0.140629116353931,0,0,0,0.0507529722110582,0,0,0,0,0.0553394463730905,0,0,0.052996862760469,0,0,0,0,0,0,0,0,0,0.0758613129570953,-0.0844762761515937,0,0,0,-0.0461479694712754,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0642041827666915,0,0,0,0,0,0,0,0,0,0,0.0699275678603657,0.0424073396441844,0.0551870993684562,0,0,0,0.0149240819030552,0.0230721848315178,0,0,0,0,0,0,0,0,-0.20884582617102,0,0,0,0,0.0422681171809985,0,0,0,0.347640191640197,0.23075399593065,0,0.0511828971843226,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0377075773160256,0,0,0,0,0,0,0,0,0,0,0.0319379305998472,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.117126635332838,0,0,0,0,0,0,0,0,0.10298260755468,0,0,0.116419924637693,0.138490915504706,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.080874317201464,0,0,0,0,0,0,0,0,0,0,0.000774443795945323,0.150816840047844,0,0,0,0,0,0,0,0,0,0,0.580836538098085,0,0,0,0.10987158216854,0,0,0,0,0,0,0,0,0,0,0,0.0308149419878418,0.16500809249529,0,0,0,0,0,0
