,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X000709.SZ,X000883.SZ,X600352.SH,X000831.SZ,X600489.SH,X002353.SZ,X000539.SZ,X600021.SH,X000630.SZ,X600008.SH,X000825.SZ,X600549.SH,X000027.SZ,X600660.SH,X000629.SZ,X002470.SZ,X600315.SH,X600808.SH,X600578.SH,X600307.SH,X601699.SH,X600098.SH,X000983.SZ,X600863.SH,X000959.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.518947722376937,0,0,0,0,0,0,0,0,0,0.0106771212331094,0.0344863286928588,0,0,0,0,0,0.0932029644941799,0,0,0,0,0,0,0,0,0.00150911566642046,0.0321770288343916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26120590198005,0,0,0,0,0,-0.00258235257461405,0,0,0,0,0,0
X600028.SH,0.484144805411728,0,0,0,0,0,0,0,0,0.0682977111966576,0,0,0,0,0,0,0,0.506078412246649,0,0,0,0,0,0.0237641581778771,0,0,-0.056755259557054,0,0.0185297194102926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553012310639099,0,0,0,-0.0219429851119067,-0.00834692047794179,0,0,0,0,0,0
X601088.SH,0,0.0831677568757286,0,0.0485801003554377,0,0,0.0942199094529372,0,0,0,0,0.0927737442408234,0.123652999840421,0,0,0,0.0405060934389737,0,0,0,0,-0.0125432115017958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109829887620529,0,0,0,0.0358437738634804,0,0,0,0,0.395201787016255,0,0,0,0,0,0.00397927228991985,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0787172975634974,0,0,0.0701721804810429,0,0,0,0,0,0,0,-6.93889390390723e-18,0,8.67361737988404e-19,0,0,0,0,0.352231269841488,-0.00467624385227473,0.313920910762185,0,-0.0476156017481971,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.111674911104123,0,0,0,0,0,0,0,-0.0494143384958288,-0.0125525553431281,0,0,0,0,0,0
X600011.SH,0.117511767405488,0,0,0.0488040153319554,0,0,0,0.103064045251383,0.0754899385984757,0,0,0,0.0956261646972256,0,0,0.191250300439453,0,0.0117844128415679,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.155327294071297,0,0,0,0,0,0,0,0,0,-0.0170256229252309,0,0,0,0,0,0
X600585.SH,0,0.117049790437366,0.0699377657576111,0,0,0,-1.38777878078145e-17,0.0549180231125906,-3.46944695195361e-18,0,0,0,0.00445229073544327,0,0,0,0.02053582504552,0,0,0,0.142534374879234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190484480026019,0.184639661799001,0,0,0,0,0,0,0,0.212643048573491,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.116970470085131,0.0752560287624054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0075572673091357,0,0,0,0,0,0,0.0207906817628424,0,0,0,0,0.119541618003488,0,0,0,0,0.0279821184761347,0.182889082729929,0,0.35037813637869,0,0.0128067102743397,0,0,-0.00390722099123092,-0.00425660817742857,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0953268551069698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600885863567549,0,0,-0.1982309799343,0,0,0,0,0,-0.00324065675432507,0,0,0,0.0413577773331184,0,0,0,0,0.294530664888297,0,0,0,0,0,0,0,0.207244413313469,0,0,0,-0.00427646592557005,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.204005356423477,0,0.297158136833511,0,0,0,0,0.0290044692065881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624329112195574,0,0,0,0,0,0,0,0,0,0,0.0374891183974461,0,0,0,0,0,0,0,-0.0340728772849823,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.153134068265097,-1.0842021724855e-19,0.272601784291054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118892858894265,0,0.155285427478951,0,0,0,0.084985303674507,0,0,0,0,0,0.00142393294634168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204238680130664,-0.0337854214173464,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0213043713713787,0,0,0,0.313222989564159,0.145812546780442,0,0.0982980985867695,0.00406724237834598,0,0,0.116107956682118,0,0,0,0,0.022023532291265,0,0,0,0,0,0,0,0,0,0.102447080017651,0,0,0,0,0,0,0,0,0,0,0.00299669485612896,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0159382479436434,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0839931714577822,0,0,0,0,0,0,0,0.0962624724647622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107934021625009,0,0.209115885814092,0.229307792521856,0,0,0,0,0,0,0,0,0,0.0329980080838701,0,0,0,0,0,0,0,-0.0200538531502244,0,0,0,0,0,0
X600188.SH,0.323888332376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244418117615053,0.222613883949222,0,0,0,0,0,0,0,0,0,0,0.231275640483859,0,0.0591712323629755,0,0,0,0,0,0.0129455080942857,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769579062839104,0,0.0762175306019876,0,0,0,0,0,0,0,0,0,0,0,0.0801492711099952,0,0,0,0,0,0,0,0,0.0248085814951051,0.183090264695778,0,0.08369073176046,0,0,0,0,0,0,0,-0.00963707683981642,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.027746332457598,0,0,0,0,0,0,0,0,0.0983992703441204,0,0,0,0,0,0,0,0,0.249671389636957,0,0,0,0.0784130086605999,0.0338613197241648,0,0,0.256110842899782,0,0,0,0,0.200711584443104,0,0,0,0,0,0,0,0,0,0,0,-0.0201312213232137,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.439393716490016,0,0,0.0471531056645438,0.135171695586201,0,0.0912890153643153,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.13091383154537,0,0,0,0,0.0627942949474687,0,0,0,0,0.00614820496462103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485232393436621,0,0,0,0,0,0,-0.0217171276531709,0,0,0,0,0,0
X600309.SH,0,0,1.73472347597681e-18,0,0,0.000722009293487489,0,0,0,0,0,0.211555157304744,0.128217721836907,0,0,0,0,0,0,0,0.0890822999137566,0,0,0,0,0,0,0.00679750008509854,0,0,0,0,0,0,0,0,0,0.174072108949709,0,0,0,0,0,0,0.160491061385423,0.0416268135728718,0,0,0,0,0,0.0122885897337198,-0.00685141148663669,0,0,0,0,0,0
X600688.SH,0,0.47875370955152,0,0,0,0,0,0,0.0110991145221675,0,0,0,0,0,0,0,0,0,0,0,0.150680108705882,0,0,0,0,0.149797749037835,0,0,0,0,0,0.0822148724900527,0,-0.0762255236000589,0.158048897991758,0,0.0327411011434173,0,0,0,0,0.00703951402978146,0,0,0,0,0,0,0,0,0,-0.0287913473116046,0.00384449781440265,0,0,0,0,0,0
