,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600309.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600660.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X600299.SH,X600111.SH,X600516.SH,X600176.SH,X000709.SZ,X002466.SZ,X600808.SH,X000629.SZ,X002460.SZ,X600352.SH,X002110.SZ,X000825.SZ,X600489.SH,X600801.SH,X300072.SZ,X600339.SH,X601158.SH,X000553.SZ,X600219.SH,X600583.SH,X601699.SH,X600426.SH,X000883.SZ,X000786.SZ,X000932.SZ,X000301.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.129928112818271,0,0,0,0,0,0.116986341292183,0,0.089852771914652,1.73472347597681e-18,0.0356283837541443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499045091209693,-0.039009608791635,0,0,0,0.0333892821334247,0,0,0.198985883732618,0,0,0,0.00308427842527755,0,0,0,0,0,0.3541976619578,0,0,0.0103092622532489,0.026797923212093,0,0,0,0,-0.0524578435847487,0
X600028.SH,0,0,0,0.0998527608537119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235735448669411,0,0.459328524813845,0.0206189986619218,0,0,0,0,0,0,0,0,0,0.0245439726024198,0,0.0805899566862349,0,0,0,0,0,0,0,0,0,-0.104756639785942,0,0.045790550807159,0,0,0,0,0,0
X601088.SH,0.130591405723909,0.16868277230489,0,0,0,0,0,0,0.0648639835253818,0,0,0,0.0450881277347092,0.088013380465966,0,0,0,0,0,0,0,-0.0616964762752812,0,0,0,0,0,0,0,0,0,0,0,0,0.0882984564351888,0,0.0262216469070183,0,0.0433439099285551,0,0,0.222535542496959,0,0,0,0.0588702429834558,0,0.00567087047134138,0,0,0.00549797860341731,0,0,0,0,0,0
X600019.SH,0,0.0668884935589269,0,0,0.0564871107124744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605227949616127,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-1.73472347597681e-18,0,0,0.055748615772965,0,0,0,0,0,0,0,0,0,0,0.125355582616831,0,0,0,-0.000156599721298271,0,0,0,0,0,0,0
X600585.SH,0,0,0.0501249197193825,0,0,0.036109509975675,0.0678069618607747,0,0,0,0,0,0,0,0,0,0,0,0.150630670306975,0,0,0,0,0,0,0,0,0,0.0349141454788224,0,0,0,0,0,0.519569731279135,0,0.0719194205046556,0,0,0,0.0866927534596505,0,0.0218718621506321,0,0,0,0,0,0,0.0148105399115057,0.000958975738007254,0,0,0,-0.0103210155371487,0,0
X600011.SH,0,0,0,0,0.0274559103272544,0,0.00638711486541103,0,0.0164170916691869,0,0,0,0,0,0,0.0781527501223763,0,0,0,0.754637459630141,0,0,0,0,0,0,0.011207416651538,0,-0.0203376743117955,0,0.0837580134037492,0,-1.73472347597681e-18,-0.127580465088144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254427938371065,0,0.015113310169983,0.0262421664993079,0,-0.0790499353279045,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241362848740751,0,0,0,0,0,0,-0.232201998214863,-0.339939792899829,0,0,0,0.0627663887195779,-0.0890246430937264,0,0,0,0,0,0,0,0,0.446181762605485,0,0,0,0,0,-0.0354141875430396,0.0308739918353158,0.0466885342343152,0,0.194153716694054,0,0,-0.711543174240616,0
X601898.SH,0.0443568363561638,0.0485835370690439,0.235553972324987,0,0,0,0,0,0,0.150189977842642,0,0.0393946321588242,0.21749437351707,0.100827901096879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0596073964768083,0,0,0,0.0102122176649308,0,0,0,0,0.189106596149652,0,0,0.166551607744775,0,0,0,-0.0240331341834548,0,0,0,0,0,0
X600010.SH,0.142494163915579,0,0,0,0,0,0.0140653716851198,0,0,0,0,0,0.105864605149391,0,0,0,0,0,0,0,0,0,0,0.168366403059966,0,0,0.107877425684804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635210954133208,0,0,0,0,-0.0260034606602431,0,0,0,0,0,0
X601991.SH,0,0.0291132878054539,0,0,0,0,0,0.135210809760012,0,0,0,0,0,0.194090226295557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433104137560499,0,0,-0.000854003656364053,0,0.0158131618069926,0,0,0,0.102317010922247,0,0,0,0,0,0,0,0,0,0.0468468196039509,-0.0200092862898509,-0.00550308872370389,0,0,0,0,0,0
