,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600011.SH,X600585.SH,X600188.SH,X002460.SZ,X600547.SH,X601898.SH,X601600.SH,X002466.SZ,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601991.SH,X600489.SH,X000807.SZ,X000983.SZ,X601699.SH,X000786.SZ,X600160.SH,X000932.SZ,X000408.SZ,X600219.SH,X300037.SZ,X000539.SZ,X000629.SZ,X002080.SZ,X000723.SZ,X600995.SH,X600688.SH,X600378.SH,X000933.SZ,X000630.SZ,X600157.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.765121587839031,0.147032269962069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121399836472613,0,0,0,0,0,0,0.111687853902833,0,0,0,0,0.129234004241638,0,0,0,-0.218725400802817,0,0,0,0.0632779976729711,0,0,0,0.00730772130469043,0,0,0,0,0,-0.0755822374004298,-0.0207418594222543,0,0,0,0,0
X600028.SH,0.680537615674411,0,0,0,0,0,0.179542627625829,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148826136135339,0,0,0,0,0,0,-0.0332367988107709,0,0,0,0,0,-0.000901040720547419,0,0,0,0,0,0,0,0,0,-0.0659501782784803,0,0,0,0,0,0,-0.0267378740132252,0,0.0592442878151557,0,0,0,0,0,0
X601088.SH,0.069094232487396,0,0,0,0,0,0,0.386917981504617,0,0,0,0,0,0,0,0,0.086148344798564,0,0,0,0.0648177526616637,0,0.00891843258592127,0,0,0,0.208889777787542,0,0,-0.0392278516073013,0.0621232777644494,0,0,0,-0.0151050423906735,0,-0.129505299434074,0,-0.047461549013227,0,0,0,1.73472347597681e-18,-0.127262048672362,0,0,0,0,0,0,0,-0.00246026016618324,0.0104217641792779,0,0,0,0,0,0
X600309.SH,-0.0693491925021652,0,0,0,0,-0.0681385521622258,0.0839355775813329,0,0,0,0,0,0,0,0,0,-0.0303078994683727,0,0,0,0,0,0.122111282401767,0,0,0,0,0,0,0,0,0,0,0.00424551219541809,0,0,0,0,0,0,0,0.228796102640969,0,0,0,0,0.0416237168618557,0,0,0.0739835773502199,0,0.000477749500002187,-0.00857940353214186,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0354404853284077,0,0,0,0,0,0,-0.0249335933941579,0,0,0,-0.0165448374869307,0,0,0,0.0189078122909094,0.0720531825609426,0.0544275477037257,0,0,0,0,0,0,0,0.143477519229073,0,0.107218726673435,0,0,0.212360355353643,0,0,0,0,0.104077105130733,0,0,0,0,0,0,0,0,0,0,0.0286517999340857,0,0.0530907973993952,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.205514659637435,-0.0469469227581527,0,0,0,0,-0.0785536122520769,0,0,0.16843056555034,0,0,0,0,0,0,0,0,0,0,0,0.310437993814944,0.552926738454361,0,0,0,0,-0.217364183787793,0,0,0,0,-0.0491341544116831,0,0,-0.33335251133608,0,0,0,0.113247879193684,0,0,0.0609144581920286,0,0,0.0637570147209132,-0.0306635541949514,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.234456714553777,0.172774683592732,0,0,0.132967718623866,0,0,0,0,0,0,0,0,0,0,0,0,0.106015510807372,0,0,0,0,0,-0.249554220677619,0,0,0,0,0,0.0454271074548071,0,0,0.1618121821392,0,0,0.0661713049691745,0,0,-0.057217510628081,0,0,0.0859752241315678,0,0,0,0,0,-0.0151046186645346,-0.0455161553507446,0,0,0,0,0,0
X600188.SH,0,0,0.727451234850305,0,0,0,0,0,0,-0.0711888937778148,0.129820468660198,0,0,0,0,-0.113052128709762,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.414672209515567,0.188687921332219,0,0.206802702350701,0,0.132634523071367,-0.242747739917408,0,0,0.0428881219928695,0,0,0,0.2326984081972,0,0,-0.0205847834626335,0,0,0,0,0,0.134658792002355,-0.149676908877148,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.0309728607739568,0,0,0.557319076728092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105070471660196,0,0.267887259455397,0.235268132779377,0,0,0.0324662167134902,0,0,0,0,0,0,0,0,0,0.0985655148760613,0.0622837037278072,0,-0.011344708371132,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.032131343793527,-0.102251844629972,0,0,0,0,0,0,0,0,0,-0.177045022810832,0,0,0,0,0,0,0,0,0,0,0.665474559196245,0,0,0,0,0,0,0,0,-0.153300135565956,0,0,0,0,0.073114080923478,0,-0.0302961228790627,0.0804322971240269,0,-0.200236204528301,0,0,0,-0.0255172755606778,0,0,0,0,0,0
X601898.SH,0.189788123520473,0,0.0169178293648073,0,0,0,0,0.137111352660456,0,0,0,0,0.0765487770942466,0.134438120485125,0,0,0,0,0,0,0,0,-0.133475746019745,0,0,0,0,0,0,0,0,0.0575169762031679,0.111970408918113,0.0671338372755642,0,0,0,0,0,-0.208394586389447,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,-0.0455068978588862,0,0,0,0,0,0,-0.059059084920755,0,0,-0.124694690807555,0,0,0,0,0,0,0.167874350513546,0,0,0,0,0,0,0.123920734611654,0.582923296495887,0,0,0.041884473609493,-0.10848942530498,0,0,0,-0.129739729224959,0,0,0,0.0935159278415397,0.0579289919299984,0,0.0458195268613323,0,0,0,0,0.0726816521840661,0,0,-0.171866320153754,0,0,0,0,0
X002466.SZ,0.0282335622131894,0,0,0,0,0,0,0.0205825546655688,0.726270793224311,0,0.133768026685974,-0.0143260378423293,0,0.0164216005410541,0,0,0,0,0,0,0,0,0,0,0,0.0444786244893222,0,0,0,0,0,0,0.0852188360545635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717282184906588,0,-0.0241750748973036,0,-0.0658883088817616,0.000338435178313042,0.0124242243830967,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0637940023400954,0,0,0.0655100330489348,0,0.417073427064587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353857082376475,0,0,0,0,0.00176342697984738,0,0.0221505682376632,0,0.0967567683513373,0,0,0,0,0,0,0.00736078241934706,0,0,0,0,0,0,0,0.080197765280102,-0.111533997055046,0,0,0,0,0,0
X600660.SH,0,0,0.0364705039827999,0,0,0,0,0.0040998640816869,0,0,0,0.0398944345090001,0,0,0,0,0.018555298774043,0,0.119291158105398,0,0.0221871134571139,0,0,0,0,0,0,0.0664372705809075,0,-0.096830196011469,3.46944695195361e-18,0,0,0,0,0,0,0,0.0482761771587667,-0.0165971733062497,0,0.178921407997358,-0.0103110186382295,0,0,0,0,0,0,0,0,-0.0102088976431292,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0125712046867873,0,0,0,-0.034063131276476,0,0,0,-0.445151853936123,0,0,0,0,0,-0.231807819027678,0,0,0,0,0,0.352384582986204,0,0.144793053740095,0.272705019771021,0,-0.18164961247258,0.279015396348624,-0.00411049729121202,0,0.017414849813665,0.26976553870471,0,0,-0.0140175830913507,0,0,0,0,0,0,0.165614260421655,0,0,0,0,-0.109086616792456,0.0337330458623477,0,0,0,0,0,0,0
X600111.SH,0,0,0.203975771478699,0,0,-0.0391866730092207,0,0,0,0,-0.0926941894093264,0.132692043444386,0.162313321130139,0,0,0,0,0.260951528961105,0,0,0,0,0,0,0,0,0,0,0,-0.0052797913283404,0,0,-0.0698337605267374,-0.097981785074055,0,0,0,0,-0.0680448018906284,0.019780675218004,0.472476612805877,0,0,0,0,0,0,0,0,0,0,0,-0.00337742235542357,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.170152005934547,0,0,0,0,0.029209356599573,0,0,0,0,0,0,0.412999970467067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362992250103879,0,0,0,0,0,0.01594467107227,0,0,0.0475196801297463,0.0633303348040735,0,0,0,0,0,0,0,0.0173150835174296,0,0,-1.73472347597681e-18,-0.018061015060813,0.050516723959148,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.0507095081298676,0,0,0,0,0,0,0,0,0,0,0.171455170334795,0.0421803646089698,0,0,0,0,0.143199329292549,0,-0.046962128515324,0,0.11890363459332,0,0,0,0.0987740240030366,0,0,0,0,0,0,0,0.175178766866543,0,0.0443578011693266,0,0.090770194502854,0,0.0607064006618479,0,0.00192196873021609,0,0.0976623613479132,-0.102107552074656,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.123930351193707,0,0,0,-0.00219189213943911,0,0,0,0,0,0,0,0,0.0282920643074433,0,0,0,0.0182829107895136,0.106513496214253,0.0977307215186409,0,0,-0.125110831134657,0,0,0.00201101957290071,0.213259503212143,0,0,0,0,0,0,0,0,0,0,0,0,0.0413363138840392,0,0,0,0,0,-0.0345052350372073,0,0,0,0,0,0
X002271.SZ,0.0773315330328201,0,0,0.322794250962123,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.153658260673208,0,0.173437333383589,0,0,0,0,0,0,0,0,-0.179055788625432,0,0,0,0,0,0.689011529321158,0,0.0448264593426422,0,0,0,0,0,0,0,0,0,-0.189378107377204,0,0,0.0403034145259204,0,0,-0.0226266174344068,0.11779849834058,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.0475058910393301,0,0.0500332806240732,-0.0231977968208739,0,0,0,0,0,0,0,0,0,0,0,0,0.111365433146514,0,-0.0793396379169771,0,0,0,6.7762635780344e-21,0,0.0857877143990781,0,0,0.0817621406625471,0,0,0,0,0,0,0,0,0,0,0.0368123339521063,0.192903624879412,0,0,0,0,0,0,0,-0.00123459113427027,0.00397569893206983,0.0582165083575592,0,0,0,0,0
X600426.SH,0,0,0,0.0891689565770377,0.378255284962715,0,0,0.355835501473358,0,0,0,0.0747671944523606,0,0,0,0,0,0,0,0,0,-0.136812702496519,0,0,-0.121201044302813,0,0,0,0,0,-3.46944695195361e-18,0,0,-2.16840434497101e-19,0.0717403171765455,0,0,0,0.0223369045107988,0.179434839358267,0,0,0,0,0,0,0,0,0.056722945271272,0,0,0.001637529407571,0.0556566703191011,0,0,0,0,0,0
X600362.SH,0,0.0219996601391137,0,0,0,0,0,0.0712692719713031,0,0,0,0.0545414916930825,0,0,0,0,0,0,0.203943082805179,0,0,0,0,0,0,0,0,0,0,0.189797690228195,0.0715058591226412,0,0,0,-0.0709901173457364,0,0,0,0,-0.0296309119603214,0.0892030528540999,0,0.0297858814978259,0,0,0,0,0.0687715693736806,0,0,0,0.0147060795672411,0,0,0,0,0,0,0
X600795.SH,0,0.00794365950137116,0,0,0,0.383777265740094,0,0.0704977696743122,0,-0.0260159386201942,0,0.0173896074786264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293678854842669,0,0,0,-0.0388300772857361,0,0,0,0,0,0,0,0,0,0.0335503458127792,0,0,0,0.120869033066392,0,0,0.0556593836201541,0,0,0,0.0246019918265457,0,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0.104927415718674,0,0,0,0,0,0,0,0.607129075958227,0,0,0,0,0,0,0.042463070890341,0,0,0,0,0,0,0.208166126168143,0,0,0.204625534532725,0.0276224481478529,0.0387902695091168,0,0,0,0,0.0463740418923071,0,0,0,0,0,0,0.0962753643706534,0,0,0,0,0,-0.108534025304627,-0.347079655231396,0,0,0,0,0
X600176.SH,0,0,0.15600471967795,0,0,-0.1751955240359,0,-0.151061306901729,0,0,0,0,0,0,0,0,0,0,0.0512387657478317,0,0.118918329205989,0,0,0.125528564562685,0,0.108276533668752,0,0,0.294004606715514,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0220295603092414,0,0.0210172961259637,0,0,0,0,0,0,0,0,0,0.0769981284660434,-0.181491142785304,0,0,0,0,0,0
