,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X600188.SH,X002466.SZ,X000792.SZ,X600111.SH,X600019.SH,X601898.SH,X002271.SZ,X600660.SH,X600011.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X600176.SH,X600795.SH,X600426.SH,X600362.SH,X600096.SH,X000723.SZ,X000408.SZ,X000786.SZ,X600803.SH,X000983.SZ,X300073.SZ,X601991.SH,X600141.SH,X002080.SZ,X600486.SH,X600219.SH,X601699.SH,X600027.SH,X002192.SZ,X600801.SH,X002353.SZ,X600157.SH,X000959.SZ,X002497.SZ,X000807.SZ,X600489.SH,X300037.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0883570187947804,0,0.0459145351464642,0,0,0.0245756751415213,0,0,0.0188584465767761,0,0.0263577204676337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383634520643524,0,0,0,0,0.109220935288916,0,0,0,0,0.151538091751537,0,0,0,0,0,0.179687024390828,0,0,0,0,0,0,0.0524004265323034,0,0,0,0,0,0,0.0917579041691453,0,0
X601088.SH,0,0,0,0,0,0,0.232355337759995,0,0.0358355509382357,0,0,0.153326024839293,0,-0.0154603749052429,0.0145398875912596,0,-0.0531311686478848,0,0,0,0,0,0,0.0148390228979211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550450016438974,0,0,0,0,0.00396015336973981,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0128983673970181,0.00983738196558574,0,0.0166704022982891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465567347803736,0,0,0.0474030985098221,0.0149122386143062,0,0,0,0,0,0,0,0,0,0,0,0.0208609804834264,0,0,0,0,0,0.0698769101813738,0,0,0,0.058876004204115,0,0,0.0608219805876536,0,-0.0159756349342675,-0.00112066155067555,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0699023269875816,0,0.0095893157447362,0.0151343577434552,0.211871992500066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00675129197583608,0,0.135455991742634,0,0,0,0,0,0,0.0865204172463023,0,0.0106241195775271,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.419208635169909,0,0.156533425546399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160401375862718,0,0,0.145377220225217,0,0,0,0,0.109570270216554,0,-0.0694179507253488,0,-0.0191568321767497,0,0.101528615705717,0,0,0,-0.0317837101521529,0,0.118288212168271,0.048793724690132,0,0,0,0.0100245117743159,0,0.00023296619911462,-0.00549678954522825,0,0,0,0,0,0
X600585.SH,0,0,0,0.0585627335032473,0,0,0,-0.0337269758069281,-0.0682837423866806,0,0,0,0.143783092566686,0,0,0,0,0,0,0.114963422356915,0,0,0,0,0,0,0.0842998679110182,0,0,0,0,0,-0.00586765626534681,0.0334017428224547,0,0,0,0,0,0.131188286423802,0,0.261950264398281,0,0,0,0,0,0,0,0,0,-0.0175597437581752,-3.46944695195361e-18,0.0654286595090115,0,0,-0.00785603686036764,0,0
X600188.SH,0,0.375221077980611,0,0,0,0,0,0,0.013568421913377,0,0,0,0,0,-0.266270757970147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332234988786372,0,0,0,0,0,0,0,0.0293016986061346,0,0,0.0524024929977799,0,0.048016719838333,-0.0446041972267751,0,0,0,-6.93889390390723e-18,0,0
X002466.SZ,0,0,0,0,0.636532570454325,0,-0.0485050711313761,0,0,0.0399995244932125,0,0,0,0,0.0429039632744795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197483045105027,0,0,0.0118324471372144,0,0,0,0,0,0.0819240991270318,0,0,0,0,0.145054745751255,0,0,8.67361737988404e-19,0,0,0.0155471116235556,0.0146043435314504,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.134363149610337,0.0194247890922086,0,0,0,0,0,3.3881317890172e-21,0,0,0,0,0,0,0,0,0,0,0,0,0.141597721332351,0,0.496365883605865,0,0,-0.103490291495139,0,0,0.0614111200556906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3881317890172e-21,0,-0.0532967285328291,0,-0.00603499655110029,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337430343067246,0,0.068208774603021,0,0,0,0,0,0,0,0,0,0,0,0.267987161523439,0,0,0.0533933348268022,0,0,0,0,0,0,0,0,0,0.233345021021817,0.0703349329746084,0,-3.46944695195361e-18,0,0,0.0240085016323699,0,0,0,0,0,0,0
