,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X002271.SZ,X600111.SH,X600010.SH,X600011.SH,X000877.SZ,X600660.SH,X000301.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X600096.SH,X000786.SZ,X000408.SZ,X000983.SZ,X000723.SZ,X600803.SH,X600141.SH,X300073.SZ,X002080.SZ,X601991.SH,X601699.SH,X600219.SH,X002192.SZ,X600486.SH,X600801.SH,X300037.SZ,X002497.SZ,X600027.SH,X000683.SZ,X002353.SZ,X002407.SZ,X000959.SZ,X600348.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0155964492877864,0,0,0,0,0,0,0,0,0,0,0.0480836596572451,0,0,0,0,0,0,0.0200200542125527,0,0.0851194708088531,-0.116510612023641,0,0.153531207935645,0,0,0,0,0,0,0,0,0,0.0207303726829496,0,0,0,0,0,0.00238743003815917,0,0,0.217109530666135,0,0,-0.00510430555613104,0,0,0,0,0.00765875131770175,0,0
X601088.SH,0,0,0,0,0,0,0.183077317671551,0,0.0236474267454544,0,0.0891139583935025,0,0,0,0,0,-0.161930918018072,-0.0486402647552178,0,0,0,0,0.0103300789337011,0,0,0,0,0,0,0.0352844520807686,0,0,0,-0.0149128665751918,0,0,0.123618304377999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00910750906203959,0,0,0,0,0,0,0
X600028.SH,0,0.0382648155248451,0,0.0137831521704622,0,0,0,0,0.00493550211715468,0,0,0,0,0,0.00182521115673386,0,0,0,0,0,0.164007064071171,0,0.0619786830551297,0,0.0128743118519029,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.00743420178893413,0.0670069557867844,0,0,0,0,0,-0.0123533224626476,0,0,0,0,-0.00948596949439578,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.090632621524341,0,0,0,0,0.207435259356424,0,0,0.000535730768421198,0,0,0,0.111267708470569,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0530922562686776,0,0,0.0310494889214919,0,0,0,0.0665378052513877,-0.0186276832195347,0,0,0.0835897110324319,0,0,-0.0195199042214485,0,0,0,-0.0265246566044339,0,0
X002460.SZ,0,0,0,0,0,0.409448619232432,0,0,0,0,0,0,0.0342955490367955,0,0,0,0,0,0,0,0,0,0,0,-0.025866791181593,0,0,0,0,0,0,0,-0.00659465772825318,0,0.0998119840632901,0,0.0270131622243164,0,0,0,0,0,0.202871211699608,0,0,-0.117096263648257,0.0874836167204867,0.128866244673626,0,0,0,0.0317501671671448,0,0,0,0,-0.00180045015156453,0,0
X002466.SZ,0,0,0,0,0.670028422737487,0,0,0,0,0,0,0,0,0.115390822709943,0.0623519740527116,0,0,0,0,0,0.00283089936167293,0,0,0,0,0,0.0479539307876242,0,0,0,0,0,0,0,0,0,0,0,0.0663824085724138,0.0267055188231015,0,6.93889390390723e-18,0.0875992772872199,0,0,0,0,0,-0.0315191188282712,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.333169300865206,0,0,0,0,0,0,0,0,0,0,0,0,-0.183291573158044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429058686968468,0,0,0,0.187322066288678,0,0,0,0,0,0,0,0,0.00794206192173226,0,0,0.160877537327107,0.199239764420923,0,0.0558691946564859,-0.0337419397332283,0,0,0,0,0,0
X600585.SH,0,0,0,0.0422480333905875,0,0,0,0,-0.0350952862348176,0,0,0.167885726196717,0,-0.0314280463037435,0,0,0,0,4.33680868994202e-19,0.173758860271163,0,0,0,0,0,0,0.0118846065862767,0,0,0,0,0,0,-0.0459304672738168,0,0.0149435195185464,0,0,-0.01401953299344,0,0.35618955840298,0,0,0,0,0,0,0,0,0,0,0.00124971839341808,0,0,0,0,-0.0102758484632493,0,0
X000792.SZ,0,0,0,0,0.132093299378462,-1.38777878078145e-17,0.142553185519812,0,0,0,0,0,0,0,0,0,-0.0129503877682063,0,0,0,0,0.0083424440211149,0,0,0,0,0,0.0637039529473076,0.408836657067279,-0.0418722265493463,0,0,0.0706204351536746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.089184576929945,0,0,0,0,0,0,0,0,0.0785574082449222,0,0,0,0.0553339735718545,0,0,0,0,0,0.0108117500583539,0,0,0,0,0,0.0707760210902093,0,0,-0.0393089637166551,0,0,0.0170150335083795,0,0,0.045793846467996,0,0.187346761089006,0,0,0,0.00773319256132515,0,0,0,0,0,0,0
