,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X600188.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600660.SH,X600011.SH,X600010.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X600096.SH,X000786.SZ,X000723.SZ,X000408.SZ,X000983.SZ,X600803.SH,X300073.SZ,X601991.SH,X002080.SZ,X600141.SH,X601699.SH,X600486.SH,X600219.SH,X002192.SZ,X600027.SH,X600801.SH,X000959.SZ,X002353.SZ,X600157.SH,X002497.SZ,X600489.SH,X600295.SH,X000932.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0602434276337258,0,0,0,0.0810943817515339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114674796467127,-0.147356755651013,0,0,0.0530843227842812,0,0,0,0,0,0,0.0358983823411243,0,0,0,0,0,0.135771931123455,0,0.0229991512517235,0,0.146887516090594,0,0,0,-0.0108011765901708,0,0,0,0,0.0117154394379389,0,0
X601088.SH,0,0,0,0,0,0,0.236615831241916,0,0.00757132769934622,0,0.101560694521419,0,0,-0.189051517879398,0,0,0,-0.0468856968024533,0,0,0,0,0,0,0.0534317699198301,0,0,-0.0066057577033079,0,0,0.0581401123352738,0,0,0,0,0,0.0692866681805508,0,0,0,0,0,0,0,0,0,0,0,0,0.00532625146049491,0,-0.0214433450458692,0,0,0,0,-1.73472347597681e-18,0,0
X600028.SH,0,0,0,0.0210046067466722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076184840645148,0,0,0,0.0195173487011471,0,0,0,0,0,0,0,0,0,0,0,0,0.0271947724836141,0,0,0,0,0,0.0665807730515535,0,0,0,0.0503848281387553,0.0269940797522581,0.0348170000635952,0,-0.0187132860489366,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,3.46944695195361e-18,-0.00735731270573897,0,0.0659601287156828,0,0,0,0.0201713231903314,0,0.146984114520449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399752105335291,0,0,0,0.0978513930552145,0,0,0,0.0550381772004435,0.0794731956214487,0,0,0.00622975668262219,-0.00278832541457174,0,0,0,-0.0116394855837686,0,0
X002460.SZ,0,0,0,0,0,0,0,0.264805902842461,0,0,0,0.123775111024753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446533096591085,0,0,0.0365828216323408,0,0,0.202020358767191,0,0,0.134533241257449,0,0,0,0,0,0.0294125571553948,-0.07263131746737,-0.0715325931412134,0,0,-0.00409551216036442,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0135112237892274,-0.0703673862119004,0,0,0,0.096149458942219,0,0,0,0,0,0,0.176255853071615,0,0,0,0,0,0,0,0,0,-0.00156269729393296,0,0,0,0,0,0,0,0,0,0,0.0129177203591927,0.41605075687845,0.0235343664401306,0,0,-1.0842021724855e-19,0,6.93889390390723e-18,0,0,0,-0.00380154432422609,0,0,0,0,0,0,0
X600188.SH,0,0.352912660766151,0,0,0,0,0,0,0.0425612631791279,0,0,0,0,0,-0.266853042191966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35297838476876,0,0,0,0,0,0,0,0,0,0,0.0629742491774758,0,0.0419659998528587,0,0.0442838103017643,-0.0632320258443444,0,0,0,-6.93889390390723e-18,0,0
X002466.SZ,0,0,0,0,0.686192907086943,0,-0.0953863143948611,0,0,0,0,0,0,0,0.0335582563829286,0,0,0,0,0,0.0502458891892677,0,0,0,0,0,0,0,0,0,0.0411043212006195,0,0,0,0,0.0527331153243501,0,0,0,0.105883640952262,0,0,0,0,0,0.0752931679635143,0,0,0,0,0,0.00776156281342332,0,0,0,0,4.33680868994202e-19,0,0
X000792.SZ,0,0,0,0,0,0,0.183391766833064,0.0553194605712313,0,0,0,0,0,0,0,0,0,0,-0.0603224738996142,0,0.066969265248534,0,0,0,0,0,0.0416189063807089,0,0,0.461179130862363,-0.0934248542410835,0,0,0,0,0.143176448998943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523943394462089,-0.0115651325180231,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0531583121649378,0,0,0,0,2.16840434497101e-19,0,0,0,0.0686265517282566,0,0,0,0,0,0,0,0,0,0,0,0,0.0342514705232144,0,0,0,0,0,0,0,0.0214899840034416,0,0,0,0,0,0.0194874274392844,0,0,0,0,0,0.184059357706438,0.102802155810359,0,-0.0107351589379998,0,0,0,0,0,0,0
