,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X000786.SZ,X002460.SZ,X000709.SZ,X600299.SH,X000629.SZ,X002466.SZ,X000883.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X601699.SH,X600612.SH,X000630.SZ,X000553.SZ,X600583.SH,X600985.SH,X000027.SZ,X600021.SH,X000825.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,-0.00963794070164794,0,0,0,0,0,-0.0162730083576859,0,0,0,0,0.162540820028445,0,0.0475643853206309,-0.000761884490501522,0,0,0,0,0,0,0,0,0,0,0,0,0.0474736227755363,0.0402398796473326,0.0503343957110438,0,0,0,0.0144397655744564,0,0,0,0,0,0,0,0,0,0,0,0,-0.00508896389786386,0.0250782751676788,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261408766027935,0.00170063159928361,0,0,0,0,0,0,0,0,0,0.0074432053095775,0,0,0,0.0561609997809951,0,0,0,0,0,0.0970741654808529,0,0,0,0,0.0501269909680536,0,0,0.0640916912189397,0,0,0,0,-0.0131194965923467,0.0138107122242289,0,0.0274344795372185,0,0,0,0
X601088.SH,0,0,0,0.0209591982448839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173675302893504,0,-0.0602704613750632,0,0,0.00461634933658823,0,0,0.00205343655328156,0,0,0.148921107551885,0,0,0,0,0.238936973305041,0,0.00436148275566413,0,0,-0.131337492134784,0,0,0.0305734695411989,0,0.008018902373219,0,0,0,0,0,0,0,0,0.0372097652050765,0,0,0,0.0247361531593736,0,0
X600585.SH,0,0,0,0,0,0.00919718094860611,0.0232107551144533,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0153481771140698,0,0.413227022859915,0.0372314406754482,0,0,0.317193856675342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174385665155499,0,0,0,0,0,0,0,0,0,0,0.0167762798256211,0,0
X600019.SH,0,0,0.180325837924329,0,0,0,0,0,0.0613011525530571,0.0420808399021491,0,0,0,0,0,0,0,0,0.102336821388308,0,0,0,0,0,0,0.125522101262756,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368796705619508,0,0,0,0,0,0,0,0,0,0,0,0,-0.0053754781422093,0.00906130558089085,0,0,0,0.0227683114517845,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0752168743594698,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.117175859496624,0.0107316016082044,0,0,0.038755013383213,0,0,0,0,0.191741910436241,0,0,0,0,0,0,0,0,0,0,-0.0482294510892704,0,0,0,0,0.253651981022728,0,0,0,0,0,0,0,0,0.017435526652346,0,0,0,0.199659622834018,0,0
X600547.SH,0,0,0,0,0,0.0351123105837294,0,0,0.102312488498471,0,0,0.0266371888987395,0,0,0,0,0,0,0,0,0,-0.330757589096955,0,0,0.723030844600591,0,0,0,0,0,-0.00670403794247229,0,0,0,0,0,0,0,0,0,0,0.255708574491139,0,0,0,0.033175594514822,0,-0.165554924999091,0,0,0.0600339935601134,-0.0434256826897401,0,0,0,0,-0.0917013729220579,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.14171169753855,0,0,0.253136817235971,0,0,0,0,0,0,0,0,0.267637716366999,0.0621412466360726,0,0,0,-0.194750262357196,0,0,0,0,0,0,0.14688486605447,0,0,0,0,0.0244886683714518,0.0776935454680659,0,0,0.021440152846404,0,-0.1560000978851,0,0.0134425691217356,0,0,0,0,0,-0.0184931485846531,-0.0104328847943004,0,-0.102474792492854,0,0.0636176178057968,0,0
X600010.SH,0,0,0,0,0,0.0219918534467148,0,0.175298093489613,0,0.32217322616731,0,0,0,0,0.194599398589893,0,0,0.0104367905119627,0.147599877080113,0.114599580190087,0,0.0942607794714575,0.0185228241442897,0,0,0,0,0,0,0,0,0,0.0238168657281375,0,0,0,0,0,-0.120428919250315,0,0,0,0,0,0,0.137047587245487,0,0,0,0,0,0,-0.0418573763902649,0,0,0,0.0484974618243169,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.218867078480753,0,0,0,0,0,0.366397180284622,0,0,0,0.0666264126636541,0,0,0.0202605743233762,0.0134863393719426,0,0,0,0,0,0,0,0.0651479401367496,0,0.152317125837976,0,0,0,0,0,0.0295272497988974,0.122958375353941,0.0607368372586914,0,0,0,0,0,0,0,0,0,0,0.00378771632959586,-0.0270051912810937,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0915265454670092,0,0,0,0.0136507799099972,0,-0.00408189168080689,0,0,0.039936802376532,0.0572229654947469,0,0,0,0.0211503362257242,0.0388867199156766,0.0206903745392169,0.106635595969822,0,0,0.0182706536380812,0,0,0,0,0,0,0,0,0,0,0,0,0.0218325708434784,0.00926999783634997,0,0,0,0,0,0
X600886.SH,0,0,0,0.195234398320525,0,0.0713729934721505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719828698832652,0,0.0908937470602505,0,0,0,0,0,-0.134775787369639,0.120662384716646,0,0,0,0,0.106927710524483,0,0,0,0.0662564828387303,0,0,0.0459219390388139,0,0.0776092737921344,0,0,0,0,0,0,0,0.00263011223876796,0,0,0,0,0.00620220508767106,0,0
X601991.SH,0,0,0,0,0,0.0384577364105042,0.0118639003303092,0,0,0,0,0,0,0,0,0,0.0968665156888792,0,0,0.0165123221221165,0.135261879443498,0.108766877943938,0.0565372519915513,0,0,0.0360578146075327,0,0,0,0,0,0,0,0,0,0,0,0,0.0708570393292657,0,0,0,0,-0.0124236130292424,0,0,0,0,0,0,-0.0230051533630357,0.00310154366075581,0,0,0,0,-0.0135929659513792,0,0
X600660.SH,0,0,0,0,0,0,-0.0145248081654886,0,0,0,0,0.0277071707997116,0,0,0,0,0,0.010240830817063,0,-0.0421786045765741,0,0.0401102724173148,0,0,0,0.124035804965629,0,0,0,0,0.056918662512578,0,2.16840434497101e-19,0,0,0,0,0,0.00738035463778379,0,0,0,0,0.0952751418476682,0,0.0456694295749862,0,0,0,0,0,0.00254831488457496,0,0,0,0,0.0172399238161647,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.427376486994039,0.00151289228812246,0,0,0,0,0,0,0,0,0,0.0272383475316417,0,0.108066733683713,0.0810725547842999,0,0.0475793360305068,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00593314979054056,0.0810882085958571,0,0.087267128112858,0,0,0,0,0,0.0380942741653889,0,0,0,-0.027021068588685,0.0261026494343749,0,0,0,-0.00884865627941114,0,0
X600795.SH,0,0,0,0,0,0,0,0.0355220913328945,0,0,0,0,0,0,0,0,0,0.119725819840585,0.0110585449648529,0,0.127906102080884,0.0970189723231955,0.0100703351525105,0,0,0,0,0,0,0,0,0,0.0716868638177645,0,0,0,0,0,0,0,0,0,0,0,0.0589507274083116,0,0,0,0,0,0,-0.0034251291897431,-0.00750481198365321,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,-0.0697179153830209,0,0,0,0,0,0,0,0,0.0530176854245231,0,-0.0215966000302689,0,0.0791718506876744,-0.0105979527631456,0,0,0,0,0.199118747021866,0,0,0.0998895586519498,0,0,0,0.000203076589332808,0,0,0,0,0,0.0515920567436348,0,0,0,0,0,0,0.094784024856105,0,0,0,0.0264539348112359,0.0152134253735505,0,0,0,-0.0389158160655931,0,0
X600188.SH,0,0,0,0,0,0.14243546682172,0,0,0.0116945775368974,0,0,0,0,0,0.0533149907986362,0,0,0,0,0,0,0,0.0904701805705594,0,0,0,0,0,0.118841300681691,-4.33680868994202e-19,0,0,0.169971003458769,0,0,0,0,0,0,0.0494067202980776,0.0555587869002514,0,0,0,0,0,0,0,0,0,0,-0.00775662701487203,0.0744139002933708,0,0,0,0.00521478416842033,0,0
X600352.SH,0,0,0,0,0,0.207622154333908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532401188963433,0.596576200568861,0,-0.113121856598448,0,0,0,0,-0.139344472064821,0,0,0,0,0,0,0,0,0,0,0,-0.161439058864278,0,0.205767701064782,0,0.0803676669052552,0,-0.276010197390646,0,0,0,0.0727447872087856,-0.0553599532230337,0,-0.395645964349,0,0,0,0
X600111.SH,0,0,0,-0.432927082106702,0,0,0.0986666906866382,0,0.876495999745007,0,0,-0.0350363666808926,0,0,0,0,0,0,-0.0995310342949519,0,0,0,-0.271216999823917,0,0.0554215533852465,0,0,0,0,0.740534291146768,0,0,0,0,0.22362050778834,0,0,0,0,0.475643894562234,0,-0.0174085213866899,0,0,0,0,0,0,0,-0.041512366314169,0,-0.0249039531633613,0,0,0,0,-0.0704741828216279,0,0
X600027.SH,0,0,0,0,0,0,0.0586712657830262,0.055242288780265,0,0,0,0,0,0,0,0,0,0,0.0598582753775566,0.100649074336438,0,0,0.0822832130495774,0,0,0,0,0,-0.110931395727255,0,0,0,0.11703435812408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211555823182473,-0.0528814888988643,0,0.032967960418452,0,-0.0163463941835461,0,0
X600801.SH,0,0,0,0.831255947272496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190814872335562,0.00480064572217102,0,0,-0.0220999963881783,0,0,0,0,0,0,0,0.281265234132074,0,0,0,0,0,0,0,0.0128655355256234,0,0,0,0,0,0,0.173524565269065,0,0,0,0,0,0,-0.010166683135427,0,0,0,-0.0485585685908364,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220205464169422,0,0,0,0.680781189646954,0,0,0,0,0,0.276060898982041,0,0,0.109306776211108,0,0,0,0,0,0,-0.049004704606816,0,0,0,0.568555376510287,0.601292009104022,0,0,0,0,0,-0.149308437287805,0,0,0,0.095389243377043,0,0.0364921510996142,-0.1751450324533,0,0,0,0.0625230855845215,0,0
X601992.SH,0,0,0,0,0,0.0607838781459725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185016821532972,0.0662340842316509,0,0,0,0,3.46944695195361e-18,0.00645985927111382,0.0392168251251491,0,0,0.134928587519382,0,0,0,0,0,0.00912908196691426,0,0,0,0,0,0,0,0.162042313687173,0,0,0,0,-0.00979834579810302,0.00948084398437557,0,0,0,0.0186202854846121,0,0
X600489.SH,0,0,0,-0.0117694289971602,0,0,0.742231464017817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109858764677164,0,0,0,0,0,0,0,0,0,0,0,-0.0200518151641781,-0.130156904155813,0,0,0,0,0,-0.037373403433261,0,0.274824941568602,0,0.117485709665304,-0.0811386711896125,0,0,0,0,0,-0.0108280449961972,0.0172256359452178,0,0,0,-0.0134232748289352,0,0
X002271.SZ,0,0,0,0.217782301275632,0,0,0,0,0,0,0,0,0,0.1675549382906,0,0,0,0,0.0581312957184015,-0.0368051868154086,0,0,0,0,0.12025555113081,0,0,0,0.0818127368429782,-0.0748016484680473,0,0,0.158744712496097,0,0,0,0,0,0.0153268208620277,0.0611030986351146,0,0,0,0,0,0,0,0,0,0,0.26514258991774,-0.0112003550254933,0.0319286490365692,0,0,0,-0.00324091767278928,0,0
X000898.SZ,0,0,0,0,0.0151673241128528,0.13388933168804,0,0,0,0,0,0.00597588213800676,0,0,0,0,0,0.141259542372628,0.0225625582973383,0,0,0,0,0,-0.00609205491443315,0,0,0,0,0.0348491782890808,0,0,0,0,0.115117394424811,0,0,0,0.00196560067044171,0,0,-0.0186194596747662,0,0,0,0,0,0,0,0,0,0,0.0548140460244173,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0847338506981158,0.000402553958630173,0,0,0,0,0,0,0,0.0470736405201294,0,0,0,0.0908943374669016,0.00781794211862387,0,0,0.0698835631101353,0,0,0,0,0,0,0.112584349962718,0,0,0.0298857983557696,0,0,0,0,0,0,0.0365558808975601,0,0,0,0,0,0,0,0,0,0,0,-0.00742971741185404,-0.0038901064575371,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0.0608113239552666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638724388531303,0,0.0760601192883675,0.193159633988032,0,0,0,0,0,0,0,0,0,0,0,0.108416981678445,0,0,0,0,0,0,0,0,0,0,0.0428206595587421,0,0,0,0,0,0.0256001701466542,-0.0231648580326079,0,0,0,0.00113543636008003,0,0
X000786.SZ,0,0,0,0,0,0,0.0885435792698575,0,0,0,0,0.180461920477666,0,0,0,0,0,0,-0.0674899153672601,0.0789395842985457,0,0.207662425256023,0.103460410172796,0.104955136871083,0,0,0,0,0.346902830602587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232555593581353,0,0,0,0,0,0,0,-0.0346767319962564,0.0469030524200311,0,0,0,-0.0339257105417411,0,0
X002460.SZ,0,0,0,0,0.207050361209912,0.27715204182343,-0.151097886998925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778720902824616,0,0,0,0.0480354919528837,0.687239928120167,0,0,0,-0.168090570480573,0,0,0,0,0.140162147605749,0,0,0,0,0,0,0,-0.0151376687480838,0,0,0,0,-0.0182985997219903,0,0
