,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X601991.SH,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X002466.SZ,X000898.SZ,X600516.SH,X600547.SH,X600027.SH,X600111.SH,X601992.SH,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X300072.SZ,X000786.SZ,X000932.SZ,X000709.SZ,X600808.SH,X600801.SH,X600426.SH,X600339.SH,X600583.SH,X000883.SZ,X601158.SH,X600219.SH,X601699.SH,X000830.SZ,X600985.SH,X000539.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.22325490941988,0,0,0.0654342712130432,-0.0588074817564879,0.0790679452410468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418717546960565,0,0,0,0,0,0.210566177292726,0.0759869236790175,0,0,-0.01207399281098,0.00570241809971827,0.01459815815728,0,0,0,0,0,0
X600028.SH,0,0,0.158759774527869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953308802473908,0.142201475694684,-0.138160540787057,0,0,0.00855659267137108,0,5.42101086242752e-20,0,0,0,0,0.00613585239423831,0.0793601043873355,0,0,0,0,0,0,0,0,0,0.00280637557420012,0.010377800008399,0,0,0,0,0,0
X601088.SH,0,0,0,0.0776658200019411,0,0.0523229736533639,-0.00775059044789245,0,0,0,0,0,0,0.130859530177953,0,0,0.221306693598804,0.0642167896909056,0,0,0.0860421135121475,0,0,0,0,-0.115841720020203,0,-0.0392680844301076,0,0,0,-0.0595894847212995,-0.0196458814777432,0,0,0,0,0,0,0,0,0,0.280738305584988,0,0,0,0,0,-0.00786659091870415,-0.0217496386675966,0,-0.047821508768029,0,0,0,0
X600585.SH,0,0,0,0,0.266289854364122,0,-0.0350955519877341,0.179889145184581,0,0,0,0,0,0,0,0,0,0.092489795400438,0,0,0,0,0,0,0.0279237117493828,0,0,0.0438222749683776,0,0,0,0.226556213856485,0,0,0,0.239500394996537,0,0,0,0,0,0,0,0,-0.0369857394674473,0,0,0,-0.0115058851019116,-0.0095262584485152,0,0,0,0,0,0
X600019.SH,0,0,0.116634196826298,0.146982983506172,0,0.155647676843312,0,0,0,0,0,0,0,0,0,0,0,0.00548808335141581,0.0853561843824551,0,0,0,0,0,0,0,0,0,0.150929962706994,0,0,0.0175111144279702,0.300962317180026,0,0,0,0,-0.0256546865523303,0,0,0,0,0,0,0,0,0,0,0.00239258480329948,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0784315447487198,1.73472347597681e-18,0,0,0,0,0,0,-0.149490116718768,0,0.404284734071991,0,0,0,0,0,0,0,0,-0.00391347397292549,0.14884166788315,-0.168708075708543,0.278069214385695,0,0,-0.249869988599345,0,0.00536616385041697,0,0,0,0,0,0,0.210828422679141,0,0,0,0,0.0310856216495593,0.0408275572800531,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0770792607495066,0,0,0,0,0,0,0,0,0,0.170439879169396,0,0,0,0,0,0.639941515087292,0,0,0,0,0,0,-0.0431056345581136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198624023897618,0,0,0,0,-0.000323338664222984,0.00771950991848008,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199776584503488,0.278280528066209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511646770092254,0,-0.0103552562476667,0,0,0,0,0,0.296087978989612,0,0.0796985304049149,0,0,0.178085110993641,0,-0.00297389342575389,-0.0217711258841424,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.267513396611271,0,0,0.0967384218511971,0,0,0,0,0,0.0576434183918762,0.0337391281936978,0,0,0,0.127370426473857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269803324684524,0.0689415199752191,0,0,0,-0.0104340155747816,-0.00983256569354981,0,0,0,0,0,0
X600660.SH,0,0.196253861895957,0,0.0330581834294342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2773018741533,0,0,0,0,0,0,0,0,0,0,0,0.0907135336740355,0,0.0380399926874915,0,0,0,0,0.123217441392291,0,0,0,0,0,-0.0521492034318714,0,0,0.0238074771306005,0,0.0814452390543607,-0.0061295714709613,0.0073498304566195,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,1.38777878078145e-17,0.184617059831941,0,0,0.103625385046461,0,0.0136087305591714,0,0,0,0,0,0,0,0,0,0,0.096555316222656,0,0,0.0109216463990559,0.0241122111858275,0,0,0,0,0,0,0,0,0,0.266066426758692,0,0,0,0.218035957433439,0.0117190532435342,0,0,0,0,0.000259816078800828,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0433655214640179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393066729873441,0,0.0652161848545626,0,0.0963556065575823,0,0,0,0,0,0,0,0,0,0,0,0.0118796059950766,0.219258702265275,0,0,0,0,0,0.147883693849644,0.0382184786313887,0,0,-0.00574052216258782,0,0,0,0,0,0,0
X600688.SH,0,0.20420101834151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257861827625864,0.0539957519687432,0,0,0,0,0,-0.0331245417517205,0,0,0,0,0.0780029270347329,0,0,0,0,0,0,-0.0471063983543,0.0488515684166391,0,0.0287542405003162,0,0,0,0,0,0.022819077530766,0,0,-0.0115183228435008,0,-0.00270669046503647,0,0.0534510586046497,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.320193889133267,0,0,0,0,0,0.0331778249870856,0,0,0,0,0,0,-0.018319816186352,0,0,0,0,0.0609997844021724,0.0673428372878643,0,0.0859220528863693,0.199508886459717,0,0,0.0654466698541754,0,0.0116801732378303,0,0,0,0,0.193137073080349,0,0,0,0,0,0,0.00335251768928219,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0592703085590756,0,0,0,0.240017389343712,0,0,0,0,0,0,0,0,0.0250541701937119,0.105338721828537,0,0,0,0.0616072360926808,0,0,0,0.026760153487889,0,0,0,0,0,0,0,0.126061358041314,0,0,0,0,0,0.0164486577257285,0.00593902711204441,0,-3.46944695195361e-18,0,-0.00411514761338941,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0109994801515819,0.263869958842992,0,0,0,-0.0270728413664021,0,0,-0.010325108535301,0.0874431079436875,0.0101531609772065,0,0,0,0,0,0,0,0,0.136599709894737,0,0,0,0,0,0,0,0,0.00521036024002862,0,0,0,0,0,0,0
X600362.SH,0,0,0.0492780052691895,0,0.0652133484892159,0.169317320528865,0,0,0,0.0203373703731196,0.351071223781565,0,0,0,0,0,0,0.0134843408939317,0,0,0,0,0,0,0,0.0200185173882425,0,-0.046872205162632,0,-0.0240864563065948,0,0,0,0,0,0,0,0.0799622095884044,0.0550541600912781,0,0,0,0.100372985989543,0,0,0,0,0,0,-0.0107560794207972,0,0,0,0,0,0
X002466.SZ,0,0,0.561967788097696,0,0.00328718270761671,0,0.261450092370009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181193900689372,0,0,0,0,0.687397091002091,0,0,0,0,0,0,0,-0.420866125662705,0,-0.463453270290838,0,-0.0533886370543364,0,0,0,0,0,0,0,0,0,0,0.0145294047944038,0.00908265420440566,0,0.627568943973994,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.0448244371357863,0,0,0,0,0,0.17682805373937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133837380182835,0,0,0.0259824552660994,0.0593224790435758,0,0.180224163511268,0.0333271485190734,0,0,0,0,0,0,0,0,0,0,0.0964309739428535,0,-0.00677379298052249,1.73472347597681e-18,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257122411769979,0,0,0,0,0,0,0,0,0,0,0,0.0112443344379608,0,0.186885994696415,0,0.155024884743442,0,0,0.0818100073378751,0,0,0,0,0.123751902418217,0,0,0,0,0,0.288464481755561,0,0,0,0,-0.024686822164471,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939363359522473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066019104373499,0,0.0431086298711448,0,0,0,-0.0348620674502326,0,0,0,0.84541743284789,0,0.0118059865565191,0.0318582034446361,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0697403986280676,-0.026380781947121,0.349851109825095,0,0,0.189129324817202,0,0,0,0,0,0.602815192483335,0,-0.0899516332623363,0,-0.108102309952781,0,0,0,0.0696919903150914,0,0,0,0,0,0,0,0,0,0,0,0.071975819090675,0,0,0,0,0,0,0,0,0,0,0,-0.0479691674059105,0,0.0112786010170534,0,0,0,0,0,0
