,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X600157.SH,X600362.SH,X601991.SH,X600027.SH,X600111.SH,X601992.SH,X600489.SH,X600309.SH,X600886.SH,X600660.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X000959.SZ,X000792.SZ,X002075.SZ,X000408.SZ,X000898.SZ,X000709.SZ,X600583.SH,X000883.SZ,X000983.SZ,X600549.SH,X600352.SH,X000935.SZ,X000539.SZ,X000630.SZ,X000027.SZ,X600176.SH,X601699.SH,X600021.SH,X000060.SZ,X000012.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00470944293900402,0,0,-0.0241967873517024,0,0,0,0,0,0.00985370789150245,0,0.103305904327925,0,0,0,0.00710741718097378,0,0.0497719698388215,0,0,0.000683571839218994,0.011839519627014,0,0,0.00285227900616415,0,0,0,0,0,0.0340650980435659,0.110916225894338,0,0,0.0337940484864685,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0172848834065283,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0446538205804114,0,0,0,0,0.0646955893717652,0,0,0,0,0,0,-4.33680868994202e-19,4.33680868994202e-19,0,0,0,0.0335784185687883,0.0430145911369724,0,0,-0.0142487495199955,0,0,0,0,0,0.0957375750464538,0,0.0197052208065291,0,0,0.0475189527538156,0,0.10664381878607,0,0,0,0,0,0.0645061136728984,0,0,-0.0559766941449018,-0.0247877463266613,-0.0249535459853068,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.238422992585816,-0.0205490707713731,0,0,0,0,0.00514382638936728,0,0,0,0,0,0,0,0.0315350925956572,0,0,0.0504081558992949,-0.034586476071953,0,0,0,0,0,-0.0407472210310348,0,0,0,0,0,0,0.0409992585372764,0,0.0815279601653447,0,0,0,0,0,0,0,0,0.0927637096096324,-0.0318018718594734,0,-0.0937845365870276,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0404484863144864,-0.051883418891133,-0.037555962053053,0,0,0,0.0967183919662058,0,0,0,0,0,0,0,0,0.213399516797438,0,0,-0.0186087897934641,0,0,0,-0.0631525430371963,0,-0.111064772689654,0,0,0,0,0,0,0,0,0,0,-0.0136539549390931,0,0,0.013328449623596,0,0,0,0,0,-0.0232814873626131,0.0208924792696319,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0608959259102279,0,0,0,0,0.0563187719904297,0,0,0,0,0,0.173805527532725,0,0.166186239637951,0,0.135732735374019,0,0,0,0,0,0,0,-0.0168427026543301,0,0,0,0,0,-0.155852763313052,0,0.10629351808702,0.0671763239322005,0,0,0,0,0.337775317328905,0,0,0,0,0,0.0359074078675364,0.0223313933082188,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.363012330306611,0,0,0.122065072332253,-0.0545729330714794,0.125234029312766,0,0,0,0,0,0,0,0,0,0,0,0.0744440636377711,0,0,-0.0309615086742035,0,0,0,-0.0268586497821826,0.0636600772082608,0,0,0.16779459947105,0,0,0,0,-0.24779344914315,0.089628081175786,0,-0.000478083410373711,0,0,0,0,0,0,0,0,0.125104492380595,0.0225932563032014,0.0780666467485891,0,-0.105563281840085,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433636778518763,0,-1.73472347597681e-18,0,0,0,0,0.0159443084847272,0,0.203365844091999,0,0,0,0,0,0,0.0338679789320808,0.0429030231545337,0,0,0,0.0463510390648752,0,0,0.0386408519353822,0.117935015445237,0,0.0152128981624154,0,0,0.0712347710067077,0,0,0,0.0658364230723689,0,0.0612750704431204,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.0655663717567787,0,0,0,0,0,0,0,0.203097197547893,0,0,0.0154100748892597,0.212497980524157,0,0,0,0,0,0,0,0,0.0773201162620591,0,0.0174481684155998,0,0,0,0.0133599668039802,0,0,0,0,0,0,0,0,-0.115279410273201,0,0.024418377633528,0,0,0,0.132283479996015,0.115280998340991,0,0,0,0.20503850297504,0,0.0387054940790971,-0.0685445591108485,0,0,0,0,0,0
X600547.SH,0,0,-0.151456948422684,0,0,0,0,0,0,0,-0.151192792219838,0,0,-0.0109586782924014,0,0,0,0,0,0,0.933754472718328,0.062738868947384,0,0.0608176407472761,-0.0103092631900364,0,0,0,0.0112911016832568,0.0149445515549357,0,0,0,0,0,0,0,-0.0112425496604568,0,0,0.0818495435000725,0,0,0,0,0,0,0.196045284193587,0,0,0,-0.0299459290726214,0.0126903811538313,0,0,0,0,0,0
X600688.SH,0,0,0.073382420998277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208100419005633,0.0946823434732097,0,0.0063791763873116,0,0,0,0,0.0562878328948647,-0.069396222474202,0,0,0,0,0.0486725708773399,0,0.0678425232352736,0.0774285675340796,0,0,0.0693659634557022,0,0,0,0,0,0,0,0.155519897171892,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0810362128854794,0,0,0,0,0,-0.0615011838259869,0,0,0,0,0,0,0.126338628631172,0,0,0,0,0,0,0,0,0,0,0,0.0486011568447713,0,0,0,0,0.597439555747784,0.0795460083688154,0,-0.00265761506470015,0,0,0,0,0,0,0,0.0195305610779696,0.010761833487511,0,0.0240154554541718,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0850642640698219,0,0,0,0,0,0,0,0.0560365676456573,0,0,0,0,0,0,0.0601843479379547,0,-0.0291402706303397,0,0,0,0.0549006686462022,0,0.217577997689406,0,0,0,0,0.00938841107881853,0,0,0.0570816782836142,0.0123811854213024,0,0,0,0,0,0,0,0.0789731174677624,0.0135042150289938,0,0,-0.0296397711482796,-0.0162124732078858,0,0,0,0,0,0
X600795.SH,0,0,0.00588928869531201,0,0,0,0,0,-0.0117987635934333,0,0,0,0,0.0245329949413573,0,0,0,0,0,0,0,0,0.0396435361072771,0,0,-0.017111765814055,0,0,0.0605526792448778,0.00171539095913737,0,-0.0353516008263623,0,0,0,0.185189851745719,0,0,0.0253287275234634,0.0261284095943304,-0.0073313397500982,0,0,0,0.0724149398040646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0.554158919489313,0,0,-0.0825103210282787,-0.0529674725703908,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679616287572275,0,0,0,0.174466241459616,0.401382897280961,0,0.259122441986808,0,-0.0502062501235283,0,0,0,-0.311728229373355,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0528177982047561,0.710146547156299,-0.722094955205062,0.346759044349438,-0.395238003597695,0.412957981765529,0,0,0,0
