,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600362.SH,X600688.SH,X600547.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600219.SH,X600352.SH,X600098.SH,X000723.SZ,X000408.SZ,X000825.SZ,X000883.SZ,X000983.SZ,X601699.SH,X000539.SZ,X600021.SH,X002092.SZ,X000027.SZ,X000060.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.322152288130945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116604616558077,0,0,0,0.05807990157095,0.0462301704835651,0,0,0,0.0553036628523726,0,0,0,0,0,0,0,0.0454182533937344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101735870187306,-0.00441325792256844,0,0,0,0,0,0
X600028.SH,0.814850126944886,0,0,0,0,0,0,0,0,0.0064435888788664,0.0456521080570594,0,0,0.0443892111027953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358339887632678,0,0,0,0,0,0,0,0,-0.0219470991765117,0,0,0,0,0.0293878498244632,0,0,0,0.0136926919713062,-0.175728442830647,0.0260587565038035,-0.0104781053943345,0,0,0,0,0,0
X601088.SH,0,0.0308312321709686,0,0,0,0,0,0.0251460478974417,0.0454085806176214,0,0,0,0,0,0,0,0,0,0,0,0,0.06494187506279,0,0.119292903732644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.160251600914825,0,0,0,0,0.0051341391188274,0,0,-0.0288611776516858,0.0140671523952694,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0102985520626273,0,0,0,0,0.0587955671588998,0,-0.0748092809865602,0.284828770968585,-0.0603887066291788,0.0139906918029292,0,0,0,0.132065064850886,0,0,0,0,-0.0856734280251526,0,0,0,0,0,0.0615798968134486,0,0,0,0,0,0,0,0.00798248647120733,0,0,0,0,0,0,0.0708922601791119,0.0670295426413358,0,-0.069901633974224,-3.46944695195361e-18,0,-0.0153010874449261,0.0135838884195255,0.10617505241834,0,0,0,0,0
X600019.SH,0,0,0.377786024415271,0.289132806590276,0,0,0,0,0,-0.0655913744148801,0,-0.177079064277685,0,-0.0938096733162096,0,0,0,0,0,-0.297560610718228,0,0,0,0.234029472838324,0,0,0,0,0,0,0,0,0,0,0,-0.13047356425741,0,0,0,0,0,0,0,0,0.0131287552069474,0,0,0,-0.0177306060057032,0.0340037502503193,4.33680868994202e-19,0.0101895580684655,0,0,0,0,0,0
X600585.SH,0,0.0190056657379998,0,0,0.072555496875368,0,0,0,0,0,0,0.0311322178568746,0,0,0,0,0,0,0,0,0,0.109069908680131,0,-1.73472347597681e-18,0,0.231362200981834,0,0,0,0,0,0,0,0,0,0,0.110410469418523,-0.00140931015053375,-0.344435917595668,0.127125746710526,0,0,0,0,0.0233743114700781,0,0,-0.0717112029360754,0,-0.277010155153611,0,0.0065169395841047,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0436974458958964,0.0827040860866613,0,0,0,0,0.0173224904737342,0,0,0,0,0.0711536504492155,0,0,0,0.135809636158822,0,0,0,0,0.00761739249216824,0,0,0.0837511937787031,0,0,0,0,0.117096090354375,-0.00453450954247885,0,0,0,0,0,0,0,-0.0125550566665071,0.158346871231891,0.00350470471074545,0,0,-0.0320621883051608,0.0126716495911869,0,0,0,0,0,0
X601898.SH,0,0,0.199758031366242,0,0,0,0,0,0,0.092493038130415,0,0,0,0,0,0.0857493523477799,0,0,0,0,0,0,0,0.0171571200167653,0,0.277618904217385,0,0,0,0,0,0.0225763005798703,0,0,0,0,0,-0.0543794704875229,0,0,0,0.0418044505185424,0.0108341727681819,0,0.0538948486292314,0,0,0,0.0377779302657631,0,-0.0223578615241881,0.00867331826041196,0,0,0,0,0,0
X601600.SH,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0179575882517975,0,0,0,0,0,0,0,0.0716478554991685,0,0,0,0,-0.247872303385186,0,0,0,0.149109083829337,0,0,0,0.623822765766999,0,0.0503973442602762,0,0,0.00966349474508593,0,0,0,0,0,0,0,0.105468004022808,0,0,-0.0183161595548573,0.0148267779208526,0,0,0,0,0,0
X600362.SH,0,0,0,0,-0.100778574240175,0,0,0,0.243303132714725,0,0,-0.040971884258253,0,0.138123575798604,0,0,0,0,0,0,0,0,0,0,0,0,-0.085267592957982,0,0.016332520927535,0,0.614121129028688,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,-0.0585801214608216,0,0,0,0.112874156332353,0,-0.00622918820336277,0.0154140479360771,0.0416143472388205,0,0,0,0,0
