,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600362.SH,X600688.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X601991.SH,X000898.SZ,X600547.SH,X600111.SH,X600516.SH,X600886.SH,X600176.SH,X600352.SH,X000786.SZ,X000709.SZ,X000825.SZ,X002271.SZ,X600027.SH,X601699.SH,X000792.SZ,X000553.SZ,X000408.SZ,X600299.SH,X600808.SH,X600219.SH,X601158.SH,X000932.SZ,X000830.SZ,X600489.SH,X000959.SZ,X002110.SZ,X000883.SZ,X000983.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.353380293275636,0,0,0,0,0,0,0,0,0,0,0.0773259008145456,0,0,0,0.216508282722208,0,0,0,0,0,0,0,0,0.0250055769684873,0,0,0,0.0903959016728932,0,0,-0.0287066513212922,0,0,0,0,0,0,0,0.0585179761284511,0,0,0,0.0157318859077688,0,0,0,0,-0.00205469823512899,0,0.00125370870886862,0,0,0,0,0
X600028.SH,0.452902422258627,0,0.191290022812558,0,0,-0.00986513555770983,0,0,-0.111515743898597,0,0,0,0,0,0.172962253403719,0,-0.0242051193307579,0,0,0,0,0.214144548605734,0,0,0,0.041457463671505,0,0.0147294093634598,0,0,-0.00182136576613287,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0957558627818683,-0.0199538270007444,0,0,0,0,0,0,0,0,-0.0128328974365656,0,0,0,0,0,0
X601088.SH,0,0,0,0.354477241259648,0.105651075242158,0,0,0,0,0,0,0,0,0,0,0,-0.0492348612224729,-0.045243753304436,0,0,0.0315159902963436,0.0480135868438957,0,0,0,0,0,0,0,0,0,0,0.119342088014764,0,0,0,0,0,0,0,0,0.0338862776722171,0,0,-0.0374361343392492,0,0.124814802743601,0,0,0,0.000570310108689657,0.111723040539069,0,0,0,0,0
X600019.SH,0,0,0,0,0.358821932161074,0,-0.12225510198954,0,0,0,0,0,0,0.114348395217747,0,0,0,0,2.16840434497101e-19,0,0.496123381146328,0,-0.0328372048901595,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.125435973862002,0,0,0,0,0,0,0.0844766537043765,0,0,0,0,0,0,0,0,0,0.0102081255346983,0.0671089763921791,0,0,0,0,0
X600585.SH,0,0,0,0.171016120410925,0,0,0,0,0.0213277581644751,0,-1.38777878078145e-17,0,0,0,0,0,-0.030668672341539,0,0,0,0,0,0,0,0,0.189118444061396,0,0.272103948864734,0,0,0,0,0.281064337213792,-0.226783971347076,0,0,0,0,0,0,0.116536764306658,0,0,0,0,0,0,0,0,-0.00702635561071996,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.0184445195133376,0,0,0,0,0,0,0,0,0,0,0,0.00899101515148767,0,0.0475664994187344,-0.0552242693368581,0,0,0.0256438717775268,0,0,0,0,0.114769715935199,0,0,0.220747845568533,0,0,0,0,0,0.0439083904707878,0.0259365579266149,0,0.0564382917601327,0,0,0.200885047427676,0,0,0.0365252054408208,-0.0384070450875825,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0658196995668083,0,0,0,0,0,0,0,0,0,0,0.0133097587063283,0,0.162622238963713,0,0,0,0,0,0,0.0546373962353355,0,0,0.00141062964935935,0,0,0,0,0.199897978607162,0,0.0742941791963053,0.111272523503066,0,0,0,0,0,-0.0305716346494545,0,0,0.0794782017882971,0,0,0,0,0,0.00631982841984258,-0.00765704991845961,0,0,0,0,0,0
X600309.SH,0,0,0.0483883019101691,0.00377293555323603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197767959859925,0,0,0,0,0,0.0158430271935798,0,0.0169974706012266,0,0.0247925329372504,0,0,0,0,0,0,-0.03398013896001,0,0,0,0,0,0,0.0221885500345041,0,0,-0.0789901758719703,0,0,0,0,0,0.0216739921962313,0.034776518444255,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.125025768102846,0,0,0,0,0,-0.295729705570856,-0.0401916919299391,0,0,0,0,0,0,0,0,0,0,0,0,0.292948393444183,0,-3.46944695195361e-18,-0.167446310050478,0,0,0,0,0,0,-0.132558268651854,0,0,0,0,0,0,0,0,0.109853653512414,-0.236922066166861,-0.219873460783024,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119364100084678,0,0,0,0.133027105408589,0,0,0,0.0347833605543779,0,0,0,0,0.0711126325680688,0,0,0.0272280863901096,0,0,0.141568255262599,0.0706939445328487,0,0,0,0,0,0,0,0,0,0.0180241013620828,0,0,0.261339836834617,0,0,0,-0.0032866630576396,0,0,0,0,0,0
X600188.SH,0,0,0.313904190020138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108211205264342,0,0,0,0,0,0,0.0395123983103244,0,0,0,0,0.472779042355462,0,0,0,0,0,0,0,0,0.158421639575023,0,0,0,0,0,0,0,0.00223587313555358,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0946922659681516,0,0,0,0,-0.0400208763024062,0,0,0,-0.136176409028528,0,0.148937514975388,0,-0.0203429468615657,0.466439017009827,0,0,-0.245256994317047,0,0.29066004654999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0869377523386649,0,0,0,-0.00826647747208633,0,0,0,0,-0.00606250872109549,0.00406295020140393,-0.0114725539566396,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0229080483499273,0,0,-0.0204377383600195,0,0,0,-0.0116834955170287,0,0,0,0,0,0.0926804670777179,0,0.0916427052254422,0,0,0,-0.0638158026616928,0.246692814388123,0,0,0,0.282099002436945,0,0,0,0,0,0,0,0,0,0.0731734859848916,0,0,0,0,-0.0250802971378181,0.0195984361516192,0,0,0,0,0,0
X600362.SH,0,0,0.0404798546932937,0.148306882023733,0.128996999231068,0,0,0,0,0,0.0322383697345232,0,0,0,-0.0353017064769946,0,0,0,0,0,0,0.0377946033550474,0,0,0,0,0,0,0,0.190244294324451,0,0,0.0150433381507465,0,0,0,0,0,0.0139100477116201,0,0,0,0.0800353864411925,0,0,0,0,0.873409272028746,0,-0.023585999092636,0,0,0,0,0,0,0
X600688.SH,0,0.39804238172411,0,0,0,0,0.176144986973088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00964965110530875,0.0160018018239124,0,0,0,0,0,0.0610879675395779,-0.044908560127327,0,-0.069965786167706,0,0,0,0,-0.0180051086413123,0,0,0.0449149197957583,0,0,0,0,0,-0.0135340893446004,0,0,0.0658954549936276,0,0,0,0
X600795.SH,0,0.013146770946712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331640689062177,0,0,0.0925426086761061,0.0128226752782274,0.0270437900115529,0,0,0,0,0,0,0,0,0,0,0.101870726250748,0,0,0,0,0,0,0.0659568902668372,0,0,0.0680606895215647,-2.71050543121376e-20,0,0,0,0,0.00887587645124979,0,0,0,0,0,0,0
