,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600886.SH,X601992.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000723.SZ,X601158.SH,X000709.SZ,X000792.SZ,X002466.SZ,X002075.SZ,X000959.SZ,X600583.SH,X000630.SZ,X000408.SZ,X600219.SH,X600352.SH,X000883.SZ,X000983.SZ,X600098.SH,X600623.SH,X000539.SZ,X600549.SH,X000060.SZ,X600021.SH,X000027.SZ,X000937.SZ,X601699.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.359642465084439,0,0,0,0,0,0,0,0,0,0,0.0381912652466172,0.00399072275024424,0,0,0,0,0,0,0.0717310770646457,0,0,0,0.0536369439043642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076115556429664,0,0,0,0,0,0,0,0,0,0.0176304934462508,-8.65906687339002e-05,0,0,0,0,0,0
X600028.SH,0.124966660413424,0,0.0485405478741332,0,0,0,0,0.00157630106267748,0,0.0470224158599848,0,0,0,0,0.0725650734094946,0,0,0,0,0,0,0.0651587100618816,0,0,0.0443794592469035,-0.0495855001317108,0,-0.0150395645762557,0,0,0,0,0,0.250718876275246,0,0,0,0,0,0,-0.00238498260723365,0,0,0,0,0,0,0,0,0,0,0.0289215607696065,0,0,0,0,0,0,0
X601088.SH,0,0.0827206657031673,0,0,0,0,0.276272751697674,0.131729208228131,0.100157588999087,0.0189199086051368,0,0,0,0,-0.0640908885315293,0,0,0,0,0,0,0,0.033307992561366,0,0,0,0,0,0,0.00811484086187285,0,0,0,0,0,0,-0.0474109330415829,0,0,0,8.67361737988404e-19,-0.101135829145362,0,0,0,0,0,0.139752770265401,0,0,0,0.0113314271015416,-0.0655507710628236,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.442387623253855,0,0.00682840706428948,-0.0714072896647287,0,0,-0.0527816323367109,0.147727480537918,0,0,0,0,0,0,0,0,0,0,0,-0.056696603872172,0,0,-4.33680868994202e-19,0,0,0,0,0.0209882847225656,0,0,0.0324533823086906,0,0,0,-0.215696011531551,-0.021767601265823,0,0,0.0211631585998873,0,0,0,0,0.264813589282745,0,0,0.0720357317661762,-0.0287465321648666,-0.466099546342271,0,0,0,0,0
X600011.SH,0,0.0831666300378531,0,0,0,0,0,0.0362182099342002,-0.0510876733262603,0.0542519931782103,0,0.16505966308729,0,0,0.0438625128591141,0,0,0,0,0,0,0,0,0,-0.0550256447258867,0,0,0.0344717338086042,0,-0.0272141928057426,0,0,-0.0362260957486177,0,-0.0524666058870612,0,0,0,0,0,-0.0278857192988159,0,0,0,0,0,0,0,0,0,0,-0.0507223682481558,0.0909673143645255,0,0,0,-0.00598014649870307,0,0
X600585.SH,0,0,0,0.0677027157762693,0,0,0,0.0940722207128685,-0.0505857898593747,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0215801139865221,0.108275831261947,0,0.0852951036654424,0,6.32877521260546e-05,0.00403369635075964,0,0,0,0,0.144090773588666,0,0,0,0,0.00706120983915801,0,0,0,0,0,0,0,0,0,0,0,0,0.146206093120324,0.00522348740732004,0,0,0,0,0,0,-0.0904762671279239
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595981009820874,0,0.269321120363841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0776371256348685,0,0.00974507938912194,0.0612212434464485,0,0,0.02946177032973,0.0222968986923056,0,0,0,0.00629559917490067,0,0,0,0,0,0
X601898.SH,0,0,0.292442408039904,0,0,0,0,0,0,0,0,0,0,0.11218787839629,0,0,0,0,0,0,0,0.00222865031702935,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178563248171933,0,0.22008138395755,0,0.212115716337993,0,0.0286771091383279,0,0,0,0,0,0.089431586839724,0,-1.35525271560688e-20,0,0.0183431872971973,-0.0855741867280702,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0539285119311767,0,0,0,0,0,0,0,0,0,0,-0.086517154394405,0,0,0,0,0.166048675276322,0,1.06150075711851,0,0,0,0,0,-0.157013660751768,0,0,0,0,0.0148490610706101,0,0,0,0,0,0.0504370265783521,0,0,-0.0543484879425312,0.0370929877893003,0,0,0,0,0,0,0.0353454764118058,-0.0902089883047773,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0495033091573267,0.0168646330899812,0,0,0,0,0,0,0,0.178748115264822,0,0,0,0.0908961055751612,0,0,0,0,0,0,0,-0.0596638261319871,0,0.155825775772389,0,0,0,0,0,0,0,0,0,0.433380722848977,0,0,0,0,0,0,0,0.0385667058371507,0,0,0,-0.247109538819661,0,0
X600688.SH,0,0,0.00963262577003728,0.0160386757930309,0,0,0,0.0547741281424614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213372352903902,0,0,0.0112410871556726,0,0.288725013267007,0,0,0,0.270154671895863,0,0,0,0,0,0,0,0.0346351448247129,0,0.0885125214398304,0,0,0,0,0,0.015503117166196,0,-0.00157454617227235,-0.013128685805183,0,0,0,0,0,0
X600795.SH,0,0,0,-0.0131289207847114,0.122652046749997,0,0,0,0,0,0,0,0.0640456317373666,0,0.0784701617387209,0,-0.00189345062121702,0,0,0,0,0,0,0,0.0940968411097576,0,0,0,0,0,0,0,0.0280757109410307,0,0,0,0,0,0,0,0.109096787852031,0,0,0,0,0,0,0,-0.0393984180002834,0,0,-0.0176730249691075,-5.42101086242752e-20,0.229339236724777,0,0,-0.124363467513111,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.323979225624734,0,0.00819775843154183,0,0.231193397459352,0.0351346190023485,0,0,0,0,0,0,0,0,0,0,0,0.195610808899795,0,0,0,0,0,0,0,0.168321112190928,0,0.25747992425974,0,0,0,0,0.128259272092041,0,0,0,-0.0356149955744597,0,0,0,0,0,-0.0193066388149201,0,0.150737568370549,0,0,-0.191613964154498,0,0
X600188.SH,0,0,0,0,0,0,0,0.290183055324548,0.0648217928849743,0,0,0,0.0166931998560768,0,0,0,0.422129050331602,0,0,0,0,0,0,0,-0.0528068296949196,0,0,0,0,0,0.055472980248234,0,0,0.296451206064832,-0.065365991061898,0.0983348038952384,0,0,0,0.00628379676191671,0.108233155121815,0,0,0.320452677854593,0,0,0,0,0,0,0,-0.0205988148190885,-0.0494656099598876,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.033934205803101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067907207400716,0,0,0,0.55885400037543,0,0,0,0.32610151542529,0,0,0,0,0,0,0,0,0,0,0,-1.17373530380015,0.0358456280047995,0,0,0.593189987964327,-0.448664228665783,0.407996651889209,-0.0694193499818855,0.170166062193877,0,0.243283688143477,0,0
