,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X000792.SZ,X600188.SH,X601158.SH,X600160.SH,X600623.SH,X600309.SH,X000883.SZ,X600583.SH,X600660.SH,X000539.SZ,X000027.SZ,X600352.SH,X000898.SZ,X002466.SZ,X000709.SZ,X600098.SH,X000630.SZ,X002470.SZ,X600021.SH,X000629.SZ,X600578.SH,X600547.SH,X000060.SZ,X600489.SH,X002004.SZ,X000012.SZ,X600022.SH,X600315.SH,X300072.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.626448039125037,0,0,0,0,0,0,0,0,0,0.00831929835692093,0,0,0.0207676978430351,0,0,0,0,0,0,0,0.0356382609366835,0,0.0467588479173814,0,0.0582364637305614,0,0,0,0,0,0,0.0501250397772435,0,6.93889390390723e-18,0,0,0,0,0,0.01102147123833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.326196366784736,0,0.0329477325663203,0,0,0,0.175445785086501,0,0,0,0,0,0,0,0,0,0,0,0,0.0102396295190133,0,0,0,0,0,0,0.141523143817754,0,0,0,0,0,0,0,0,0,0,0,0.00394729476802356,0,0,0,0,0.00931508938712196,0.00596632359235792,0,0,0.0818330240610032,0,0,-0.00729644654269769,0.00793188718913783,0.055164614317377,0,0,0,0,0
X601088.SH,0.216958946283921,0,0,0,0,0,0,0.25839383797653,0,0,0,0,0,0,0,0,0,0,0,0.0369057670949368,0.00309553258335513,0,0,0,0,0,0,0,0,0,0,0,0.0302820238111706,0.0167354456630497,0,0,0,0,0.0289061808111594,0,0,0.0587880105610191,0,0,0,0,0,0,0,0,0,-0.00758534855723947,0.0452330553955303,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133808249580156,0.143315400516909,0,0.0506482490729412,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0.0976267826853496,0,0.011894916526425,0.0805747468784905,0,0,0,0.0110226019325083,0,0,0.0310830363094397,0,0,0,0,0,0.00516599902777325,0.00952417033458965,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12052604485519e-05,0,0.385207077612557,0,0,0,0.146314514733841,0,0,0,0,0,0,0,0,0,0,0,0.0627702393128635,0,0,0.0660704556263067,0,0,0.114774056116515,0,0,0.0333034919842016,0,0.0493035097166273,0,0,0,0,0,0,0,-0.00232678063702204,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107158910673328,0,0.131649185536589,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0369064810747996,0,0.0191454396040687,0,0,0,0.0246759977790328,0.0448935236706667,0,0,0,0.0595807579229004,0,0.0532405254033967,0,0,0,0,0,0,0.0224994771332576,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0286964476077747,0,0,0.0553884442124917,0,0,0.0806264752438327,0,0,0,0,0,0,0.103092473720094,0,0.158635047245704,0,0,0,0.0157133552861973,0,0.0555435648523671,0,0,0,0,0,0,0,0,0.0286796655118049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0798072694895995,0,0,0.284204392013042,0,0.00403773361545929,0.0210717169681811,-1.0842021724855e-19,0.0964566766298287,0.0299833413328187,0.0476702848270136,0.0269744742011804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484003283186141,0,0.0399100168533591,0.130441947490519,0,0,0,0,0,0,0.00387444555539228,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582999719493835,0.115135741720543,0,0.0363423257274751,0,0,0,0,0,0,0.0315612602113846,0.103061449878563,0,0.0252702368591725,0,0.14378204952664,0,0.0161284712282455,0,0.0738715740967509,0,0,0.0172208894552793,0,0.0700195179925281,0,0,0,0,0,0,0,-0.00056532858283443,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0532866930872088,0,0,0.0842897944035985,0,0,0,0,-8.67361737988404e-19,0.26481180687469,0,0.0304261383026575,0,0,0,0,0,0,0,0,0,0,0.092592475281696,0,0,0,0,0,0,0,0.144645006190148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429076979219414,0.0955400050346922,0,0.00363636839087504,0,0,0,0,0,0,0.00372608788917067,0,0,8.67361737988404e-19,0,0,0,0,0.195749337379583,0.0841015268963155,0,0,0.0782076121961069,0,0.0585573379614922,4.33680868994202e-19,0,0,0,0,0,0.00467559864340106,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.200444164684253,0,0,0,0,0,0.131555458565946,0.0148899626354834,0.0709012928605899,0,0,0,0,0.0202555471969079,0.0373344113570719,0,0,0.0225459902849619,0,0.15579443994158,0,0,0.00562904140793737,0,0,0.0125383953128406,0.0975217536498201,0.172257537046585,0,0,0,-0.0183421033236158,0,0,0,0,0,0,0,0,0,0,0
