,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600547.SH,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X000983.SZ,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X600096.SH,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600157.SH,X000630.SZ,X600141.SH,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.575940585059309,0,0,0,0,0,0,0,0.242891425740568,0,0,0,0,0,0,0,0,0.0194141770299403,0,0,0,0,0,0,0,0.0897279448862922,-0.00579769082868326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11115562038772,0,0,0,0,-0.0183817923194938,-0.0258006882233623,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.40559426499255,0.0412425749439888,0,0,0,0,0,0.00711909136020107,0,-0.0775865949469064,0,0,-0.0564918516622458,0.020706491601104,0,0,0,0,0,0,0,0.0831106065639528,0.00230202437387183,0,0,0.152437680528046,0,0.0133061603210242,0,-0.0170595043651328,0.03475047921927,0,0.0126285949376009,0,0,0,0,0,0,0,0,0,0.0892620466520257,0,0,0,0,0,0.0210271261683274,0,0,0,0,0,0
X600028.SH,0.631184594197311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504649910289996,0,0.00632762811937499,0.0197649322158047,0,0,0,0,0,0.0248167696246153,0,0,0,0,0,0.0236846813172414,0.0151140086675394,0,-0.0161929440564894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065102306852501,0,0,0.00835108115481096,-0.00431810779426562,0.0907153757753255,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420988318652064,0,0,0.166722828473462,0,0.0955555363139381,0,0,0,0,0.254658403586412,0,0,0,0,0.0906062489099632,0,-0.0239214550055125,0.256928668361249,0,-0.223447626951366,-0.112678551738314,0,0,0,0,0.0432301412956004,0.0931544316330388,0,0,-0.112289062307552,0,0,0,0,0,0,0,0,-0.0239213679649094,0,0,0,0,0,0
X600188.SH,0,0.729161338381599,0,0,0,0,0,0,0,0,0.0924362813803484,0,0,0,0,0,0.047658124249048,-0.0754472206601736,0,0,0,0,0,0,0,0,0,0.0537381057992633,0,0,0,0,0,0.0223184925838643,0,0,-0.0581007295278999,0,0,0,0,0,0.203329720600322,0.0172475495585814,0,0,0,0,0,0,0,0.00312727081394984,0.0614402819609093,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.457358173572708,0.139933556807219,0,-0.00442759860858864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000307998594260249,0,0.0500924348010977,0,0.0524424370469343,0,0,0,0.082683025760676,0,0,0,0.00464957507020327,0,0,0,0,0,0,0.00413289148595705,0.0334513431201782,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0756107679234738,0,0,0,0,0,0,0,0.29498826484411,0,0,0,0,0.293353687821944,0,0.0666558899398428,0,0,0,-0.0127790419814398,0,0.0234507881215774,0,0.0472352708030452,0.324186234565205,0,0,0,0,0,0,0,0,0.00861237626116387,0,0,0,0,0,0,0,0,0,0,-0.000849431370145257,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.643435429306364,0,0,0,0,0,0,0,0,0,0,0,0.175674865207859,0,0,0,0,0,0,0,0,0.0903037180741283,0,0,0,0,-0.125209011369147,0,0.109073446494998,-0.0340917890668285,0.191034253523688,0,0,0,0,0,0,0,0.0909400666723919,0,0,0,0,-0.0417182947425859,0,0,-0.0232566009504602,-0.0379518927614858,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.294093510990644,0,0.0518460011509685,0,0,0,0,0,0.23381924731403,0,0,0,0,0,0.0717487782082355,0,0,0,0,0,0,-0.0221750592513682,0,-0.025728571519229,-0.00790769831373104,0,0.056669862921929,0,0.00117146898864977,0,0,0.165391008795369,0,0,0.0675071979534729,0,0,0,0,0,0,0,0,0,0,0.107476975626128,-0.0110715537793201,0.00255234303914339,0,0,0,0,0,0
X600019.SH,1.38777878078145e-17,0,0,0,0,0,0.138569298852475,-0.0647934715683447,0,0,0,0.0623599234723882,0,0,0,0,0,0,0,0.382605052687241,0,0,0,0.136201951805797,0,0,0,0,0,0,0,0.0274082396181041,-0.0883069858267623,0,-0.0768694528136506,0,0,0,0,0,0,0,0,-0.0155340991327131,0,0,0,0,0,0.0791730415178931,0,-0.00247234959679172,0,0,0,0,0,0,0
