,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600585.SH,X600886.SH,X000792.SZ,X600362.SH,X600795.SH,X000708.SZ,X002460.SZ,X600010.SH,X600111.SH,X000301.SZ,X600027.SH,X002466.SZ,X600160.SH,X600489.SH,X601699.SH,X600426.SH,X000877.SZ,X000983.SZ,X000786.SZ,X601991.SH,X600803.SH,X000630.SZ,X600985.SH,X000807.SZ,X000933.SZ,X600176.SH,X601168.SH,X002128.SZ,X000408.SZ,X600612.SH,X000932.SZ,X600219.SH,X600096.SH,X000883.SZ,X002271.SZ,X600295.SH,X000027.SZ,X600348.SH,X600282.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.145993450024711,0.0346670739530775,0,0,0,0.0181041877197763,0.206435302526037,0,0.133520705148576,0,0,0,-0.0572314953629792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913831044014331,0,0,0,0,0,0.0285921832799992,0,0,0,0,0,0,0,0,0,-0.0843717223918401,0.120280997038345,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X601088.SH,0.0584748805150648,0,0,0,0.257042087085726,0,0.0054428875483736,0.130806296296379,0,0,0,0,0,0,0,0,0,-0.00133488407690669,0,0,0,0,0,0,0,0,0,0,0.213206852542196,0,0,0,0,0,0,0,-0.0553083069173118,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342948340181813,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0871764563868453,0,0.0275375271970531,0,0,0,0,0,0,0,0,-0.138234488898532,0,0,0,0,0,0,0,0,0,0,0,-0.0449816237706028,0.0787394270503746,0,0,0,0.172844964187404,0.000470235094807758,0,0.0279261367110885,0,0,0,0.0961694881188184,0,0,0,-0.0660773400841796,0,0,0,0,0,-1.6940658945086e-21,0.0489313717565812,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452570287619391,0,-0.0293374212345534,0,0,0.0961744202573821,0,-0.0754787131499904,0.00575099588596883,0.084701631147991,0,-0.128329048390754,0,0,-0.017270724735323,0.0378487647378815,0,0,0,0,0.0110645901917285,0,0.315979924210833,0,0,0,-0.122498003657761,0,0,0,0.0722098743132889,0,0,0,0,0,0,-0.00673221223563787,-0.0685550824949702,0,0,0,0,0,0
X600188.SH,0.0205476483387458,0,0,0,0,0,0.240121010387355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00607009063801763,0,0,0.341832046028349,0,0,0,-0.0953211236037044,0,0,0,0,0.00939611979367872,0.0298707181565751,-0.018006811097916,0,0,0,0,0,0,0,0,0,0,0,0.0789257439942186,0,0,-0.00768740895857471,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0932028128379597,0.0969647720360216,0,0,0,0,0,0.0504285908505273,0.0744760006560588,0,0,0,0,0,0,0,0.0174763865488378,0.0808998301851787,0,0,0,0,0,0.148736684541564,0,0,0,0,0,0.0569073882567034,0,0,-0.167265764726977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.22181004121894,-0.00407961443010517,0,0,0.252308300353562,0,0,0.0892099648083404,0,0,0,0.0132132568209141,-0.163837314041647,0,0,-0.110826823662041,0,0,0,0,0,0,0,0,0,0,0.708681481087975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713473787435397,-0.0164636038585541,0,0,0,0,0,0
X600011.SH,0.0716945549489831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538596813889452,0.0404619203418453,-0.0560712160705829,0,0,0,0.0556582150395096,0,0,0,-0.0083660761917202,0,0,0,0,0.256297784510717,0,0,0,0,0,0.0310778645357049,0,0.0109740113896862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.221328074778038,0,0,0,0,0,0,0,0,0,0.141919531888194,0,0,0,0,0,-0.0489551617463056,0,0,0,0.57775250833598,0,0,0,0,0,0,0,0,0,0,0.0631731830608874,-0.0289379693214361,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0936915857858585,0,0,0,-0.118622800537848,0,0,0,0,0
X601600.SH,0.0498975157670119,0,0,0,0,0,0,0,-0.0275160729929703,0,0,0,0,0,0,0,0.0901613926719052,-0.0758097822711408,0,0,0,0.188157052084227,0,0.0595574527654923,0,0,0,0.0727359802760857,0,0,0,0,0,0,0.312480752489882,6.93889390390723e-18,0,0.21863071737546,0,0,0,0,0,0,0,0,0,0,0,0.0967179951372953,0,0,0.0314474183490207,0.233928972071187,0,0,0,0,0
