,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X600795.SH,X600886.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X601991.SH,X600027.SH,X600803.SH,X600176.SH,X601699.SH,X000983.SZ,X000408.SZ,X600160.SH,X600348.SH,X000629.SZ,X000723.SZ,X600378.SH,X600995.SH,X600096.SH,X600219.SH,X000786.SZ,X600489.SH,X600157.SH,X600399.SH,X000831.SZ,X002353.SZ,X600688.SH,X000807.SZ,X600985.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.675524274143758,0,0,0,0,0,0,0.190285125370705,0,0,0,0,0,0,-0.0626692504337487,0.0223873509022856,0,0,0,0,0.0815336651409436,0,0,0,-0.0163611555030902,0,0,0.00733524737446629,0,0,0,0,0,0,0,-0.0100138418405391,0,0.0550825259397994,0,0,0,0,0,0.0815001031059808,0,0,0,0.0175220173838377,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.120427570368497,-0.024342964372918,0,0,0,0,0,0.0264328427018431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361386175862329,0,0.07800973152062,0,0,0,0,-0.0419400724064493,0,0.0846813224438774,0,0,0,0.0199602887956077,1.73472347597681e-18,-2.16840434497101e-19,0,0,0,0,0,0,0.037332520631799,0,0,0,0,0,0
X600028.SH,0.587815508230711,0,0,0,0,0,0.0285598701634681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113429769092162,0.0359991479425913,0,0.015112795890039,0,0.019874791996793,0,0.0751940104965894,0,-0.0104671613447846,0,0,0.0289234446546292,0,0,0,0,-0.0268777835399538,0,0,0,0.040818005559779,0,-0.0176595039662138,0,1.73472347597681e-18,-0.0218674153058452,0,0,0,0,0.0106596122652196,0.0120527894051712,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485500736448515,0,0,0.113246601807206,0.124589118382309,0,0,0,0,0,-0.187254761606596,-0.102554554238502,0,0,0,0,0,0.101856427053082,0.372835172089566,0,0.144579243231452,0,0.00591987359722192,0,0,0,0.0813396859370612,0,0.0364741915950462,0,0,0,0,0,0,0
X600188.SH,0,0.821869170101564,0,0,0,0,-1.73472347597681e-18,0,0,0.126709294039346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999651572455496,0,0.0626517815933765,-0.214546799561342,0,0.0364493974557389,-0.0150319128208289,0,0,-0.0131059695182299,0,0,0,0,0,0,0,0,0,0,0.0207596014166922,0,0,0,0,0,-0.0200511532689124,-0.0136140560556129,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.398020330890612,0,0,0,0,0,0.0890974287720486,0,0,0,0.065521939324376,0,0,0,0.0135492837745125,0,0,0,0,0,0,-0.178427430102794,0,0,0,0,0,0.0171353155821483,0.0898377499832878,0.0550245760972406,0,0.034456014380502,0,0,0,0,0,0.037714274681488,0,0.261983374749342,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0542021115495682,-0.0147607551661181,0.455825029659827,0,0,0,0,0,0,0,0,0,0,0.048870826037644,0,0.0564313131673067,0,0.179086698767055,0,0,0,0,0,0,0,0,0.160079889775714,0,0.526404364036948,0.0581942473058373,0,0,0,0,0,0,0,-0.126436153073116,0,0,0,0.0801772001934544,0,-0.160708904069374,0,0,0,0,0,0.0184183528302326,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0397774624049923,0,0,0,0.139732264797738,0,0,0.129810757614662,0,0,0.00795903896388884,0,0,0,0,0,0,0,-0.0852457842295877,0,0,0,0,0,0,0,0,0.135592284361144,0,0.45597450607688,0,0,0,0,0.0432948988299987,0,0.00887219320255216,0.0480141542187616,0,0,0.000862568916850845,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.208348615964877,0.0740636664030925,0,0,0,0,0,0.0961201103822292,0,0,0,0,0,0,0,0,0,0.0680287613714067,0,0,0,0,0,0,0,0,0.21852814113458,0,0,0,0.0104461547122519,0,0.0367353885464173,0,0,0.131261232803306,0,0,0,0,0,0,0.106528791603293,0,0.00546596764295566,0,0,0.0415657780987831,0,0,0,0,0,0
X601898.SH,0.0768087720061693,0,0,0,0.107602378949511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0582679117221408,0,0,0,0,0,0.116572825410145,0,0.177992370257824,0.299062548788448,0,0,0.0924091833053188,0,0,0,0,0,0,0,0,0,0,-0.0557727012465285,0,0,0.0908300680884624,0.0419057568068717,0,0,-0.0320020149145585,0.0364321363571826,0,0,0,0,0,0
