,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X000983.SZ,X002466.SZ,X600219.SH,X000786.SZ,X601699.SH,X000807.SZ,X600160.SH,X600985.SH,X600096.SH,X600176.SH,X000408.SZ,X000630.SZ,X002128.SZ,X601168.SH,X000933.SZ,X600995.SH,X000883.SZ,X000877.SZ,X600352.SH,X600378.SH,X002353.SZ,X600863.SH,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.356894377644558,0,0,0,0,0,0,0,0,0,0,0.0182389434514317,0,0,0.00629536915294045,0,0,0,0,0,0,0,0,-0.0165815902754266,0.356790084610304,0,0,0,0,0,0,0,0,0,0,0.114205579517114,0,0,0,0,0,0,0.0520321829242591,0,0,0,0,0.066527000530526,-0.0769530060968434,0,0,0,-0.100399096948783,0,0
X600028.SH,0.438317773117358,0,0.165789752968746,0,0.164396396292707,0,0.036683385524279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558640509721421,0,0,0,0,0,-0.0857700601253364,0,0,0,0,0,-0.033436512206856,0,0,0,0,0,-0.0390769896007046,0,0,0,0.161166499350838,0,-0.00158081670990554,0,0,0,0,0,0.036077105267261,0,0.0200676305773113,0,0,0.0104361238631344,0,0
X601088.SH,0,0.19427290318276,0,0,0.0912694612971703,0.161518054391679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00363278613778497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151397891354954,-0.0497601934486904,0,-0.0270991617857276,0,0,0,0,0,-0.00738434903117161,0,0,0,0,-0.0156367068693708,0,0
X600309.SH,0,0,0,0,0,-0.0407796201150311,0,0,0,0,-0.0166293271734265,0,0,0,0,0,0,0,-0.0962860655362575,0,0,-0.0117599917041369,0,0,0,0.318501908431662,0,0,0,0,0,0,0,0,-0.14125221617225,0,0,0,0.340666191135667,-0.00741536899200108,0,0,0,0,0,0.229161477143677,0.0286669408813162,0,0,0,0,-0.0348048604257709,-0.0779857572357923,0,0,0,-0.0246265198158708,0,0
X601898.SH,0,0.347347070402724,0.208842885236382,0,0,0.155859522772201,0,0,0,0,0,0,0,0,0,0,0,0,0.0202631057822646,0,0,0.0300916689045355,0,0,0,0,0,-0.0314344618435775,0,-0.000707025004558322,0.121205652403278,0,0,0,0.0613061813512875,0,0,0,0,0.131868628129491,0,0,0,0,0,0,-0.0844842059947115,0.133248891561848,0,0,0,0,0,0,0,0,0.0147481115284606,0,0
X600188.SH,0,0,0,0,0.00211177255995445,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105872547260736,0,0,0,0.453955950116434,0,0,0.264832731568327,-0.0884947664122636,0,0.122060079046719,0,0,0,0.129354250696225,0,0,0,0,-0.0132261370880248,0,0.122524463533167,0,0,0,-0.0137358436991774,0,0,0,0,-0.00467088268528931,0,0
X600019.SH,0,0.479047387094222,0,0,0.00962713030909556,0,0,0,0,0.10807459346284,0,0,0.0825075615635715,0,0,0,0,0,0,0.372451252483798,0,0,0,0.120059770991095,0,0,0,0,0,0,0,0,0,0,-0.163514396310251,0,0,0,0,0.066858706999932,0,0,-0.0221607488426066,0,0,-0.15677684031344,-0.0547736672595497,0,0,0,0,0.0546303995435317,0,-0.110539269871585,0,0,-0.00767752821576645,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0853688567632073,0,0,0.0609572756061147,0,0,0,0.289035720421824,0,0.286033307675162,0,0.00312603923290319,0.152471451886946,0.0659545409561444,0,0,0.053475456686314,0,0,0,0,-0.251747826870173,0,0,0,-0.125257744454191,0,0,-0.130648106619103,0,0,0,0,0,-0.0979499094903868,-0.146004545940824,0,0,-0.0462672491679854,0,0
X600886.SH,0.311365906047082,0,0,0,0,0,0,0,0,0,0.127394965733322,0,0,0.170854079914665,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0496394987358633,0,-0.164881424746912,0,0,0,0,0,0,-0.135621447769033,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120075680056809,0,0.0379108341146455,0.142351005868053,0,0,-0.0195492852490287,0,0
X601600.SH,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0785890724769131,0,0.158601748867606,0,0,0,0,0,0.0722873324496996,0,0,0,0,0,0,0,-0.0763246732543426,0,0.411177797240807,0.00929719779271679,0,0,0,0.158121667387586,0,0.148007835031445,0.260162171859492,0,0,0.11688268654911,-0.02635425729839,0,0,0,0,0,0,0,-0.013070817040288,0,-0.01146617301879,0,0,-0.00281256954548952,0,0
X600547.SH,0,0,0,-0.157102700276204,0,0,0,0,0,0,0,0,0,0,0,0.025767228169511,0,0,0.62260470421519,0,0,-0.0433489860998763,0,0,0,0,0,0,0,0,0,0,0.16534788301513,0,0,0,0,0,0,0.126858166950371,0,0,0,0,0,0,0,0,0,-0.213138008589131,0,0,0,0,0,0,0.0252498777636553,0,0
X600585.SH,0,0,0,0,0,0,0,0.0333774204435756,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864736628938189,0,0.192204693891936,0,0,0,0,0,0.0806645464873164,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0666769340279089,0.0600319097805086,0.136461733554467,-0.00810386974745949,0,0,0,0,0,0.104012860688989,0,0,0,0,0.00675146317641572,0,0
X600011.SH,4.33680868994202e-19,0,0.148561395968278,0,0,3.46944695195361e-18,0,0.0263439273336194,0,0,0,0.0250066371236867,0,0.230848376101757,0,0,0,0,0,0,0,0.126106857056845,0,0,0.0649227438542732,0,0,0,0.0334558483265503,0,0,0,-0.0926892770236498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239733451738938,0,0,0,-0.0285310206658156,0,0,0,0,-0.0773585558586922,0,0
X600795.SH,0.00126561895693493,0,0,0,0,0,0,0,0.13965554681567,0.0237552528706853,0,-0.0869473873935013,0.156480689106762,0,0,0,0,0,0,0,0,0.111252127075694,0,0,0,-0.0390036641112183,0,-0.0670520958203643,0,-0.0557761680459673,0,0,0,0,-0.0756341432480938,0,0,0,0,0,0,0,0.255441208018076,0,0,0,0,0.0661449673180911,0,0,0,0,0,0,0,0,-0.0112493548293964,0,0
X000792.SZ,0,0,0,0.0658298296292504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195648394217134,0,0,0,0.20722936519625,0.115653438507412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743242090744923,-0.0988555064831576,0.067216155415161,0,0,0.00829963786763034,-0.0450205936348824,0,0,0,0,0,-0.00733847988687506,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0561007345328578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034532342499495,0.0157449545403105,0,0,0,0.0572114373671249,0.0693844589320426,0.372188732820537,0.0642178945478861,0,0,0,0,0,0,0,0,0,0,0,0.00220712207310447,0,0,0,0,0,0
X600010.SH,0,-0.0879061448807774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601099628948811,0,0,0,0,3.46944695195361e-18,0.0276000662246921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359896836653291,0,-0.00268170720430224,0,0,0,0,0,-0.0122425787615656,0,0,0,0,0.0180271521028697,0,0
X600111.SH,0,-0.10656479082992,-0.0351403733553937,-0.101128677713718,0,0,0,0,0,0,0.112881425287012,0,0,0,0,0,0.0753922415095578,0,0,0,0,0,0.249271215113087,0,0,0,0.0289236467928815,0.0737850617780123,0,0,0,0,0,0,0,0,0.148784078347221,0,0,0,0,0.279250284442522,0,-0.0628787470132384,0,0.131772971402268,0,0,0,0,0,0,0,-0.0513958388712099,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.69044310917598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12286351167832,0,0,0,0.176719876121762,0,0,0,-0.281727624489276,-0.172616299101156,0,0,0,0,0,0.17854082969392,0,0,0,0,0,0,0,0.00232671607475307,0,0.20833865889667,0,0,0.0395499283853958,0,0,0,-0.067698545774723,0,0
X000708.SZ,0,0,0,0,0,0,0.0369630420271196,0,0,0,0.0178814585527091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531176679151568,0,0.00727628330905127,0,0,0,0.0186682744238983,0,0.16924003152979,0,0.270012373618394,0,0,0,0,0,0,0,0,0.294879650272423,0,0,0,0,0,0,-0.0391964011359761,0.00727106574620138,0,0,0,0.00492661753883072,0,0
X600803.SH,0,0,0,0.0249453707273071,0.132309895282957,0,0,0.0709192457358597,0.241023267348698,0,0,0,0,0,0,0,0,0,-0.0188083097089384,0,0,0.0367239896433202,0,0,0,0,0,0,0,0,0,-0.127615655895643,0.0744754752635186,0,0,-0.032794303236249,0,0,0.144596831674532,0,0,0.174272238781399,0,0.035607440147448,0,-0.00681908316342064,0,0,0,0,0,0.0227883225605054,0.0912057196906933,0,0,0,-0.0261788427064472,0,0
X600027.SH,0,0,0,-0.174941233811855,0,0,0,0,0,0,-0.27258751013396,0,1.04800799583894,-0.0905874049084593,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0654850772545719,0,0,0.173265827409727,0,0,0,0,0.1024935188968,0,0,0,0.171568085956114,0,0,0,0,0,0,0,0,0,0,-0.0969466700844236,0.130247410234909,-0.102265503618525,0,0,0,0.0261207295082756,0,0
X002460.SZ,0,0,0,0,0,0.0594609908271413,0,0,0,0,0,0,0,0,0,0,0,0.112650964469592,0,0,0,0,0,0.154384387099075,0,0,0,0.623311527068057,0,0,0,0,0,0,0.200056947800291,0,0,0,0,-0.0544376953922811,0,0,-0.191999197749841,-0.0465092878475888,0,-0.00952805974684317,0.103334124321799,0,0,0,0,0.0457613396305236,0,0,0,0,-0.0094818303827113,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,-0.0744748833020884,0.0697989585015287,0,0,0.145157943932225,0,0,0,0,0,0,0,0,0,0,0,0.3568558875282,0,0,0,0,0,-0.000994844509898097,0,0.0865003200407169,0,0,0,-0.0423881759952034,0,0,0,0,0.0197083154082372,0.113198718130444,0,0,-0.103655540078228,0,0,0,-0.0234473989125812,0,0,0,0,0.0224704754261341,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479598334835292,0,0,0,0,0,0,0,0,0,0,0,-0.0632148575030732,0,0.165917208093647,0.130417539069502,0.179845053890246,0,0,0,0.454126692890282,0,0,0,0.0514158075325491,0.0274867894119752,0,0,0,-0.0223779891379698,0,0
X600426.SH,0,0,0,0.670654740632748,0,0,0,0,0,0.117146670617111,0.0048463135115222,0,0,0,0,0,0,0,0,0.114802602344442,0,0,0,0,0,0,0,0,0.0250691794714232,0,0,0,0,0,0,0.175497731185573,0,0,0,0,0,0,0,0,-0.0705743097854717,0.0389498986326496,0.0871554388359787,0,0,0,0,-0.0158125921203008,0,0,0,0,-0.0149709561501749,0,0
X000983.SZ,0,0,0,0,0,0.0680502408650292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908582429286504,0,0,0,0,0,0.287272846469073,0,0,0.137246900448611,0,0,0.0197355916891188,0.098490639437649,0.00713707899454934,0,0,0,0,0,0,-0.0112878100417402,0,0,0,0,0,-0.0111573699265138,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0462818636489318,-0.0112632384622068,0,0,0,0,-0.0344675304189383,0,0,0,0,0,0,0,0,0,0.148263756368828,0,0.748576828761459,0,0,0,0,0,-0.036379279526988,0,0,0,0,0.14428416082747,0,0,0,0,-0.0162182215234239,0,0,0,0,0.0768778738420433,0,0.0855382282412146,-0.0303009874824409,0,0,0,0,0,0.012751806383914,6.93889390390723e-18,0,0,-0.0033310050690213,0,0
X600219.SH,0,0.00373900154162177,0,0,0,0,0,0,0,0.114554826536701,0,0,0,0,0.115398724395123,0,0,0,0.0798255194978192,0,0.120745205773985,0,0,0.0229831142553064,0,0,0,0,0,0,0,0,0,0,0.0643325276446234,0,0,0.16656959582953,0,0.233991093239959,0.0521851040522634,0,0,0,0,0,0,0,0,0.00201088033641893,0,0,0,0,0,0,-6.7762635780344e-21,0,0
X000786.SZ,-0.0316851034796796,0,0,0.0499448238328043,0,0,0,0.311545698897633,0,0,0,0,0,-0.0393380580398672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415976733440922,0,0.0788045774466532,0,0,0,0,0.362354461474351,0,0,0,0,0,0,0,0.0312762431387417,0,0,0.109214947878716,0,0,0,0,0.00749693066079446,0,-0.107640355917536,0,0,-0.0218550594611679,0,0
X601699.SH,0,0,0,0,0.144313441402821,0.179514448475907,0,0,0,0,0.0405677384703091,0,0,-0.0978480807785106,0,0.017930956063673,0,0,0.0102550309756562,0,0,0,-0.089828069136059,0,0,0,0.144002220263964,0,0,0.0804666038543551,0,0,-0.0314369465930739,0.240853457131222,0,0,4.33680868994202e-19,0,-4.33680868994202e-19,0,0.190847441457298,0,0,0,0,0,0.0107673301684661,0,0,0,0,0,-0.0377824908068626,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,-0.0487320801719867,6.93889390390723e-18,0.117893640338549,0.179095468570238,0,0,0,0,0.15568962564843,0,0,0,0,0,0,0,0,0,0,0,0,0.0873141476922865,0,0,0,0,0.0672662732855955,0,0,0,0,0,0,0.157695768926961,0.17363888572541,0,0,0.019567484102518,0,0.0334129702436411,0,0.169870658815924,0,0,-0.0986066340353646,-0.00615135989400943,0,0,0,0,0.0441094977788296,0,0
X600160.SH,0,-0.110371368608113,0,-0.209930451157571,-0.578357572375132,0,0,0.171112162185236,0,0,0,0,0,0,0,0,0,0,-0.134973076589254,0.492150644316126,0,0.076247312604772,0,0,0,0,0,-0.264621808928618,0,0,0,0.0190267786436592,0,0,0,0,0,0.0986689064030336,0,0,0.540344555699139,0,0,0,0,0,0.328178103609748,0,0,0,0,-0.116083707064352,0,0,0,0,-0.0593474894865179,0,0
X600985.SH,0,0,0,0,0,0.164402748470594,0,0,0,0.0494454900563953,-0.0531552514735365,0,0,0,0,0,0,0.0515596525256702,0,0,0,0.0846835428636127,0,0,0,0,0,0.0296794344936772,0,0,0.536483445514354,0,0,0,0,0.144751016995161,-0.0802111889862518,0,0,0,0,0,0,-0.0311319129509614,0,0.0196603543371707,0,0,0,0,0,-0.00663064957096909,0,0,0,0,0.0215716262556898,0,0
X600096.SH,0,0,0,0,0,0,0,0.0653333422278736,0,0,0,0,0,0,0,0,0,0,0.186046286526843,0.0805499612424908,0,0,0.101003911194849,0,0,0,0,0,0.217912659200798,0.105727309060886,0,0,0,0,0,0.0400541235070008,0,0,0,0.032017197591277,0,0,0,0.0445210824890153,0.118246553527982,0,0,0,0.078735128109977,0.183634754247127,0,-0.0926236608209483,0,0,0,0,0.00149434382295262,0,0
