,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X000539.SZ,X600027.SH,X600188.SH,X600362.SH,X002075.SZ,X600111.SH,X600157.SH,X600583.SH,X601158.SH,X600309.SH,X000898.SZ,X002353.SZ,X600352.SH,X601992.SH,X600021.SH,X000878.SZ,X600660.SH,X600808.SH,X000959.SZ,X002470.SZ,X000629.SZ,X000027.SZ,X000883.SZ,X000792.SZ,X600863.SH,X600489.SH,X600578.SH,X000825.SZ,X600315.SH,X000012.SZ,X600395.SH,X600547.SH,X000761.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.525978296022538,0,0,0,0,0,0,0,0,0,0.146653046229863,0,0,0,0,0.0303036620699881,0,0,0,0.0279277289071719,0,0,0.0584235649011322,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0446163212942715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717660936919702,-0.0050136357471834,0,0,0,0,0,0
X600028.SH,0.45705093430971,0,0,0,0.00768822277946052,0.163908759606005,0,0,0.0202126918395935,0,0.0515510700454592,0,0.0308996145496037,0,0,0,0.0413060212174846,0,0,0,0.0872012674938144,0,0.0804171915042905,0,0.0154389856494159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726220850728591,0.0115780694188296,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0249956416045893,0.0300254622370549,0.0138891220095569,0.138676751045031,0,0.136311007808383,0.0725605062738631,0,0,0,0,1.0842021724855e-19,0,0,0,0.127180142457353,0,0,0,0,0,0.118061606918168,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108310901044087,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0144383101094322,0,0,0,0,0,0,0,0,0,0.201827651688095,0,0.057208754896138,0.00316316106867461,0,0,0,0.0744162673572411,0,0,0,0.205067302476836,0,0,0.116662379653659,0,0,0.163402968465365,0,-0.0288354250164661,0,0,0,0,0,0,0,0,0,0,0.14031658330063,0,0.00908579949562069,0,0,0,0,0,0,0
X600011.SH,0.0250042424209482,0,0,0,0,0,0,0,0.0470724346741929,0.0163178481473778,0,0.156945097330224,0,0,0,0.261711524249769,0,0,0,0,0,0,0.000904481408780359,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0256884687575554,0,0,0,0,0,0,0,0,0.37546073528303,0,0,0,0,0,0,0,0,-0.00400035819611913,-0.00129914632746001,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0671157979686355,0,0,0,0.0974607412766046,0,0,0.0729316413441496,0,0,0,0,0,0,0,0,0,0.119609286507392,0,0,0.293880379118807,0,0,0.0458702060808273,0,0,0,0.00817293055421984,0,0,0,0,0,0,0.0472715948895902,0,0,0,0,0,0,0,0,0,0,-0.00025204189029878,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.131454557219579,0,0,0,0.117613286335485,0.0365305785948752,0,0,0,0,0,0,0.127298613295041,0,0,0,0,0,0,0.0591870637959885,0,0,0,0.0512733690205906,0,0.112637142470927,0,0,0,0,0,0,0,0,0,0.0394442082023964,0,0,0,0,0,0,0,0,-0.013447659551421,-0.0211657378698084,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.128689392360663,0,0,0,0,0.00144972419582676,0,0,0.0980535780680307,0.148666993556984,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0231281281675744,0,0,0,0,0,0,0,-0.0518588521155255,0,0,0,0.183062346202826,0,0,0,0,0,0,0.106207016188923,0,0.00228976878262756,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.179068929418058,0,0.0924886859249965,0,0,0,0.00926623622795609,0.0262485803617458,0,0,0,0,0,0,0,0,0,0.193504101562664,0,0,0,0,0,0,0,0.1384097481464,0,0.228325975621703,0.0836653292749498,0,0.0869793146638664,0,0,0,0,0,0,0,0,0.00610424801854044,-0.00713264990071768,0,0,0,0,0,0
X600795.SH,0,0,0,1.73472347597681e-18,0,0,0,0.0247410622307416,0,0,0.119947047544988,0.0625317478372207,0,0,0,0.0212372362453667,0,0,0,0,0.0738243145761276,0,0,0,0,0,0,0,0.103680159890304,0,0,0,0,0,0,0,0,0,0.318753260331744,0,0.114696375325567,0,0,0.0561236904311832,0,0,0,0,0,0.00549624915351264,0.0236707327776972,0,0,0,0,0,0
