,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600362.SH,X600547.SH,X601600.SH,X000301.SZ,X600010.SH,X002466.SZ,X600111.SH,X000786.SZ,X600188.SH,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X601991.SH,X000932.SZ,X600801.SH,X600803.SH,X600795.SH,X600219.SH,X000027.SZ,X600352.SH,X600489.SH,X000807.SZ,X000898.SZ,X600688.SH,X000825.SZ,X600157.SH,X600315.SH,X002353.SZ,X600516.SH,X600027.SH,X600808.SH,X600486.SH,X601168.SH,X600299.SH,X000723.SZ,X002080.SZ,X000959.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.284894099253981,0,0,0,0,0,0,0,0,0,0.0457883060189088,0,0,0,0,0.0128641950345597,0,0,0,0,0,0.0341121155482909,0,0,-0.0396910858283168,0,0,0,0,0,0.0421693015880032,0,0,0,0,0.000846244094956305,0,-0.0196868210576429,0.0603849579065143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514506142549389,0,0
X600028.SH,0.543141480855014,0,0,0,0,0,0,0,0,0.0572794552762508,0,0,0,0,0,0,0,0,0,0,0,0,0.147373917646974,0,-0.00656840547111057,0,0,0,0,0,0,0,0,0.120008648398409,0.036536972842592,0,0.0389470941858009,0,0,0,0,0,0,0,0,0,0,-0.0400765675076122,0,0,0,-0.00093532672867901,0,0,0,0,0.00701523505490654,0,0
X601088.SH,0,0,0,0,0,0,0.0243799478618083,0,0,0.0382358175040809,0,0,0,0.0586851748707662,0.0993586511165122,0,0,0,0,0.129703783197837,0,0.0660475617605829,0,0,0,0,0,0,0,0.0506696984956557,0.033124632992939,0,0,0,0,0,0,0,-0.00288277682224912,0,0,0,0,0,0,0,-0.00891253561856449,0,0.0725645594622706,0,0,0,-0.0145379537563936,0,0,0,0.012514285308577,0,0
X600309.SH,0,0,0,0,0,0,0.209422791890498,0,0,0,0,0.0189678682506737,0,0,0,0,0,0.166418268980925,0.14864703066924,0,0,0,0.173749665926486,0,0,0,0,-0.0174695045202946,0,0,-0.0603170206896716,0,0,0,-0.203436665709681,0,0.184166085717509,0,0.075682418790425,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202002570468738,-0.0618904854724525,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.00619834801627619,0,0,0.0390320618375194,0,0,0,0,0,0,0,0,0,0.0565356193629353,0,0,0.0169062084849278,0,0,0.0539931519952071,0.168222742465241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656870813089876,0,0,0.0289008468453172,0,0,0,0,0,0,0,0,-0.0310478278182649,0,0,0,-0.0188531321294364,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429238372349309,0,0,-0.0140837226637101,0.0630165332641244,0,0,0,0,0,0,0,0,0.394875008760942,0,0,0,0,-0.0130478961204815,0,0,0.118696121823019,0,0,0.272216119179144,0,0.109699616043645,0,0,0,0,-0.0274131664308626,0,0,0,0,0,0,0.0251719924229987,0,-0.0525680011816717,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0568711823608523,0,0,0,0,0.222976130063304,0,0,0.0484354229257485,0,0,0.131117338222579,0.00999623187995662,0.503079508262788,0.130661405846467,0.0571325369333164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625685662274107,0.00488717466687341,0,0.0807656530866654,0,0,0,0,0.0139685374224147,0,0,0,0,-0.0117656360027475,0,0
X002271.SZ,0,0,0,0.0391654777823035,0,-0.248217800735705,0,0,0,0,0,0,0,0,0,-0.0240624382786502,0,0,0,0,0,0,0.147696967534246,0.0213121767427483,0,-0.106888247926801,0,0.111195861406105,0,0.104205778143009,0,0,-0.18999862905045,0.0870163611012897,0,0,0,0,0,0,0.115475304073247,0,0,0.11824213288495,0,0,0,0,0,0,0,0,-0.0198001467674982,0,0,0,-0.011088496412075,0,0
X600660.SH,0,0,0,0,0,0,0.182800591116295,0,0,0.0133901412457127,-0.152028163010144,0,0,0,0,0,0.0305557500501715,0,0.116756190985204,0,0,0,0,0,0,0,0,0,0,0,-0.0168027860049055,0,0,0,0,0,0,0,0,-0.12623866105379,0.0105275459102494,0,0,0.300944981314648,0,0,-0.00892694590324611,0.118014452588619,0,0,0,0,-0.0363706283626991,0,0,0,-0.0200672942723434,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.206893681002736,-0.181168361042239,-0.0428369648286584,0,0.190871877455869,0,0.0944618071751952,0,0,0,0,0,0,-0.164714003955868,0,0,-0.169553083631943,0,0,0,-0.0431570370565681,0.548103220142169,0,-0.0601424268677402,0,0.031075166682684,0.140724866888933,0,0,0,0,0.163113869878331,0.14970522240352,0,0,0,0,0,0.050461220962209,0,0,0,0,-0.0962769438445209,0,0
