,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X000792.SZ,X600583.SH,X601158.SH,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000630.SZ,X000539.SZ,X002470.SZ,X600660.SH,X600008.SH,X600808.SH,X000825.SZ,X000027.SZ,X000629.SZ,X600549.SH,X600021.SH,X600098.SH,X600315.SH,X600578.SH,X600307.SH,X601699.SH,X000983.SZ,X000060.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.53693255443114,0.0470061504993212,0,0,0,-1.73472347597681e-18,0,0,0,0,0.200328778904973,0,0.16145528753522,0,0,0,0,0,0,0,0,-0.00346793625175778,0,0,0,0,0,0,0.019509670347016,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.00969587265717604,0,0,0,0,0,0,0,0,0,0.02820608119309,0.0104545595764374,0,0,0,0,0,0
X600028.SH,0.320586846219417,0,0,0,0,0,0.118629376809334,0,0,0,0,0,0,0,0,0.350862449338994,0,0,0,0,0,0,0,0,-0.0279885461411493,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0907987876392809,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501751927726284,-0.00865916652478407,0,0,0,0,0,0
X601088.SH,0.0115339214684753,0,0,0,0,0.0837615506403397,1.73472347597681e-18,0.177962788968382,0,0,0,0,0,0.197763855255614,0,0,0,0.0405960126650175,0,0,0,0,0,0,0,0,0,0,0,0,0.0246088488705273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338912656964063,0.0250795583946476,0,0,0.00785073006225703,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.00985050989549422,0,0,0.22307323831066,0.0131084603856967,0,0.309121529560453,0,0.122320947472559,0,0,0.195932444636032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0795777716187695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153778914424077,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747541060395062,0,0.0905925587836132,0,0,0,0,0.0883077369243147,0,0,0,0,0,0,0,0,0.0496782340673025,0,0,0,0.0349057979086477,0.0145439557991062,0,0,0.0472316538546546,0,0,0,0.248855827923956,0,0,0,0.158052535367233,0,0,0,0,0,0.00466990534270702,0,0,0,0,0,0
X600019.SH,0.0210228262922114,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.116685574323446,0,0,0,0.0761193017659025,0.073502481796942,0,0,0,0,0,0,0.247439720495397,0,0.157660354221854,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0438408563523895,0,0,0,0,0,0,0,0,0,0,0.00525793276602852,0,0,0,0,0,0
X601600.SH,0,0.058635777697619,0,0,0,0,0,0.402749229170021,0,0.072997748963978,0,0.101150622020129,0,0,0.176775055260801,0,0.186253492194842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414745577136372,0.0528553892866178,0,0,0.034349043038758,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166615025790302,0,0,0,0,0,0
X601898.SH,0,0,0.0298978894484641,0,0,0,0.0394775211030226,0,0,0.0719421600314018,0,0,0,0,0,0,0,0.0340215175469035,0,0,0.131713890148015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107519984620905,0,0,0.0216737973339804,0,0,0,0,0,0.0381411953371355,0.0718839462002706,0,0.286759386179187,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.092102796346184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569206284042605,0,0,0,0,0,0.304151999374074,0,0,0,0,3.46944695195361e-18,0,0.0140470992140506,0,0,0,-0.145519194699851,0,0.0451635528774161,0,0.0357793865707933,0,0,0,0,0,0.0651919375213092,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.29076486913503,0.0880621073937662,-0.0118139958587218,0,0.167434198608332,0,0,0,0,0,0.122198484614253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411854103023487,0,0,0,0,0,0,0,0.221263241713978,0,0,0,0,0,0,0,0,0,0.0155152589237741,-0.0167140822736678,0,0,0,0,0,0
