,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600795.SH,X600547.SH,X601600.SH,X600188.SH,X300072.SZ,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600111.SH,X600886.SH,X601992.SH,X600489.SH,X600309.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000723.SZ,X600352.SH,X000408.SZ,X600583.SH,X000883.SZ,X000959.SZ,X000983.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000630.SZ,X600021.SH,X600126.SH,X000012.SZ,X600098.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0380136124441802,0,0,0.00789100381945438,0,-0.0072785043246562,0,0.00184333283894904,0,0,0,0,0.085602173919994,0,0,0,0,0.00451667012308135,0,0.00394463247321204,0.0136249347861307,0.0152291057724553,0,-9.17017689302056e-05,0,0,0.0607902810491228,0,0,0,0,0,0,0,0.0435359890947533,0,0,0,0,0,0,-0.000462602371313714,-0.0104921218607124,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0481821697033958,0,0.135310803579772,0,0.0982365969717766,0,0,0.00756908589997502,0,0,0.0350618448848983,0,0,0,0,0,0,0,0,0,-0.00990298934811909,0,0.0336854033213148,0,0,-0.00498295310045736,0,0,0,0,0,0.0631570816142093,0,0,0,0.0283347693964714,0,0,0,0,0,0,0,0,0.0176146979189437,0,0,0,-0.0219870959693983,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.107783844150381,0.127711964600109,0,-0.0020388550666251,0,0.0630188735226683,0.0297290083705339,0,0,0,0,0.0797315015306666,0,0.00393941595139046,0,0.0644611068262301,0,0,0,0,0,-0.0109591701332606,0,0,0,0,0,0,0,0,0.0252087097683734,0,-0.0326817473654978,0,0,0,0,0,0,0,-0.0457326303053138,0,0,0,0.00347448416086933,0.0678831935843127,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0680883259240861,0,0,0.00780151417964717,0,0.0505728699238573,0.0695086079208264,0,0,0,0,0,0.226212584670441,0,0,0,0,-0.0355818097663117,0,-0.225395048008249,0,-0.00821630102880069,0,0,0,0,0.244486932337574,0,0,0,-0.0644890821343731,0,0.0475168214096188,0,-0.140270466253001,0,0,0,0.0566143612899621,0.0290577814778394,0,0,0,0,0.0243275485935452,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0402316914859152,0,0.0548206012499939,0.0712090892400191,0,0,0,0,0.0042201151338479,0,0,0,0,0.152616350430698,0.0396548867954272,0,0,0,0,0,0,0,0.136162556278722,0,0,0,0,0,0,0,0,0,0,0.0634082645047437,0.0401029986062609,0,0,0,0,0,0,0.0018144012357704,0,0,0.00474933434794969,0,0,-0.0505892773993986,0,0,0,0,0,0
X600585.SH,0,0.292020313579916,0,0.0476679355383292,0.157367126853108,0,0,0,0,0,0,0,0.110348719382085,0.0337956683568761,0,0,0,0,0,0,0.127398889570358,0,-0.00619667351227997,0.0791515833711856,0,0,0,0,-0.124711811643676,0,0,0,0,0.0963759852605154,0,0,0,-0.0225857692056324,0,0,0,0,0,-0.0533424996232116,0,0,0,-0.148728099006674,0,0.0497888189156821,0,0.0346473358579531,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0578747294413433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213327232986027,0.0196162377669697,0.0194756766286256,0,-0.00827067970023573,0,0,0,0,0,0,0,0,0,-0.022591222645843,0,0,-0.0654993243921099,0,0,0,0,-0.0234110608634315,0.0126068846453957,0,0.0598246329878076,0,-0.0331381626444812,0,0,0,0,0.0206155252093737,0,0
X601898.SH,0,0,0.144606527756459,0,0,0,0,0,0,0,0.0510366016507403,0,0.0367240294216576,0.0630223847158891,0,0,0,0,0,0,0,0,0,0,0.058974934224605,0,0,0,0,0,0.179588240931976,0,0,0,0.0424208706130917,0,0,0.0478525266864691,0.0972549803497676,-0.0676801076448968,0,-0.00594310814610897,0,0,0,0,0,0,0,0.307609652377926,0,0.0276217429788939,-0.0492943582709458,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0240292000552585,0,0,8.67361737988404e-19,0,0.10496041334567,0,0,0,0,0.142517029777582,0,0,0,-0.0399027069913563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728029268023305,0.0230081197626103,0,0,0,0,0.00933097985181499,0,0.207506740300389,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122203246393884,0,0.0777742437578484,0,0.0293102346503683,0,0.0673637352132005,0,0,0,0,0,0,0,0,0,0.0510191342637753,0,0,0,-5.42101086242752e-20,0,0.0706413929559523,0,0.029401065238677,0,0.0140248872535254,0,0.0457249869953032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.130627638257552,0,0,0,0,0,0,0,0,-0.309910120812061,0,0,0,0.678086669562306,0.104361460450224,0,0.233325594482318,0,0,0,0,0,0,0.0392765783243487,-0.150683089219732,0,0.0113301085629241,0,0,0,-0.179276468189648,0,0,-0.171922837134304,0,0.331443873736176,0,0,-0.0508118997562245,0.0724357766970787,0,0.418087840520611,0,0.072740929780944,0.0849240286015122,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0159374812782306,0,0,0,0,0,0,0,0,0,0,0,0.19341824607487,0,0,0.0276854401762223,-0.00379635929751069,0.0604813922814858,0,0.0578449523693598,0.0651338109025769,0,0,0,0,0,0.0553126840780062,0,0,0,0.119975913906235,0,0.00513151820409818,0,0,0,-0.0102048771783843,0,0,0,0,0,0.184366573789244,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,-0.0167681164537023,0,0,0,0,0,0,0,0,0,0,-0.0860795399500485,0,0,0,0,0,0,0,0,0,0,0.0740986111038561,-0.0901312999847367,0,0,0,0,0,0,-0.063221498122528,0,0,-0.0574677167286623,0,0,0.642467902246764,0,0,0,0,-0.0944234459905364,0,0,0,0,0,0.460540499321596,0,0,0.0571712363280559,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0.0912532899070295,0,0.117358451356401,0,0,-0.0779155649170662,0,0,0,0,0,0,0,0,0,0,0,0,0.25951285172181,0,0,0,0,0,-0.0785054584069698,-0.103166012801522,0,0,0,0,0,0,0,0,0,0,0.124842387045773,0,0,0,0,-0.50482062943273,0,0,0,0,-0.384593103584157,0.326157382661878,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00509317461886767,0,0,0.010540926551348,0.0186593693557107,0,0,0,0,0,0,0,0.00582461488887881,0,0.207215912319177,0,-0.0154732304265901,0,0.0357145848024596,0,0,0,0.133556605150896,0,0,0,0,0,0.0411746625907573,0,-0.0396660705810002,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.120331176468257,0,0,0,0,-0.0475894722999151,0,0.0170014485456662,0.000596295954881944,0,0,0,0,0,0.397951081099084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215097448678384,0,0,0,0,0,0.0451087626302983,0,0,0,0,0,0.0309139698591504,0,-0.0115169358901579,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.029025103493063,0.147226280448817,0,-0.00429237842358905,0,0.0634992978165161,0.0326078202688918,0,0,0,0,0.174326264651322,0,0,0,-0.0257624992712231,0,0,0.00477448947593286,0,0.0512736080298623,0,0,0,0.146217685524476,0,0,0,0,0,0.0115793375009296,0,0,0,0,0,0,0,0,0,0,0.0865052665794868,0,0,0,0.0149391946955046,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.195404682342817,0.307631095453364,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0854837763903098,0,0,-0.0196514356670997,0,0,0,0,-0.0222716807838562,0,0,0,0.116380459039028,0,0,0,4.33680868994202e-19,0.0591515246237982,0.0580207051329344,0,0,0,0,0.466540765692323,0,-0.00299332059529279,0,-0.0266294183880246,0.135561543512941,0,0.0473765444614246,0,0,0,0,0.0615119375403296,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.00975538685233739,0,0,0,0,0,0,-0.0851835287489985,0,0,0,0,0,0,0,0.275878348503473,0,0.323372854758355,0.0586646463787344,0.11281614624994,0,0.0805977622200794,0.00459312897389067,0,0,0.111842582741259,0,0.0539039585876109,0,0.102239442916509,0,0,-0.173069088857167,-0.014761720365469,0,0,0,0,0,0.23256472697007,0,-0.00398192087012506,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.108915399517974,0,0.00566934476289669,0,0,0,0,0,0,0.00675849531669144,0,0,0.155825529263125,0,0,0,0,0,0,0,0,-0.00856084045680496,0,0.070633773951819,0,0,0,0.0856649215915092,0,0,0,0.0147847802384188,0,0,0.0466148318618151,0.0921540060069917,0,0,-0.0187357255580216,0,0.137627202009971,0,0,-8.67361737988404e-19,-0.084052489503105,0,0,0,0,-0.110302696115361,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.329113811025551,0,0,0,0,0,0,0.146378203230046,0,0,0,0,0,0,0,0,0,0.134381428909885,0,0,-0.0650911914051345,0,0,0,0.0365740713087638,0,0,0,0,0.10621966367513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491953094595049,0,0.100577886235655,-0.0278380058498691,0,0,0,0,0,0
