,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601991.SH,X601600.SH,X600688.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X000792.SZ,X002470.SZ,X600022.SH,X600863.SH,X600098.SH,X600489.SH,X000629.SZ,X600307.SH,X600623.SH,X601918.SH,X600578.SH,X600808.SH,X300072.SZ,X600612.SH,X600547.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.807819527136124,0.0724680675936244,0,0,0,0,0,0,0,-0.0377199557440725,0.0219543069329232,0,0,0,0,0,0,0,0,-0.0916849778623977,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.00854927947338697,0,0,0,0,0,0,0.02404749792448,0,0,0,0,0,0,0,0,-0.0159538493424198,0.0394556706240385,0.0428865359606075,0,0,0,0
X600028.SH,0.521632760807323,0,0.202278369701162,0,0.0377083197235925,0.0396565501577448,1.38777878078145e-17,0,0,0,0,0,0,0,0.000971040143344706,0,0,0,0,0.0380676202839179,0,0,0,0,0,0,0,0.0886835489766232,0,0,0.013321427413012,0.0107212014504778,0,0,0,0,0,0.00756848085595526,0,0,0,0,0,0,0,0,0,-0.0194206211701547,0.0211336573485352,0.134560836496721,0,0,0,0,0
X601088.SH,0,0,0,0.0380603587246254,0.194868703208858,0.142782811407283,0.387852507736983,0,0,0,0,0,0,0,0,0,0,0.0307064104647285,0.129285052457184,0,0.0407896023790237,0,0,0,0,0,0,0,0,0,0,0.0610528242398665,0,0,-0.0139031093183955,0,-0.155628842307369,0,0,-0.0313689227473589,0,0,0,0,0,0,0,0,0.00824929607851387,0,0,0,0,0,0
X600011.SH,0,0,0.135785346925266,0,0,0,0,0,0,0.304229319807226,0,0,0.337471742651463,0,0,0,0,0.107831629305159,0,0,0.0801024375074994,0,0,0,0,0,0,0,0,0,0,0.00864923458064723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.194490611836904,0.0177175141148563,0,0,0,0,0,0,0,0,0,0.338565432925481,0,0,0,-1.0842021724855e-19,0.0839860203195113,0,0,0,0,0.135430902214113,0,0,0,0,0,0,0,0,0,0,0,0.00304372069346866,0,0,0,0,0,0,0,0.0157002898315877,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0532596422379937,0,0.0926109573854405,0,0,0,0,0,0,0.073079104538229,0,0,0,0,0,0.0122073970228189,0,0,0,0.340183743384798,0,0,0,0,0,0.272280532376009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.244732176928383,0,0,0,0,0.068811183143778,0,0.00449908491982863,0,0.0672762057882698,0,0,0,-6.93889390390723e-18,0.0376108423982949,0.0137113821608868,0.100271218078602,-1.38777878078145e-17,0,0,0,0.061768185233828,0.0136274863622628,0,0,0.106833506161171,0,0,0,0,0,0,0,0.0120404916335104,0,0,0,0,0,0,0,0,0,0,0,-0.0389119313116205,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.32520336812263,0.120482551495228,0,0,0,0,0,0.0434735021470637,0,0.18568641245334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197630415657139,0.150827100793118,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.106269609753097,0.0464386032174272,0.0184552326536875,0,0,0,0,0.00161697377191891,0,0,0,0.0544580555697561,0,0,0,0,0,0.0240812125515639,0,0,0,0,0,0,0.255949503034343,0,0.0557811237517402,0,0,0,0,0.149837634276033,0.0205595575698191,0,0,0,0.150425562819634,0,-0.00115434246803439,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0319245738478311,0.112098628541678,0,0,0,0.0255256753761444,0.194993660289759,0,0,0.000333568321963606,0.00920836860880278,0,0,0,0.0513439589247513,0,0,0,0,0,0,0.0763467471932078,0,0,0,0,0,0,0,0.0107929987496092,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,6.7762635780344e-21,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.117254503813458,0.0278819153744668,0,0,0,0,0,0,0.0124866027819251,0.0156447369798542,1.73472347597681e-18,0,0,0.0100594797219044,0.0490333983093402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240711561212719,0,0,0,0.0289775606319071,0.089624724474387,0.00651620970197938,0,0,0,0.150966226123585,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.0441208848222498,0.0402759395214252,0,0,0,0,0,0,0,0,0,-0.133285399103913,0,0,0,0.165429105998041,0,0,0.169909703026749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590193527016904,0,0.310714559653504,0,0,0,0,0,0,0,0,0,-0.0679160475066728,0,0,0,0,0,0
X600027.SH,0,0,0,0.140957886172371,0,0,0,0,0,0,0.0882865125520764,0.191872824161828,0,0,0,0,0,0.0450669192740116,0,0,0.0485502512771469,0,0,0,0,0,0.203987208321917,0,0,0,0,0.0343057093125987,0,0.123127216945682,0,0,0,0,0,0,0.0562969540936809,0,0,0,0,0,0,0,-0.0222153698251922,0,-0.0593800276557412,0,0,0,0
X600886.SH,0,0,0.0745492632126575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486282630305957,0,0,0,-0.0978125107197546,0,0,0,0,0.172252098711204,0,-0.0387767935483023,0,-0.0054429664295827,-6.93889390390723e-18,0,0,0,0,0,0,-0.11926435909545,0,0,0,0,0.436060927496143,-0.390721175195426,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.291328772455766,0,0,0,0,0,0,0,0,0,0.00471386907418262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226658671309775,0,0.074563332435822,0,0,0,0,0.043718966046718,-3.46944695195361e-18,0,0,0,0.0285084486220644,0,0,0,0,0
X600111.SH,0,0,0.0715991830618538,0,0,0,0,0.0582752834237996,0,0,0,0,0,0,0,0,0,0.00680998072928628,0.00536095422980698,0.0154283151069693,0,6.93889390390723e-18,0,0,0,0,0,0.250390588101945,0.108348304555805,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.238010404019321,0,0,0,0,0.0263205743944818,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.238319668837326,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.137777252458441,0,0,0,0,0,0,0,0,0,0,0,0,0.255425509430243,0,0,0,0,0,0.0267763535720271,0.0166340898949499,0.0672924241339907,0,0,0.0199161629628714,0,0,-0.0222653444847205,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.146736473628473,0,0,0.145159074747411,0,0.168314635566473,0,0.0608651243657457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545551897849228,0,0,0,0,0,0,0,0,0,0,0.191963258699665,0,0,0.0297183456260207,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.103360094529901,0,0,0.0339880849258375,0.0554814453534397,0,0,0,0,0.162811656687173,0,0,0,0.00558890446726711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172915168941084,0,0,0,0.023685966337236,0,0,0,0,-0.0467072154933739,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0182789272149432,0,0,0.0690412313341583,0,0,0,0.0191798713189174,0,0,0,0,0,0,0.143637284234316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286712058202389,0,0,0.116804543056516,0,0,0,0,0.379456645078012,0,0.00247737717783823,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0432480695453032,0,0,0,0,0,0,0,0.284636090549552,0,0.178306850296646,0,0,0,0,0,0,0.30155692967616,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.0203796553702858,0,0,0,0,0,0,0,0,0,0,0,0.0193658359216366,0,0,-0.038864554405879,0,0,0,0.213235113773649,0.159095991550671,0,0,0,0,0,0,0,0,0,0.168672552528696,0,0.166895849244052,0,0,0,0.0605186875721384,0.00173276550589278,0.0282760771436629,0,0.0348365285583492,0,0,0,0,0,0,0
X000539.SZ,0.0429650141384439,0,0,0,0.404810252167413,0,0,0,0,0,0,0.114666686510687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210433711115189,0,0,0,0,0,0.375151116929749,-0.285110127450637,-0.0241909851299733,0,0,0,0.181247781060708,0,0,0.157485367541199,0,0.0181689225717263,0,0.00259786015811797,0,0,0,0
X600309.SH,0,0,0,0.303622152940097,0,0.1290234288667,0,0.0377265127976849,0,0,0,0.142125620601229,0,0,0,0,0,0,0,0,0.0851011844508468,0,0,0,0,0,0,0,0.176500437416482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372559271009795,-0.029466914890862,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0.224334456639937,0,0,0,0.0658927869112676,0.0621545826502417,0,0,0,0,0,0.106666377506569,0.0983670051593834,-8.67361737988404e-19,0.0693131950869637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264233268457453,0,0,0,0,0.057891215475356,0,0,0,0,0,0,0.0432116456661075,0,0,0,0,0,0
X000709.SZ,0.0787968860519918,0,0,0,0,0,0,0,0,0,0,0,0,-0.267375505528412,0,0,0,0,6.93889390390723e-18,0,-0.206573612246275,0,0,0,0.0582329458804575,0,-0.236371857060144,0.267805885354957,0,0,0,0.0589964696911654,0.529822438174801,0,0,0,0,0,0,0,0,-0.107371656954537,0,0,0,-0.0387605426807894,0,0.0732937659586241,0.0303703613300521,0.260396139382007,0.143331177114567,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0137117996063307,0,0,0,0,0,0.0584130713279221,0,0,0,0.129348722166188,0,0,0,0,0,0.0342733493428634,0,0,0,0,0,0.396141448112611,0,0,0,0,0,0,0,4.33680868994202e-19,0.0798380947357496,0,0,0,0,0,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0.0041096088061324,0,0,0,0,0,0,0,0,0,0.148889743241216,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.243687087823865,0,0,0,0.247895127853483,0.136201159568215,0,0.0740162812145865,0,0,0,0,0,0,0.0153211034105884,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412880008266718,0,0,0,0.215751026917435,0,0,0,0,0,0,0,0,0,0,0,0.0287178251129858,0,1.0842021724855e-19,0,0,0,0,0.00902517191491476,0,0,0,0.0161189342303568,0,0,0,-0.0108856469098594,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.186288653545504,0,0.144850950735124,0,0,0,0.298369948004766,0,0,0,0,0.00827268861924807,0.038350260044116,0,0.0088764339670017,0,0,0,0,0,0.103762901733507,0,0,0,0,0,0,0,0.00799349157153992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034782798104499,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0833602369185757,0.0649414737140187,0,0,0,0,0,0.194234455336574,0,1.73472347597681e-18,0.0844620316167123,0.0518883560444471,0,0,0.0385496204682252,0,-0.0278455875954942,0,0,0,0.095812954429728,0,0,0,0,0,0.0291397775804626,0,0,0,0,0.06069330973947,0,0,0,0,-0.0554652925974517,0,0,0,0,0,0,0
X002470.SZ,0.0568427669799615,0,0,0,0,0,0,0,0,0.1164621955968,0,0,0,0,0.0611023031847964,0,0,0.171063720027356,0,0,0,0,0.0936807764629879,0,0.0854409419414218,0,0,0,-0.0138610875380384,0,0.201861744349323,0,0,0,0,0,0,0,0,-0.147952589034929,0.0606161095823508,0,0,0,0,0,0,-0.0673716425005291,0.0582834865859493,0,0,0,0,0,0
X600022.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199181443486484,0,0,0,0,0.0222969315906454,0,0,0,0,0,0.0273677764743172,0.0567133026306549,0,0,0,0,0,0.0701512260990984,0,0.194960803894281,0,0.201292803364121,0.028542768250209,0,0.0616084430479513,0,0,0.0120524828247475,0,0,-0.00220063183277407,0,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0.0132116527867346,0,0,0.0219143029468622,0.0585094112334114,0.0986026127911901,0,0,0,0,0,0,0,0,0.288137890180747,0,0,0,0,0,0,0,0,0,0,0.147908273875905,0,0,0,0,0,0.0605066636012825,0,0,0,0,0.0454454714421695,0,0,0,-0.0241944686886926,0,0,0,0,0,0,0
X600098.SH,0,0,0,-0.0145658811251917,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096970213482966,0,0.147277323240903,0,0,0,0.140212461838628,0,0,0,0,0,0.0439801952286744,0.2041142068219,0.247046547258716,0,0,0,0,0,0,0,-0.0892578240188619,-0.00195904159829855,-0.024316560477519,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.203663463523002,0,0,0,0,0,0,0,0,0,0.0651615015156477,0,0.0589099364531902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431550559300143,0,0,-0.0168297027728469,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0.193484734265447,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.139179085983746,0,0,0,0,0,-8.67361737988404e-19,0,-8.67361737988404e-19,0,0.0559890176916765,0,0,0,0.225108793257836,0,0,0.00672118765862203,0.0726006206565084,0,0,0,0,0,0,0,0,0,0,0,0
X600307.SH,0,0,0,-0.0955246655610567,0,0,0,0,0,0,0,0,0,0,0.0401846906844297,0,0,-0.0539336267384657,0,0,0,0,0,0,0,0,0,0.103724816939144,0,0,0,0.0804868984525308,0,0,0.332486118719277,0,0,0,0.174212063433846,0.0494966963869326,0,0,0,0,0,0,0,0,-0.0365802728093152,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852171787166061,0,0,0,0,0,0,0,0.0459889133312826,0.139208491042717,0,0,0,0,0,0,0.334847268287929,0,0,0,0,0,0,0,0,0.0160796704935173,0,0,0,0,0,0,0,0,0,0,0
X601918.SH,0,0,0,0,0,0,0,0.0572474073779418,0,0,0,0.0368645588632934,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0814916539792121,0,0,-0.162075193442705,0,0,0,0,0,0,0,-0.0355903010426852,0,0.065115001788346,0,0,0,0.437100424670736,0,0,0,0,0,0,0,0,-0.00394733397699155,0,0,0,0,0,0,0
