,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600111.SH,X600027.SH,X600010.SH,X002460.SZ,X600489.SH,X600160.SH,X601699.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X601991.SH,X600803.SH,X000786.SZ,X000877.SZ,X000933.SZ,X600985.SH,X600176.SH,X000630.SZ,X000807.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X000883.SZ,X002271.SZ,X600348.SH,X000027.SZ,X000932.SZ,X600995.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.268454222167751,0,0,0.00679247682902359,0,0,0,0,0.18335080214517,0,0,-0.0439391192502653,0,0,0,0,0,0,-0.0382426282184442,0,0,0,0,0,-0.0440001815199088,0,0,0,-0.05472404700166,0,0.0755643960447589,0,-0.088113721643156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106053194968668,0,8.67361737988404e-19,-4.33680868994202e-19,0,0,0,0,0,0
X601088.SH,0.157193448389915,0,0.0287143514508275,0,0.0614056944140577,0.110990958898446,0,0.00981928750406924,0,0,0,0,0,0,0.0600540558128354,0,0,0,0,0,0,0,0,0.0537439973531983,0,0,0,0.18265528198059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00747693842912613,0,0,0,0,0.0375788936134552,0,0,-0.0262643683437314,0,0,0,0,0,0
X600028.SH,0.334041109453228,0,0,0,0,0,0,0,0,0.0291091124025846,0,0,0,0,0,0,0.0460243972451375,0,0.0189957768330301,-0.00924156056972189,-0.122642895387048,0.0782815737715887,0,0.019828638380355,0,0,0,0,0,0,-0.0710841241007511,0,0,0,0,0,0,0,0.0593998771419232,0,0,0,0,0,-0.0300833681361621,0,0.0475487740292478,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.00346207010054251,0,0,0,0,0,-0.115908689113634,0,-0.0738728755552647,0.0898241431906082,-1.73472347597681e-18,0.00153916981614952,0,0,0.00964988469101225,-0.0928596861116459,0.221441966950775,0.117028317733965,0,0,0,0,0.0914933810081666,0,0,0,0.202884934299736,0,0,0,0,0,0,-0.173891741257905,0,0.168802576064512,0,0,0,0,0,0,0,0.0208822033012439,-0.0136731223031344,0.147723610689968,0,0,0,0,0
X600188.SH,0.0165509376457855,0,0,0,0,0.235342328870199,0,0,0.0408940526969812,0,0,0,0,0,0,0,0,0.0695321953662513,0,0,0,0,-0.0133280600760006,0.251181345478075,0,0,-0.0141202072703864,0,0,0,-0.0981103575444063,0,0.0217144302849831,0,-0.0456770447051183,0,0,0.0103860881806125,0,0,0,0,0,0,-0.0277969692206428,0.209027319986041,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.235266387665912,0,0,0.136640908719783,0,0,0.212818073337698,0,0,0,0.156720091197534,0,0,0,0,0,0,0.121291750732873,0,0,0,-0.0266576373264796,0,0,0,-0.0189309706565947,0,0,0,0,0,0,0.4951262514529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168925935145744,-0.0960020398907393,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.116347726999164,0,0,0,0,0,0,0,0.0647714642940625,0,0.0675413878518809,0,0,0,0,0.0116817659306545,0,0,0,0,0,0.125194007736277,0,0,0,0,0,0,0,0,0.110598496307487,0,0,-0.0991703116524667,0,0,0,0,0,0.033728462580546,0,0,-0.0756237556682795,0,0.00268927811254879,0,0,0,0,0,0
X600011.SH,0.0292693598462463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469543974856153,0,0,0,0.0523807027738114,0,-0.0983431370855607,0,0,-0.0234819151855411,0,0,0,0,0.277111795767674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166295490029454,-0.00752290903073338,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.253172285948346,0,0,0,0,0,0,0,0,0,-0.0116295481603573,0.0767092908306437,0.126198125144196,0,0,0,0,0.637234858656268,0,0,-0.11560967359078,0,0,0,0,0,0,0,0.0952213887773158,0,-0.0444373494986444,4.33680868994202e-19,0,0,0,0.0504573209859789,0,0,0,0,0,0,0,0,0,0,0,0.02934981519012,0,-0.116034654983031,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00883753846270218,0,0,0,0,0,0,0,0.143481677291972,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0336916742737309,0,0,0,-0.0705896786325357,0,-8.11053887259406e-05,-0.0658618541973373,0,0,0.0185448861424078,0.206390123197296,0,0,0.00956249186043918,0.0197617358402771,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0886229870404506,0,0,0,0,0,0,0,0.273068890354494,0,0.201526835599021,0,0,0,0.0484903268877467,0.044415282876349,0,0,0,0.066172772301122,0,0,0,0,0.114077522069716,0,0,0,0.153365722798558,0,0.179145906347978,0.0800418029067446,0,0.103761587750856,0,0,0,0,0,0,0,0,0,0,0,0.0186591880542857,0,0,0,0,0
X600585.SH,0,0,0,0.100179372788846,0,0.106247653723257,0,0,0.0445795504465812,0,0,0,0,0,0,0,0,0,0,0.0930502204099873,0,0,0,0,0,0,0,-0.0426334356892076,0,0,0.191390572891056,0.0234999577740451,0,0,0,-0.0091270426548875,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0658130544633543,0,0,0,0,0,0.0140239867463987,0.0474088722837956,-0.0478082536686408,-0.261596702119533,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439659326315643,0,0,-0.0189464165038327,0.0132812798237475,0,0,0,0,0,0,0.042359790811965,-0.040397186533465,0,0,0,0,0,0,0,0,0.011369303641288,0,0,0.0604246102697898,0,0,0,0,0,-0.0823463696366267,0,0,0,0,0,-0.136731933032289,-0.0463832671509858,0.00432988178785748,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120476217178705,0,0,0,0.270925727831639,0,0,0,0,-8.67361737988404e-19,0.0739570791213213,0.0313056278104869,0,0,0,0,0,0,0.0594524508253444,0,0,0,0.027757519033916,0.0754845530399545,0,0,0.145819144122109,0.0183652829432409,0,0,0,0,0,0,0,0,0.0273940606460687,0.0678359765109717,0,0,0,0,0
