,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X600516.SH,X002460.SZ,X601991.SH,X000898.SZ,X600547.SH,X600111.SH,X600176.SH,X600886.SH,X000786.SZ,X600352.SH,X000709.SZ,X000825.SZ,X002271.SZ,X600027.SH,X000792.SZ,X601699.SH,X000553.SZ,X000408.SZ,X000830.SZ,X600299.SH,X000932.SZ,X600808.SH,X601158.SH,X600219.SH,X002110.SZ,X600489.SH,X000883.SZ,X000959.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.391120186121701,0,0,0,0,0,0,0,0,0,0,0.0836991268888501,0,0,0,0.176236281666497,0,0,0,0,0.00998059326560623,0,0,0.0345016301858029,0,0,0,0,0.0331822244785945,0,0,0,-0.0162094208538837,0,0,0,0,0.0101463853607145,0,0,0,0.000540185028388075,0,0,0,0,0.102094756261913,0,0,0.00104594299695153,0.0757801538561802,0,0,0,0,0
X600028.SH,0.509779016424007,0,0.0509136784725236,0,0,0,0,0,0,0,0,0,0,0.0299121584551103,0,0,0,0,0,0,0,0,0.279421462117065,-0.0375521015689493,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00500746211784556,0,-0.0951002814693269,-0.0176068886959354,0,0,0,0,0,0,0,0,0,-0.00967214186197025,0,0,0,0,0,0,0
X601088.SH,0,0.00110485007733343,0,0.415556091788535,0.117230808923554,0,0,0,0,0,0,-0.019115571790775,0,0,0,0,0,-0.0221883938851965,0,0,0,0,0.0570974567861439,0,0,0,0,0,0,0,0,0,-0.0267777543127841,0.101750795203443,-0.0479115424689443,0,0.0810808745510522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.125893154030697,0,0.229356445410517,0,0,0,0,0,0,0,0,0,0.156201552251182,0,0,0,0,-0.0392926696995361,0,0.395107605255247,0,-0.160903226595145,0,0,0,0,0,0.0924227392105268,0,0,-0.0407103206527169,0,0,0,-0.0206878140611337,0,0.172360132360439,0,0,0,0,0,0,0,0,0,0,0,0.00986223699885233,0.0655210644219859,0,0,0,0,0
X600585.SH,0,0,0,0.162024282079553,0,0,0,0,0,0.0278413963880694,0,0,0,0,0.0567546375196777,0,-0.05923091706627,0,0,0,0,0,0,0,0.16564089085729,0,0.32351539320379,0,0,0,0,0,-0.215599454919035,0.264034995697932,0,0,0,0,0.0870144552561155,0,0,0,0,0,0,0,0,0,0,-0.0069304558790526,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223486553739012,0,0,0,0.096351325391476,0,0,0,0.141420926881225,0,0,0.102667269165029,0,0.0166413239124107,0,0.0476046725740739,0,0,0,0.0442059132999961,0,0,0.195955635614785,0,0,0,0.0725306131763704,-0.0747279971009431,0,0,0,0,0,0
X600309.SH,0,0,0.0790925561511076,0.00202373167875471,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109408754450007,0.0041987029956333,0,0,0,0,0,0.0190449431038733,0,0,0,0,0,0,0,0,0,-0.0136491537734291,0,0.00664029851766454,0,0,0,0,0,-0.0772638650783362,0,0,0,0,0,0,0,0.0231306379515227,0.0340978222126532,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504625439569334,0,0.0531180654557216,-0.00334860066806892,0,0,0,0,0,0.134504994181794,0,0,0,0,0,0.285587454370847,0.0871324371116846,0,0.101617711847418,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.000254627394929321,0.00360414753613742,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0664017373794423,0,-3.46944695195361e-18,0,0,0,0,-0.0821074825149541,-0.154292520391219,0,0,0,0,0,0,0,0,0,0,0,0,0.0959697598146469,0,0,0.0105291741879645,0,0,0,0,-0.0155461567645825,0,0,0,0,0,0,0,0,0,0,0.0351914019436641,-0.173693576374982,0,0,0,0,0,0
X600188.SH,0,0,0.294823827860051,0,0.0413521367770914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318188821533628,0,0,0,0,0,0,0,0,0,0,0,0.458577624980794,0,0,0.166239551825904,0,0,0,0,0,0,0,0,0,0,0,0,0.00331023451651974,0,0,0,0,0,0,0
