,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600660.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X601898.SH,X600010.SH,X600176.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600426.SH,X600111.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X002466.SZ,X000932.SZ,X002080.SZ,X000301.SZ,X002353.SZ,X600219.SH,X002075.SZ,X600486.SH,X000723.SZ,X600529.SH,X000027.SZ,X002250.SZ,X600612.SH,X002409.SZ,X601158.SH,X000883.SZ,X000898.SZ,X600315.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.03665510598841,0.0408722341502588,0,0,0,0,0.032085773192784,0,0.0770915750935839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452969870319437,0.106192105607046,0,0,0.0371049508206329,-0.0448137304862309,0,0,0,0,0,0,0,0,0,0,-0.00663443484265369,0.00700575512969533,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0455988154677056,0,0,0,0,0.0387358792315108,0,0.0279499557840207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119466674709473,0,0,0,0,0.00698074982136381,0,0,0,0.0761851666722712,0.113466749737354,0,0,0.0544974244386004,0,0.0144424690644358,0,0,0,0,0,0,0,0,0,-0.00342222164651847,0.0103631316999884,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0582659042364069,0.0460055307695229,0,0,0,0,0,0,0,0,0,0,0,0.300921593355073,0.0982347939064538,0,0,0,-0.00827296901113379,0,0,0,0,0,0,0,0,0,0.0101927658306362,0,0,0,0,0,-0.0115175703091047,0,0,0,0,0,0,0,0,-0.00272311295552199,0.00416553341631351,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0306593008127899,0,0,0,0,0,0,0,0,0,0,0,0,0.137507219877855,0,0.187023103174577,0,0.00874856348854611,0,0,0,1.73472347597681e-18,0.0109788348623796,0,0,0,0,0.042319677202502,0,0.0323316599116702,0,0,0.0586512940019561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.111709881601316,0.277756527470512,0,0,0.10180720883242,0,0,-0.0312375308318117,-0.121031393698213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205975539818953,0,0,0,0,0,0,0.0509121553852018,0,0,0,0,0,0.144311153946535,0,0,0.00115867211885487,-0.00568945868163612,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0229509644723948,0,0,0,0,0,0.0467526651358157,0.102306641408422,0,0,0,0,0,0,0,0,0.514835354872466,0,0,0,0,0.0252554286001108,0.0593285539244808,0,0,0.0367494042958885,0,-0.0136080408108609,0,0.0213957038864095,0,-0.0364157994832524,0.0813264374222142,0,0,0,0,0,0,0.112667455273944,0,0,0,0,0,0.0276548282049506,0,0,-0.00386952900042221,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.012905549566623,0,0,0,0.0940771014402276,0,0,0,0,0,0,0,0.0368050233892684,-1.38777878078145e-17,0.0255676567350115,0,0,0,0,0,0,0,0.0652652515009807,0,0,0,-1.73472347597681e-18,0.114515282156823,0,0.000919950769346875,0,0,0,0,0.104460374122698,-0.0556775114208068,0,0,0,0.155510008458872,0,0,0,0,0,0,-0.0194428086648695,0.0133877508730613,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.177055463768047,0,0,0,0,0,0,0,0,0.0537874257229033,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.079054737768401,-0.0732695386075696,0,0,0,-0.043456274343607,0,0,0,0,0,0.116049846765449,0,0,0,0,0,0,0.0268885210093841,0,0,0,0,0.148244985834142,0,0,0.0205457545481054,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0486556945028969,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325418035968917,0,0,0.063193949920805,0.26411995604381,0.0101180342483606,0,0,-0.0556860471500417,0.144303815942921,0,0,0.0658730284030855,0,0,0,0,0,0.0739270996230578,0,0,0,0.192036631958409,0,0,8.67361737988404e-19,0,0,0,0,0,0.0968470695634029,0,0,0.00845496833907857,0.0231242343738065,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717150710266835,0,0,0,0,0,0,0,0,0,0,0,-0.0821980566633316,0,0.953972082196577,0,0,0,0.0825029815701758,0,0,-0.213438401472616,0,0,0.0393340657316961,0,0.0479997093890834,-0.00922286850364875,0,-0.011110590961012,0,0,0,0,0,0,-0.146205930083751,0,0.0464101355994832,0.000870083313695009,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212950595821579,0,0,0,0,0,0,0,0.111465752475311,0,0,0,0.0582449946318982,0,4.33680868994202e-19,0,0,0,0,0,-0.0107449264622459,0,0,0,0,0.3812443707613,-0.0136555830801686,0.110791924013717,0,0,0,0.248895271970407,0.0284713358479428,0,0.0228012461776216,0.017297508246383,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.098411065123448,0,0,0,0,0,0,0,0,0,0,0,0.180931293528219,0,0,0,0.0320454865002426,0,0,0,0,0.438762498012765,-0.00376561915139418,0,0,0,0,0,0,0,0,0.121604178263651,0,-0.0656574315315573,0.0754755732311596,0,0,0,0,0.350411236709679,0,-0.0480040431841163,0.0257478934451512,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.011156727296884,0,0,0,0,0,0.212602720002095,0,0,0,0.150950910849383,0,0.241314526173837,0.0972165449203388,0,0,0,0,0,0,0,0,-0.0715508154189836,0,0,0,0,0,0,-0.000852580676043958,0.0442516192672902,0,0.0448387982060635,0,0,0,0,0,0,0,0.0223031851591006,-0.0141451958607108,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0400010047703662,-0.0638859734208383,0.169909593104407,0,-0.0419297131476009,0,0,-6.93889390390723e-18,0,-0.250651373887557,0.255974157746554,0.131387928174511,0,0,0,0,0,0,0.236652305191981,0,0,0,0,0,0,0,0.111757047216658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467158143400381,1.0842021724855e-19,0,-0.0924397436472112,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249940834266178,0,0,0,0,0,0,0,0,0.0443611637881067,0,0,0.0817399850451944,0,0.0661004667698244,-0.0451512936695091,0,0,0,0,0.0580897504729444,0,0.0716759147765959,0.0252607056410889,0.0780022536254124,0,0,0.0623323175312647,0,0.022637820033702,0,-0.0252972780621813,0,0,0,0.0190780498966223,0,0,0,0,0,0
X601898.SH,0,0,0,0.0641979137127196,0,0,0,0,0,0,0,0.0197640006505222,0,0,0,0,0.0323506609691666,0,0,0.01487742654472,0,0.3718855485891,0,0.0223564118025714,0.0478692264571592,0.063890479595656,0.0282858773702496,0,0,0,0,0,0.0664368987023982,0,0,0.0177415418273797,0,0,0,0,-0.0193377016730446,0,0,0,0.0137898896059205,0,0,0,0,0,0,-0.0172210557477692,0.00190850281722802,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0361204666829042,0,-0.232040574871741,0,0,0,0,0,0,0,0.0409320152581054,0,0,0,0,0.0126989031093,0.117104956353993,0.390532298115469,0,0,0,0,0,0,0.0692748328515712,0,0,0,0,0,0,0,0.0935647857850299,0,0,0,0,0,0,0,0.497528489808372,0,0,0,0.0355480420230304,0.0266859394494625,0,0,0,0,0,0
