,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X600027.SH,X002271.SZ,X000786.SZ,X601992.SH,X000723.SZ,X002466.SZ,X600176.SH,X002460.SZ,X600516.SH,X600299.SH,X000898.SZ,X600583.SH,X002353.SZ,X600489.SH,X601158.SH,X000883.SZ,X600426.SH,X000709.SZ,X600612.SH,X600219.SH,X000629.SZ,X000792.SZ,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0612436529797615,0.0658201924567414,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0287570293084336,0,0,0,0.00247838322744686,0,0,0.0177452158217894,0,0,0,0.000517227301374434,0,0,0.0107876225997945,0.116039853411609,0,0,0,0.0293239339326573,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405611150410853,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0340616888906233,0,0,0,0,0,0,0,0,0.0521654184078723,0.0275913227321316,0,0,0,0,0,0,0.113231036256589,0,0,0,0,0,0,0,0.00337625939412706,0,0,0,0.0933504555184143,0,0,0,0,-0.0452716180319905,0,0,0,0,0,-0.0237799855600305,0,-0.00500662568916023,0.0368430822966747,0,0,0,0.0203721175581054,0,0
X601088.SH,0,0,0,0.137957929097599,0,0.114471560851235,-0.0197776595587657,0,0,0.14452411177291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979690914474304,0,0,-0.0655299308535207,0,0,-0.0538962099223127,0,0,0,0,-0.104386873030495,0,0,0,1.0842021724855e-19,0,-0.119690317977948,0,0,-0.112669413052016,0.0906527807759469,0,0,0,0,0,0,-0.0356610596191506,0,0,0,0,0.0349198735328572,0,0
X600585.SH,0,0,0,0,0.0820728022753651,0,-0.0620723618227639,0,0,0.0533846017664033,0.0425012844452871,0,0,0,0,0,0,0,0,0,0.315779729507381,0,0,0,0.0179469299998825,0,-0.0340525448603338,0.0408837312900224,0.0857064488309974,-0.122833919752238,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136340054088537,-0.00765082869048648,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0746195879910572,0.0127860647804259,0,0,0.0771359924907602,0.0405325802912408,0,0,0,0,0,0.112225491198703,-0.0119026986193141,0,0.130323963959466,0,0,0.0113730332924723,0,0,0.136213950475628,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351475857978267,0,0,0,0,0,0.00951853754307176,0,-0.0392893312823359,0,0,0,0,-0.0130071110779292,0,0
X600019.SH,0,0,0.27604295439763,0,0,0,-0.052615077962673,0.0118682425185619,0,0.0251550360235028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213177867448138,0,0.0281636342132753,-0.0120342046488532,0,0,0,0,0,0.0744920587322142,-0.0108718825841193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285178340342716,-0.0181749536272031,0,0,0,0.0269072568858367,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.274963760296304,0,0,0.0949212533591137,0,0,0,0,0,3.46944695195361e-18,0,0,-0.130337057820095,0.0217680761091099,0.0445420555407307,0.0186154866063955,0,0,0,0.0691300322119175,1.1861514291385,0,0,0,0,0.0384618429672218,0,0,0.111530357225021,0,0,0,0,0,0,-0.0345018371279705,-0.02197402191208,-0.00838493981050074,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0958239789936543,0,0,0,-0.0281805957314786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37238642351466,0.101398721666288,0,0,-0.150139842506357,0,0.131776359733145,0,0.112772521157471,0,0,0.0981751458517336,0,0,0,0,0,0,0,0,0,0.0369705181151881,0,0.0269667929319243,0,-0.00432896056523397,0,0.104353390128216,-0.0654130843173374,0,0.0105172457211076,0,0,0,0,0,0
X601898.SH,0.0570398687958635,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.522271623167052,0,0.155613776500632,0,0,0,0,-0.00800865253197111,0,-0.166065729201011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115802713811491,0,0,0,0,0,0,0,0,-0.0056632975220516,0,0,0,0,0,0,0,-0.0151207920467145,0,0,0,0,0.0491540019689088,0,0
X000708.SZ,0,0,0.478981500974558,0,0,0,0,0,0,0,0,0.349648795583998,0,0,0.295020771099733,0,0,0,0,0,0.00187841749398399,0,0,0.0457888867706458,0,0,0,0,0,0,0,0,0,0,0,0.368563789652296,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0541356127972745,0,0,0,0.031190248058775,0,0
