,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600660.SH,X600886.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600489.SH,X600352.SH,X601991.SH,X600688.SH,X000786.SZ,X600795.SH,X600111.SH,X002466.SZ,X600027.SH,X601992.SH,X600126.SH,X600299.SH,X600176.SH,X600426.SH,X002075.SZ,X002353.SZ,X600486.SH,X000723.SZ,X600315.SH,X600529.SH,X601158.SH,X600516.SH,X600219.SH,X600612.SH,X000401.SZ,X000898.SZ,X000932.SZ,X002409.SZ,X000883.SZ,X000553.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0447190999342641,0,0.00518046623916783,0,0,0,0,0,0.127853458674869,0,0,0.0809327856452029,0,0,0,0,0,0,0,0,0.0882989426906283,0,0.00646639654271156,0,0,0.0329208633493732,0,0,0,0,0,0,0.0530531813269856,0,0,0.0109959551001708,0,0,0,0.0198698186164233,0.00419498080937715,-0.00913880544128705,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00240050288348602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311178209691387,0,0,0.126318762872814,0.019290158365482,0,0,0.0727833019007509,0,0.0658080327641468,0,0,0,0.0647380703558822,0,0,0,0,0,0,0,0,0,0,0.00753258832453341,-0.00583127226367822,0,0,0,0,0,0
X601088.SH,0,0,0,0.226485440105824,0.0320041918073876,0,0,0,0,0,0,0,0,0,0,0,0,0.00676972247806225,0.385483201908011,0.0515276691435976,0,0,0,0,0,0,0,0,0,0,0,0.0458964540985645,0,-0.183253771347235,0,0,0,0,0.0280144143245696,0,0,0,0,0,0,0,0,0,0,0,0,0.0112911767355716,0,0,0,0,0,0,0
X600585.SH,0,0,0.153635586486175,0,0,0,0,0,0,0.0194569425729169,0.0607938362611477,0.0605763600598875,0,0.446921546512895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451372880421892,0,0,0,-0.047370018654282,0,0,0,0,0.076740850000273,0,0,0,0,0.00130330316991893,0,0,0,0,0,0,-0.024619082044091,-0.00930951823454649,0.000856799537078084,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0333904525548187,0,0.0631525002818526,0,0,0,0,0,0,0,0,0.0407832368018685,0,0,0,0.23894713562015,0,0,-0.00629215692687511,0,0.0931834510925035,0.139391058102485,-0.0101316319651652,0.0766207767976414,0,0,0,0.0629588143927974,0,0,0,0,0,0,0,0,0,0,0,0,0.00324802258309306,0.0174490945213636,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0170449832914147,0,0.00253642376324253,0,0,0,0,0,0,0,0,0,0.55823942799833,0,0,0,0.0725435356336477,0,0,0.116032796849638,0,0,0,0,0,-0.12416471422931,0.042482373780752,1.35525271560688e-20,0,0,0,0,0,-0.0927461119270975,0,0.197275707227483,0,0,0,-0.0927897298204516,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.102661109309728,0,0.119145756260084,0,0,0,0,0,0,0.0441735677005241,0,0,0,0,0,0,0,0,0,0,0.0784509631334682,0.115090208232363,0,0.0705790810222526,0,0,0,0,0,-1.73472347597681e-18,0.0577305897986011,-0.0263383578160586,0,0,0,0,0.0328625114552944,0,0,0,0,0,0,0,0,0,0,0,0,0.0031708595274068,-0.0136910679557315,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0557458903073245,0,0,0,-0.114627188206011,0,0,0,0.00853741974352852,0,0,0,0,0,0,0,0,0,0.169916831145084,0,0,0.143455211838042,-0.0648670288267208,0,0.115692992350116,0,0,-0.0672768461705436,-1.73472347597681e-18,0.0829975399623835,0.35028877308245,0,0,0,0,0,0,0,0,0,0,0,0,-0.000984584459789283,0.197353358695396,-0.0766428129716196,-0.0121858381873225,-0.00525385597312316,0,0,0,0,0,0
X600011.SH,0,0,0.0872427713235229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135160059398699,0,0,0,0,0,0,-0.08598413097317,0.0894074918918075,0,-0.0517981864004168,0.133044433959547,0,0,0,0,0.367146129410554,0,0.146049705695953,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0116993320429721,0.0159973617757199,-0.0169547032412645,0,0,0,-0.042667590421027,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.380729534131764,0,0,0,0,0,0,0,0,0,0,0,0.0897587338443522,0,0.0234504819621097,0.0937191787430472,0,0,0,0,0.058529736436964,0,0.0210881469289863,0,0,0,0,0.223370421314381,0,0,0,0.237913025145176,0,0,0,0.178269792258999,0,0,0,0,-0.00943518100415262,-0.026219333528215,0,0,0,0,0,0
X002271.SZ,0,0,0,0.278707786813579,0,0,0,0,0,0,0,0,0,0.161271459852511,0,0,0,0,0,0,0,0,-0.0710215793234065,0,0,0,0,0,0,0,0,0,0.235872812510328,-0.0286446092523802,-0.17444410877044,0,0,0.0219662887435885,0.198167221023068,0,0,0,0,0,0,0,-0.0279493211757081,0,-0.0308257741903927,0,-0.0672514608886981,-0.00060685955615951,-0.0410714431660322,0,0,0,0,0,0
X600660.SH,0,0,0,0.0895756369848306,0.220882531810354,0,0,0,0,0.0341782024336751,0,0,0,0,0,0,0,0,0,0,0,0,0.0963237519750786,0.0487141923890344,0,0,0,0,0,0,0,0,0,0,0.119377473534736,0,0,0.0623564683151811,0,0,-0.0508288415517619,0,0,0,0,0,0.0579808324292571,0,0,0,0.0321962565137709,0.028559271431534,-0.0197031668328279,0,0,0,0,0,0
X600886.SH,0,0,0.122387308785929,0,0.161759956819147,0,0,0,0,0.00710666767341421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192937694374305,0,0,0.00790655032078525,0.0422635074795455,0,-0.0377252740035095,0,0,0,0.0220941469867047,-0.0248951434667817,0,0,-0.0179431337548209,0.00194530881718667,0,0,0,0,0,0,0,-0.10298949695936,0,0,0,0,0.00468846739932981,-0.0141792609790885,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0.00826484114475837,0.130420310441405,0,0,0,0,0,0,0,0,0,0,0,0.0310190149940801,0,0,-0.0580578389923901,0,0,0,0,0,0.266562015720312,0,0,0.0434046924487913,0,0,0,0,0,0.111549577662902,0,0,0.349417967756543,0,0,-0.0246333837060578,0,0,0,0,0.00242050464101679,0.050619417016682,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0286573412420477,0,0,0,0,0,0,0,0,0.0500765330127357,0,0.0949693902316167,0,0,0,0.0368068545630817,0,0,0.0232217327248631,0.124667665768261,0,-0.00949152424970308,0.0513914708240399,0.130011113534693,0.0312234353450391,-0.0105890487569047,0,0,0,0,0,0,0,0,0,0.019770378827685,0,0,0,0,0,0,-0.00833408026166576,0.00369149934266328,0.00432489363530511,0,0,0,0,0,0
