,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600111.SH,X601991.SH,X600362.SH,X600157.SH,X600027.SH,X600489.SH,X600886.SH,X601992.SH,X002466.SZ,X600623.SH,X600309.SH,X600299.SH,X000792.SZ,X300072.SZ,X600660.SH,X002075.SZ,X601158.SH,X000723.SZ,X600583.SH,X000408.SZ,X600549.SH,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X000983.SZ,X002460.SZ,X600176.SH,X000539.SZ,X000027.SZ,X002470.SZ,X000060.SZ,X000630.SZ,X002407.SZ,X000012.SZ,X600021.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0359044940672204,0,0,0,0,0.0416645714772163,0,0,0,0,0,0,0,0.0413451885797905,0,0,0,0,0.0824748086736706,0,0,0,0,0,0,-0.0278926578206391,0,0,0,0,0,0,0,0,0,0.0923339532689397,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0539004192698426,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.187422669323134,-0.0498493053877538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968522924701018,0,0,0.0483587695183129,0,0.0334309669658529,0,0,0,0,-0.00331321456178069,0,0,0,0,0,-0.0105746660611029,0,0,0,0.00161677225778966,0,0,0,0,0,0,0,0.015149878552027,0.0366508929970851,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0888301906078544,-3.46944695195361e-18,-0.0290986727946252,0.0644982320300448,0,0,0.0223933775013825,0,0,0.112254932453934,0,0,0,0,0,0,0,0,0.0814809727761317,0,0,0,0,0.0203692435188703,0,0.00758782380714974,0,0.0613743702346036,0,0,0,0.00278089118482616,0,0,0,0,0,0,0,-0.0354561623297418,0,0,0,0,-0.00348279054775646,0.0663973265100549,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.135606434121203,0.0323568292920545,0,0.213601600893522,0.0643402688975178,-0.0157116053731104,3.46944695195361e-18,0,0,0,0,0,0,0,-0.102100293547302,0,0,0,0.0118768382925837,0,0,0.0149610332711425,0,0,0,0,0,0,0.0279562617437953,0,0,0,0,0,0,0,-0.0553800121597847,0,0,0,0,0,0,0,0,0.161047137901589,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.043485627916437,0,0.00480794513136032,0,0.0142589850168273,0,0.0590836872679513,0,0.474744554078314,0,0,0,0,0,0,0,0,0.00354208720722681,0,0,0,0,0,0,0,0,0,0,-0.016363256346409,0,0,0,0,0,0,-0.0247240921416065,0,0,0.0528044946316741,0,0,0,0,0,0.0635411089179211,0,-0.0085507006219378,-0.0236198801939126,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.120030559513101,0,0,0,0,0,0.0493169947286614,0,0,0,0,0,0.0781267555754359,0,0.0122974299523801,0,0,-0.0829252156363142,0.011049720620023,0,0,0,0,0,0,0,0,0,0,0.135532003205142,0,0,0,0,0,0,0,0,0,0.127353945777201,0.0238636156603557,0,-0.132004328152634,0.0619961803484725,0,0,0,-0.0165750654308213,0.0710524338736326,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0512737168922065,0,0,0.0484594925092906,0,0,0,0,0,0,0,0,0.0391269109681471,0,0,0,0.0542402194135175,0,0.0258107096967711,0,0,0,0.0996804365432853,0.0688958220253383,0.0585975578556435,0,0,0,0,0,0,0,0,0,0,0,-0.0381292180998286,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428066061880323,0,-0.00766479403310659,0,0,0.00907521504915842,0.0624599776815099,0,0,0,0,0,0,0,0,0,0.0395015135066858,0.0929613980193932,0,0,0,0,0.215993101585427,0.0280173218159878,0,0,0,0,0.103580881084436,0,0,0.0652973479776012,0,0,0,-0.0196342077157748,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0103914230663794,0.168009698212951,0,0,0,0,0,0.0184069658919582,0,0,0,0,0.121767455455055,0.157812888575297,0,0,0,0.173220513750726,0,0.013498080369605,0,0,0,0,0,0.150929113721124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494582175552388,-3.46944695195361e-18,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553501447731517,0,0.205356016919812,0,0,0,-0.00480028796960337,0.00611886337207665,0,0,0,0,0,0,0.0485717108415251,0.0662348239952338,0,0,0,0,0,0.0183370177421307,-0.0624151671762453,0,0,0,0.00398682032065541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
