,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X601992.SH,X600623.SH,X600362.SH,X600111.SH,X600886.SH,X600157.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600489.SH,X600309.SH,X600583.SH,X000898.SZ,X000539.SZ,X000883.SZ,X300072.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X000959.SZ,X002470.SZ,X000983.SZ,X002075.SZ,X600021.SH,X600176.SH,X000060.SZ,X600022.SH,X000012.SZ,X600098.SH,X000723.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.255856583344831,0,0,0,0,0,0,0,0,0,0,0,0.0265664156629645,0,0.0131164210141559,0,0,0,0.000950133621696486,0,0,0,0.118139564032593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508318802312848,0.0102120249552791,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.156747278178573,0,0,0.146842305549575,0.0605411129727095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499046418056287,0,0,0,0,0,0,0,0,0,0.00732252220500308,0,0,0,0,0.024192682380452,0,0,0,0,0,0.00130086735699666,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.13781099036708,0.0297063772357401,0.375599471630804,0,0,0,0,0,0.0779273166582446,0.0552772004859283,0.0319593616842026,0,0,0,0,0,0,0,0,0.0699189190577079,0,0,0,0,0,0,0,0,0,0,0.0757090679408768,0,0,0,0,-0.0319032241440269,0,0,0,0.0135877538817581,0,0,0,0,0,0.0139473932005544,0,0,0,0,0,0,0
X600011.SH,0,0,0.28543027548457,0,0,0,0,0.0307174965691636,-3.46944695195361e-18,0,0,0,0,0,0.026880980168745,0,0,0,0,0,0.0860606919762804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433880919089903,0.0912385562540394,0,0,0,0,0.00453274930968935,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102613908144738,0,0.150119167757841,0,0,0,0.173313658347046,0,0,0,0.169449507702011,0.0404774411222242,0.105337161233598,0,0,0.00245799637083973,0.0412774580562963,0,0,0.0718040178207486,0.139291028669007,0,0,0.036212775488362,0,0,0.017161192249674,0,0,0,0,0,0,0
X600019.SH,0,0,0.0268909428820888,0,0,0,0.101856174827285,0,0.0872495260530293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580720490734003,0,0,0,0,-3.46944695195361e-18,0,0.0315011472559823,0,0.0779723148864054,0,0,0,0,0,0,0,0.0082974360124056,0,0,0.0569453817246169,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0308977776863172,0,0,0,0,0,0,0,0,0.107311376039591,0,0,0,0,0,0,0,0,0,0,0,0.141514389943283,0,0,0,0.000390684763046604,0,0,0,0,0,0.172689389818399,0,0.100792086021601,0,0,0,0,0,0,0.0997262328065501,0,0,0,0,0,-0.0310839947150513,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.27505576388797,0.160119161667411,0,0.0233503871868225,0,0,0,0,-3.46944695195361e-18,0,0,0,0.23803537816069,0,0,0,0,0,0,0,0,0,0,0,0.00389632278866522,0,0,0,0,-0.032935106481156,0,0,0.28594596026598,0,0,0,0,0,0,-0.0283381524623648,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0721458581312216,0,0,0,0,0,0,0,0,0,0,0.0027582449842128,0,0.0425890322165952,0,0.196236499097795,0,0,0,0,0,0.0687999468196678,0.0369375964196183,0,0,0,0,0.144878492806164,0,0,0,0,0.19246869947426,0,0.0272902310449443,0,0.0328613494564197,0,0,0,0,0,0.0568849526443259,0.0684860526738589,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218363413739028,0,-0.0680746619441454,0,0,0,0,0,0,0.0356198818886606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210007035688553,0,0.144637000262976,0.17478304060249,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0425571441408925,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0418930278832102,0.134304667382391,0,0,0,0,0,0.00893921878503225,0,0,0,0,0,0.00156153586266084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948463344121961,0,0,0,0,0,0,0,0,0.153682126606221,0.0149309849609963,0.201774046496737,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877272333589398,0.0446323498402215,0,0,0,0.0978086259504248,0,0,0,0,0.149681355579303,0.00705067606765311,0,0,0,0.0211852957606294,0,0.167381200511842,0,0.0324530233098842,0.143438591170896,0.0194361529996575,0.102922424564296,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.123255240147057,0.0487185357174903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729483690216508,0,0.0551234691983759,0.0366372327787225,0,1.0842021724855e-19,0,0,0,0,0.115135155290705,0,0.00942189298583409,0,0,0,0,0.297982431573231,0,0,0,0.0013412115906675,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.118810772672271,0,0.177806667975487,0,0,0,0,0,0,0.252340091598698,0.0331876912310912,0,0,0,0,0,0,0,0.0532429413099083,0,0,0,0,0,0,0,0,0,0,0,0,0.233742235678398,0,0.170586416360346,0.059276866658896,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
