,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600188.SH,X002466.SZ,X601600.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600886.SH,X002460.SZ,X600547.SH,X300072.SZ,X600176.SH,X601992.SH,X600111.SH,X000898.SZ,X600352.SH,X000786.SZ,X600027.SH,X000553.SZ,X000792.SZ,X600299.SH,X000709.SZ,X000825.SZ,X600426.SH,X000408.SZ,X002271.SZ,X601158.SH,X000830.SZ,X601699.SH,X600489.SH,X000883.SZ,X600219.SH,X600315.SH,X600157.SH,X600583.SH,X600808.SH,X600339.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0636520051781005,0.251704138455691,0,0,0,0,0,0.0101667507761113,0,0.0437958190966643,0,0,0,0,0,0.0689895327233741,0,0,0.0442572163263557,0,0.0146830859538289,0,0,0,0.0936626051564448,0,0,0,0.0230589704538544,0.0838698190192066,0,0,0,0,0.0341563875079767,0,0,0,0,0,0,0,0,0.0069952005667564,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.343076136903169,0,0.169914353174912,0,0,0,0,0,0,0,0,0,0.460563416438145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426051901843355,0,0,0.106147780209253,-0.0402761720316681,0,0,0,0.0696355767690983,0,0,0,0,0,0,0,-0.0107666257797931,0,0,-0.0308550654839683,0.00300948272703226,0,-0.132261234679327,0,0,0,0
X601088.SH,0,0.0754081577656133,0,0.226458423421951,0.0878887968469529,-0.14109807530137,0,0,0.0489973130423954,0,0,0,0.389378525227219,0.0326321846453254,0,0,0,0,-0.0594484463728438,0,0,0,0,0,0,0,0,-0.0998993503233843,0,0,-0.0143954819446647,0,0,0,-0.0918282010807395,0,0,0,0.34350703947907,0,0,0,0,0,0,0,0.0203430576273163,0,0,0.00615132618946291,-0.0233051645150971,0,0.104493586700425,0,0,0,0
X600019.SH,0,0,0.298826625140297,0,0,0,0,0,0.293392703352818,0,0,0,0,0,0,0,-0.0577510607048396,0,0.0447095893603209,0,0,0,0,0,0,-0.0718980880579404,0,0,0,0,-0.130019302480873,0,0.110338888655337,0,0,0,0,-0.128299542461252,0,0,0,0,0,0,0,0.153688106172298,0,0,0,0.0106621080888415,0,0,0,0,0,0,0
X600585.SH,0,0,0.573954905884611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890800387863792,0,0.0195824270304324,0,-0.020201884225899,0,0,0,0,-0.11051729140852,0,0,0,0,0.00377212062602463,0,0,0,0,0.0849444722863584,0,0.201188461197296,0,0,0,0,0.0395949018588153,0.0745692120386658,0,0,0,0,0,-0.00577917220134511,0.05486219882786,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.106952076533177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077640312747861,0,0.0613639416909928,0,0,0,0,0,0,0.361666595379627,0,-0.0289127581582696,0.135887864816902,0,0,0,0,0.292722418324192,0,0,0.0996529231838538,0,0,0,0,0.0239089578155998,0,0,0,0,0,0,-0.0203727426529745,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150961839913261,0,0,0,0.161720250722409,0,0,0.0476585829927083,0,0,0,0,0,0.0914241227591981,0,0.0935008205377546,0,0,0,0,0,0,0.03944605960751,0.0318588178712777,0,0.048045478478699,0,0.09187283328109,0,0,-0.00983571314576753,0.0101737015087225,0,0,0,0,0,0
X601898.SH,0,0.0636014439429448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371451275855678,0,0.014964040497776,0,0,0,0.0676926537744318,0.0556791024783242,0,0,0,0,0,0,0,0,0.051969451464178,0.0175074079222673,0,0,0,0,0.114903436213034,0,0,0.0608043657733138,0,0,0,0.0890505428753382,-8.67361737988404e-19,0,0,-0.000577224810470106,-0.0102931355070776,0,0,0,0,0,0
X600188.SH,0,0,0.491591081608085,0.103945881796399,0,0,0,0,0,0.272960507124174,0.0354695697989453,0,0,0,0,0,0,0,0,0,0,0.24740015418386,0,0.0125223395236239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164135232134977,0,0,0,0,0,0.158918564312579,0,0.2023316981217,0,0,-0.0119082950400447,0.0190205903456339,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.149206636379387,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.425289510651276,0,0,-0.0498877681970736,0,0.124277936497748,0,0,-0.0593043448837747,0,0,-0.0190399920845653,0.145313405995131,0,0,0,0,0,0,0,0,-0.00970737433711239,0,0,0.00438225819921309,0,0,0,0,0.0476747539752907,0,0.0236551663435707,0.00815167548978203,0,0,0,0,0,0
