,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X000723.SZ,X601600.SH,X600352.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600801.SH,X601992.SH,X600027.SH,X600111.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X002271.SZ,X600299.SH,X002110.SZ,X000629.SZ,X600489.SH,X601158.SH,X600219.SH,X000990.SZ,X000883.SZ,X600808.SH,X000553.SZ,X600985.SH,X000630.SZ,X000027.SZ,X600583.SH,X600157.SH,X000825.SZ,X600426.SH,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0387971713714629,0,0,0,0,0,0,0,0.0362971389076033,-0.00740848472257305,0,0,0,0,0,0,0,0,0.0712437596415319,0,0,0.0548619501182992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994099104080162,0,0,0,0.00303603215290469,0,0,0.0718610553502861,0,-0.00460518929884511,-0.00811337375576907,0,0,0,0,0,0
X600028.SH,0,0,0.123489811918812,0,0,0.00110722794714344,0,0,0,0,0.104985788747278,0,0,0,0,0.0497075648742038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243452582715487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125087727679423,0.0643472692218119,0,0,-0.00524482582187692,0,0,0,3.87917983812733e-05,0,0
X601088.SH,0,0,0,0.290773999449398,0,0,0,0,0,0,0.112306144216512,-0.183040260956064,0,0,0,0,0.0820572467491822,0,0,0,0.0819190432604778,0,0,0.0858707717435719,0,0,0.0181033769406032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161563715170865,0,0.0190197808648686,0,0,0.0133352158540762,-0.034570882933766,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.197165874028017,0,0,-0.0026618006221781,0,0,-0.0180993365004999,0,0,0,0,0,0,0,0,0.501174366779125,0,0,0,0,0,0,0,0,0,0,0,-0.0384651063100333,0.00950516560057658,0,0,0,0,-0.00834408389785693,0,0,-0.0247062965075095,0,0,0,0,-0.00925558997719999,0,0,-0.00206661035475195,0.00136537858247646,-0.0183869267587089,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0541322650900919,0.00811551750846772,0,0,0,0,0,0.0704313266101233,0,0,0,0.166330744250197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915455804756104,0,0,0,0.129317883867957,0,0,0,0,0.00457137231123696,0,0,0,0,0.012646068708599,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.135821535272497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415922051989976,0,0,0,0,0,0,0.413499585566168,0,0,0,-0.107084741137489,0.0660416087518704,0,0,0,0,-0.0445310306681578,0,0,0,0,0.194333516555028,0,0,0.0440559837392657,-0.013640005508105,0,0,0,-0.054270862980888,0,0
X600011.SH,0,0,0,0,0,0.0170579481435003,0,0,0,0,0,0.176898739618976,0,0,0,0,0,0,0,0,0,0,0.171087091288673,0,0,0,0,0,0,0,-0.0465510950228421,0,0,0,0,0,0,0,-0.0489630301477626,0,-3.46944695195361e-18,0,0.0327019961802682,0.0864536455939296,0,0,0.028860273542697,0,0,0,0,0.0141453933312119,0,0,0,0,0.0048861900327293,0,0
X600010.SH,0,0,0,0,0,0.00633281896800659,0,0,0,0,0.0216343461326334,0.0370059303861166,0,0,0,0,0,0,0,0.0900882398276769,0,0,0,0.148128082310475,0,0,0,0,0,0,0.0471534371815749,0,0,0,0.191411228644995,0,0,0.202474581588173,-0.0228172636339605,0,0,0,0,0,0.0102644444352827,0,0.153729827534686,0,0,0,0,0,-0.00775971030011429,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0418768966812995,0,0.00619429916440769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134969933190251,0,0,0.499957779601068,0,0,0.0317502657874222,0,0,0.00554642896847653,0,0,-0.0475138871004915,0,0.0780409341157414,0,0,0,0,-0.0133418227752311,0,0.0129873037086205,0,0,0.0356769424458426,0,0
X000723.SZ,0,0,0,0,0.317720780467414,0,0,0,0,0,0,0.528935639965883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224315619920887,0,0.353233162584253,0,0,0,0.473960602889916,0,0.405901445954163,0,0,0,0,-0.0241845121901325,0,0,0,0,0,0,0,0.128989380296328,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0513350345267903,0,0
