,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X002466.SZ,X600795.SH,X600886.SH,X600362.SH,X600516.SH,X000898.SZ,X300072.SZ,X600547.SH,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X002110.SZ,X600299.SH,X000709.SZ,X600808.SH,X600426.SH,X600801.SH,X000932.SZ,X000408.SZ,X000883.SZ,X601158.SH,X600315.SH,X600219.SH,X601699.SH,X000830.SZ,X002271.SZ,X000792.SZ,X601003.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.365856811252654,0,0,0,-0.0232688861628416,0,0,0,0,0,0.0392615894213675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265957613039897,0,0,0,0,0,0.0309150351331995,0,0,0.0640050487983148,0,0,0,0,0,0,0.196365903519588,0,0.0102135405919999,0,0,0,0.0079897067150383,0.00772715594541309,0,0,0,0,0,0
X600028.SH,0.336821965386956,0,0,0,0,0,0,0,0,0,0,0.150755663566012,0,0,0,0,0,0,0,0,0,-0.112200078698418,-0.0431381867034646,-0.0221736564361367,0,0,-0.211425070298561,0,-0.0847757215082349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975030349616468,0,-0.0149776132858864,0,0,0.00800515288884891,-0.0194385152971815,0,0,0,0.0330859699297681,0,0
X601088.SH,0,0.0612856459665831,0,0.296332466683388,0,0.0183451904578181,0,0,0,0,0,0.557489770704941,0,0,0.0189363956238367,0,0,0,0,0,0,0,0,-0.0244964037112501,0,0,0,0,-0.0707956197352026,-0.094774062634975,-0.185722134681839,0,0,0,0,0,0,0,0,0,0,0,0.0592233595156391,0,0,0,-0.0166190976874208,0,0,-0.00125412049990356,0,0,0,0,-0.0249125941018105,0,0
X600585.SH,0,0,0.385026673933103,0,0,0,0,0,0,-0.137611802555522,0,-0.131594500003393,0.260625048407568,0,0.0112469013420773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189607756901451,0,0.0782711030151588,0,0,0,0.305362307961084,0,0,0,0,0.125427918898545,0,0,0.0475870576715519,0.0482427835540181,0,0,0,0,-0.0202581536282173,0.00894091807690161,0,0,0,0,0,0
X600019.SH,0,0,0,0.177438928325705,0,0.116346388014713,0,0.00109503532811229,0,0,0,0.285212682105471,0,0.161455144263254,0,0,0,0,-0.206113399673436,0,0,0,0,0,0,0,0.0420780475612544,0,0,0,0.0396157887330155,0,0,0.021926579493956,0,0.0825863868477302,0.14270251932803,-0.0445482811272689,0,0,0,0,0.0349384997503458,0,0,0,0,0,0,0.00643947256312351,0.026188653391778,0,0,0,0.225934465363337,0,0
X600309.SH,0,0,0.246675905253869,0,0,0,0,0,0,0,0,0,0,0,-0.177854251767996,0.0486027127346707,0,0,0.0458257253876568,0,0,0,1.73472347597681e-18,0,0,-0.159816285610283,0,0,0,0.237696497115525,-0.0323878734875356,0.115864971742194,-0.115621018910453,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.0546309187528244,-0.0276688020746739,0.110052947913271,0,0,0,0.0482760620279032,0.0456982323949919,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0420758802628377,0,-0.0197800898066472,0,0,0,0,0,0,0,0,0.180527622409825,0,0.115984149984868,0,0,0,0.385585426079593,0.0678921714586827,0,0,0,0,0,-0.0490569809168237,-0.0871639735754368,0,0,0,0,0,0,0,0,0.0880739041401825,0,0,0,0.0621204701074154,-0.0397670808565466,-0.0855428701447347,0,0,0,-0.00280477168162387,0.0204260613216227,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00658819426620921,0.392577368018519,0,0.788922086874429,0,0,0,0,0,0,0,0.637920711020869,0.43555604084679,0.182348955405415,0.0486568491072713,0,0,0.0896515021406411,0,-0.0999564089352108,0,0,0,0,0.399134994953916,0,0,0,0,0,0,0,0,0,0,0,0,-0.0990249021602959,0,0,0,0.0265085939540574,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209251042850901,0,0,0,0,0.132711262208885,0,0,0,0,0,0,0.0816344961708311,0.0581237363804035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208198494629687,0,0,0,0.0795316403484286,0,0,0.00042096199237533,-0.0160994360373011,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.053747140449608,0,0,0,0,0,0,0,0,0,0,0,-0.468644145098172,0,0,0,-0.0824842409642325,0.0537305137962874,0,-0.086490608317691,0,0,0,0.39364959902192,0,6.42478142513919e-05,0,-1.73472347597681e-18,0,0,0,0,0,-0.230222404394851,0,0,-0.0594242231145988,0,0,0,0,0,0,0,0,0.0276170745630046,0.0467691823998498,0.114551313354533,0,0,0.279600272790913,0,0
X601991.SH,0,0,0,0,0,0,0,0.0389647697749027,0,0,0,0,0,0,0,0.212712690481713,0,0,0,0,0.032375619639149,0,0.190364041227554,0.104923852182343,0,0,0,0.0743573015559155,-0.00056753002798601,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-3.46944695195361e-18,0,0.00818363696335518,0.0376159898230508,0.0252716957141127,0,0.018647567404107,-0.00318704392435904,0,0,0,0,0,0
X600188.SH,0,0,0.118430009367963,-0.113215428404173,0.18630370401883,0.0498914218415471,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540821773963727,0,0,0,-0.220939198779326,0,0.0275959413356041,0,0.025975857932596,0,0,0.0256410741927823,0,0.0585385510944508,0,0,0,0,0,0,0,0,0,0,0.934729621585884,0,0,0,0,0,0,-0.0228376905509905,-0.0436797160153873,0,0,0,0,0,0
X600688.SH,0.138759175836838,0.163618757176589,0.0257014667165101,0.0358098281648456,0,0,0,0.0353599939120506,0,0,0,0,0,0,0,0,0,0.141394560852703,0,0,0,0,0,0,0,-0.0649459736049308,0,0,-0.13104469295591,0,0.0202124270392479,0,0,0,0,0,0,0,0,0,0,0,0.0080882763066499,0.0870009099181911,0,0,0,0,0,0.0273405259272703,0.00624473164592356,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0221056486374421,0.0601496668270055,0,0,0,0.161205974851056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189912959501587,0.0666899499535459,0,0,0,0,0,0.0444652019595161,0,0,0,0,0.00676249885697079,0,0,0,0,0.270068989980925,0.0108974815086365,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0.0518944722066292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00476526286906631,0.599718024933598,0,0,0,0,0,0.0093633467571822,0.175576343131937,0,-0.483803911944657,0,0,-0.638423353347103,0,0,0,0,0,0,0,0.0587096089647085,0.280079366401786,0,-0.189759826365472,0,0,0.0479721316589943,0.0278401106578714,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.247854608551864,0,0,0,0,0,0.0724202807854442,0,0,0,0,0,0,0.0028130038497961,0,0.0785551641703155,0.0370164053367006,0.0157706866153861,0,0,0,0,0,0,0,0,0,0.0719096115600254,0,0,0,0,0,0,0.0186468864620936,0.0979008303053512,0,0,0,0.00111518945542554,-0.00393719677906195,0,0,0,0,0,0
X600886.SH,0,0,-0.0603279585105355,0,-0.107065703556563,0,0.00675917958289363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203335531388249,-0.0768970474961086,0,0,0.105854001900384,0.112110101492001,0.00417922106818795,0.11756264814404,4.33680868994202e-19,0.0975857805747148,0,0,0,0,0,0,0,0,0,0,0.0193443601678202,0,0,0,0,0,0,0,-0.0170547997021628,0,0,0,0,0,0
X600362.SH,0,0,0.0773975901644625,0,0,0.111834592569076,0,0,0,0,0,0,0,0.399259679435011,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554176828477018,0.0326727497827066,0,0,0,-0.0234224143620695,0,0,0,0,0,0,0,0,0,0,0.0572307314956796,0,0.0832447285129239,0.0892751556116363,0,0,0,0.00889442087127214,-0.0073220817449568,0,0,0,-0.108531057524441,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133744623293286,0,0,0,0,0,0,0,-0.0561082038955322,0,0,-3.46944695195361e-18,0.125345079918466,0,0.233032757980046,0,0.127711493495313,-0.0351558481488947,0,0,0.194455358788311,0,0,0,0,0,-0.087477315835126,0,0,0.348520144201405,0,0.0631340666943603,0,0,0,-0.012402017368478,-0.0312087115603009,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.184661638971582,0,0,0.0239691047678382,0,0,0,0,0,0,0,0,0,0,0.037969678521731,0,0,0,0,0,0,0.0950741934028267,0.0929455508001146,0,0,0.0238905362799091,0.0403563154143579,0,0,0.0640373496578121,0,0.0112269299221696,0.0432350373442213,0,0,0,0,0,0.00780846532069443,0,0,0,0.129890781313293,0,0,0.0141484187431405,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.270286957947141,-0.0132811309739238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668614008549134,0,0,0,0.103835218029741,0,0.324944146598769,0,0,0,0,0,0,0.17803916173988,0,0,0.372961929554335,0,0,0,0,-0.144923955051856,0.00697557736085755,0.0469232827779352,0,0,0,0,0.0307991974863457,-0.0206180518513988,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0717838136636827,0,0,0,0.027991615999281,0,0,0,0,0,0,0,0,0.1307280792794,0,0,0.184795512606949,0,0,0.0215285476818637,0.105683461381668,0.0407593107250697,-0.0931108815577399,0,0.009642655754652,0,0,0,0,0,0,0,0,0.0281867656789397,0,0,0.00651300679005596,-0.0197314996793995,0,0,0,0,0.018354736674198,-0.0277913200153179,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.450860462930325,0.0541057614239878,0,0.0144054810523253,0,0,0,0,-0.0904014561615319,0,0.537640537902034,0,-0.127810626466922,0,0,0,0,0,0,0.0589245130922324,0,0,0,0,-0.090658018953778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117298726968307,0,-0.0654427692469855,0,0,0.00573284649809873,0.0091888289552033,0,0,0,0,0,0
