,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X600010.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600188.SH,X600362.SH,X600886.SH,X600111.SH,X600688.SH,X600027.SH,X600583.SH,X601992.SH,X600309.SH,X601158.SH,X600352.SH,X000792.SZ,X000709.SZ,X000898.SZ,X600157.SH,X600660.SH,X600547.SH,X600008.SH,X600489.SH,X002353.SZ,X000027.SZ,X000539.SZ,X000629.SZ,X600021.SH,X600808.SH,X000831.SZ,X000825.SZ,X000630.SZ,X600549.SH,X600219.SH,X002470.SZ,X000060.SZ,X600578.SH,X601699.SH,X600098.SH,X600307.SH,X600315.SH,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.448670296150355,0,0,0,0,0,0,0,0,0,0.0459633276780061,0,0.233212987439955,0,0,0,0,0,0.0632795796039126,0,0,0,0,0,0,0,0.0343605217970771,-0.0210521109578415,0,0,0,0,0,0,0,0.0113862089051695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279214534636048,0,0,0,0,0,0
X600028.SH,0.424078797590008,0,0,0,0.110360604623635,0,0,0,0,0.0299071203227032,0,0,0,0,0,0,0,0.189934291965001,0,0,0,0,-0.0272554243366905,0,0,0,0,0,0,0.114603186938996,-0.0422261215310283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191139772121231,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0748702249166614,0,0,0,0.438194500161336,0,0.0122204166883708,0,0.204084941188985,0,0,0,0,0,0,0,0.0371361731059102,0,0,0.0444659456717283,0,0,0,0,0,0,0,0,0.063736609390203,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0265321178288608,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.00413517650632269,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.281059090467018,0,0.155269253127597,0,0,0,0.0198075958821787,0,0,0,0,0,0,0,0.064084387071519,0,0,0,0,0,0,0,0,0,0,0,0,0.0834630232834653,0.0917554795730144,0.101905437333257,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.156151380938109,0,0,0,0,0,0,0.0418180042322899,0,0.0187970762933901,0.581169830931615,0.0315384610183984,0,0,0,0,0,0.0755490843949516,0,0,0,0,0,0,0,0,0,0,-0.0530529514791346,0,0,0,0,0,0.0546349683981114,0,0,0,0,0,0,0,0,0,0,-0.0174555891918988,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0321967272113252,0.0720574810093401,0,0.0791910999183497,6.93889390390723e-18,0,0.0846677309054836,0,0,0,0,0.220474367501493,0.199583347967506,0,0,0,0,0,0,0,0.0328656555207047,0,0.056613372201659,0,0,0,0,0,0,0,0,0,0.0619607901101535,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.504174729256795,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337469509478082,0,0,-0.112310218351958,0,0,0,0,0,0.156106315732396,4.33680868994202e-19,0,0,0,0,0,-0.0396789709399076,0,0.116778421882586,0,0.257531628052933,0.0139543911857247,0,0,0,0,0,0,0,0.291768093551649,-0.0434379956448672,0,0.0061557416325667,0.0695303754236543,-0.0631395765471002,0,0,0,0,0
X601898.SH,0,0,0.117808244888384,0,0,0.0140538669739101,0,0,0.181588208033134,0,0,0,0,0,0,0,0,0.0517010774219312,0,0.0278208259800297,0,0,0,0,0,0,0,0,0,0,0,0.00566002123791838,0,0.207918053868996,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.232259307367929,0.08070097523893,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.346144456630821,0,0,0,6.93889390390723e-18,0,0,0.168638465910689,0.0298521919532594,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.185952007017578,0,0,0,0,0,0.0892736338426973,0.0555364744771351,0,0,0,0,0,0,0,0,0.00197371610722786,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.187813911570795,0.00627647062308342,0,0,0,0,0.105699989079908,0.358448551717726,0,0.159605123416252,0,0.0161317069736225,0,0,0,0,0.0999763096282596,0,0,0,0,0,0,0,0.00289729200234313,0,0.116864523936719,0,0,0,0,0,0.039141128508667,0.057321932060352,0,0,0,0,0,0,0,0,0,0,0.0329541205599334,0,0,0,0,0,0
