,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X600803.SH,X600027.SH,X601991.SH,X002460.SZ,X000301.SZ,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X000786.SZ,X601699.SH,X600176.SH,X002128.SZ,X600219.SH,X000807.SZ,X000630.SZ,X600985.SH,X000877.SZ,X000933.SZ,X601168.SH,X000883.SZ,X000408.SZ,X600096.SH,X000027.SZ,X002353.SZ,X000932.SZ,X002271.SZ,X600995.SH,X600801.SH,X600483.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.485623695533272,0,0,0,0.0337037221275751,0.0540867595690381,1.35525271560688e-20,0,0,0,0,0,0,0.0547935242252089,0.165129367337837,0,-0.0287264989119591,0,0,0,0,-0.0516645554496939,0,-0.04466750359346,0,0,0.0630752039536139,0,0,-0.0639053259776979,0,0,0,0,0.0927599921751755,0,0,0.129586122017877,0,0,-0.0509373219473351,0,0,0,-0.0435876182200331,0,0,0,0,-0.0147765673625394,0,0,0,0,-0.0763276016265747,0,0
X601088.SH,0.177178371511151,0,0,0,0,0,0.275317523615503,0,0,0.106474835853865,0,0.047375113800434,0.138616652454003,-0.0131604083443099,0,-0.0176927742384542,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0639905788785447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499986368121323,0,-0.166612970978372,0,0,0,0,0,0.0386555695699804,0.0691772774729702,0,0,0.0519505146899028,0,0
X600028.SH,0.51137933782202,0.051607253533134,0,0,0,0.0962148229801939,0,0,0,0,0,0,0,0,0,-0.0394815771898347,0,0,0,0,0,0,0,-0.112217727993804,0,-0.00647398111704781,0,0,0,-0.068303549043071,0,0.0125135021044936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721771155358203,0,0
X600309.SH,-0.133561024731885,0,0,0,0,0,-0.021094033607158,0,0,0,0,0,0,0,0,0,0.0464223605857434,0,0,0,0.0436385017341419,0,0,0,0,0.000405424954647184,0.0935378164039297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190697480673756,0,0.198130790411591,0.0121303014060007,0,0,0,0,-0.0439867510003843,0.0202714049235432,0,0,0.00712166206560705,0,0
X601898.SH,0,0,0.137873598805424,0,0,0,0.133919256085918,0,0,0,0,0,0.107382381237563,0,0,0,0,0,0.0607525801760297,0,0,0.0826105451746134,0,0,0,0,0,0,0,0,0.213203661087225,0,0,0,0,0,0.141746884154149,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0188330043481501,-2.16840434497101e-19,0,0,0,-0.0121304710272444,0,0
X600019.SH,0,0,0,0,0.246102368321937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719186552522263,0,0,0.14260846736686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109556764145804,0,-0.0466316448517208,0,0,0,0.0675743968265611,0.191401970255779,0,0,0,0,0.0824869494085824,0,-0.0322726116349869,0,0,0.0291842034992277,0,0
X600188.SH,0.0362559033905192,0.345551214000979,0,0,0.0589050969879741,0,0,0,0,0,0,0,0,0,0,0,0,0.167312747086909,0,0.0401540874028159,0,0,0,0,0,0,0,0,0.243068084813841,0,0.567642598452721,0,0,0,-0.071645663135234,0,0,0,0,0,0,0,-0.067763756355975,0,-0.0186814598376035,0.071524090513054,-0.135096062498635,0,0,0,0,-0.0432029721052977,0,0,0,0,0,0,0
X600886.SH,0.0253675742934703,0,0,0,0,0,0,0,0,0,0,0,0,0.393163844625203,0,0.0780021954067739,0,0,0,0,0,0,0,0,0,0,0,-0.050571971503845,0,0,0,-0.239371514240259,0,0,0.163449661003364,0,0,0,-0.0291826173825373,0,0,-0.233515641440842,0,0,0,0,0,0,0,0,-0.0622991003793061,0,0,0.155730227231997,0,0,-0.0289352481468774,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121105624640846,0,0,0,0,0,0,0,0.0903958421014181,0.419109258838458,0,0,-0.0285358090918328,0,0,-0.0237051461026542,-0.083325436454899,0,0,0.0978718845800917,0,0,0,0,-0.0359510638555464,0.00912352114618918,0,0,0,0,0,0.00363277999756161,0,-0.0146082522473537,0,0,0.182384145459241,0,0,0,0,0,0,-0.064757966113025,0,0
X600585.SH,0,0.0545315395223304,0,0,0,0,0,0,0,0,0,0,0,0,0.16226484544042,0.0721489007324472,0,0,0,0,0,0,0,0,0,-0.0896608162606647,0,0,0,0,0,0.232308052972926,0,0.0831670008381867,0,0,-0.0380941275036839,0,0,0,0,-0.0265352781405733,0,0,0,0,0,0,0.0798637553213822,0,0,0,0,0.0100431806206996,0,0,0.00505435717234083,0,0
