,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X000708.SZ,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X601992.SH,X600111.SH,X000723.SZ,X600027.SH,X002271.SZ,X000786.SZ,X600489.SH,X600516.SH,X002466.SZ,X002353.SZ,X000898.SZ,X600176.SH,X600299.SH,X002460.SZ,X601158.SH,X600612.SH,X000709.SZ,X000883.SZ,X600426.SH,X600219.SH,X000629.SZ,X600583.SH,X000027.SZ,X000630.SZ,X000792.SZ,X000553.SZ,X600315.SH,X601699.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0186774070677821,0,-0.0113908575639645,0,0,0,0,0,0,0.011903991903124,0,-0.0291496678855337,0,-0.0302586041769833,0.0530921901064521,0,0,0,0,0.0798792766762619,-0.0205283484065366,0.0936782533663084,0,0,0.00611681300794587,0,0,0,0,0,0.0534533567575485,0,0,0,0,0,-0.0212355684695253,0,0,0,0,0,-0.0188654132143115,0,0,0,0,0.0118928155569206,0,0
X600028.SH,0,0,0.000138226094233861,0,0,0,0,0,0,0,0,0,0,0.0193904942684902,0,0,0,0,0.131468253235662,0,0,0,0,0.115266668835192,0,0,0,0,0,0,0,0,0,0,0,0,-0.00969471206193494,0,0,0.0830662054350254,0,0,0.0235869168240367,0,0,-0.0111269225423815,0,-0.0173437364193595,0,0,0,-0.0100991962568241,0.0271200592241137,0,0,0,-0.00212256516704243,0,0
X601088.SH,0,0,0,0.261755376851614,0,0.25824781132971,-0.00166178507540875,0,0,0,0,0,0,0.100635465109012,0,0,0,0,0,0,0,0,-0.0666130165487146,0.0207751084443376,0,0,0.16125906208378,0,0,0,-0.0726144826096473,0,0,0,0,0,0,0,0,0,0,0,0,0.0232822058081652,0,-0.0882325783207128,0,0,0,0,0,-0.00554616127715804,0,0,0,0,0.012875647434799,0,0
X600585.SH,0,0,0,0,0,0,-0.043103857742266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594762316912402,0,0,-0.0145275487578062,0,0.0595720223564903,0,0,0,0,0,0,0,0,-0.0932272210147201,0,0,0,0,-0.0290195213694373,0,0,0,0,0,-0.0194802418053162,0,0,-0.114755942570715,0,0,0,-0.0149794956377433,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0228052326473447,0,0,0,0,0,0,0.0851609253338017,0,0,0,0.0246489969866875,0,0,0,0,0,0,0.0741815942465384,0,-0.118959859661636,0.0682646256449249,0.0452131594252045,0,0,0,0,0.117996066345059,0,0,0,0,0.016192204427566,0,0,0,0,0,0,0,0,0,0,0,-0.0282258170664268,0,0,0,0,0.00923078373777618,0,0
X600019.SH,0,0,0.173622827247408,0,0.0202482448312398,0,0,0,0.0371121875122249,0,0,0,0,0.080291461339038,0,0,0,0,0,0,0,0,0,0.0396395924142615,0,0,0.0982075100181034,0.0268696744879387,0,0,-0.0183184501458264,0,0,0,0,0,0,0,0,0,0,0.0665177908682289,0.172300320916026,0,0,0,0,0,0,0,0,-0.0150977158743741,0.0172111636434845,0,0,0,-0.0181900447226644,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0225023578698376,0,-0.543259490080869,0,0,0.0706765547177977,0,0,0,0,0,0,0,0,1.25217456767475,0,-0.0489291576302051,0.108283853591658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557403947470149,0,0,0,0,0,-0.00390150981036993,2.16840434497101e-19,0,0,0,0.0402069710949202,0,0
X600011.SH,0,0,0,0,0.162835037523919,0,0.00689451734292506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164953026520957,0.299451429143188,0.035051546963369,0,0,0.0644891136737834,0,0.0482574873603253,0,0.250675697709243,0,0,0,-0.0111960351574016,0,0,0,0,0,0,0,0,0,0,0.0667729768659768,0,0,0,0.0149625257596,0,0,0,0,0.0186769006377062,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.100696185703021,0,0,0,0,0.0164002047577739,0,0,0,0,0.0585749601274249,0,0.0744196187220323,0,0.118728961902819,0,0,0,0,0,0.0228112302207559,0,0.0506036641959255,0,0.0626083649787059,0.00740097154713556,0,0,0,0,0,0,0.0106288600419623,0,0.0725479712470674,0,0,0,0,0,0.0518675458776466,0,0.0100533696965591,0,0,0,0,-0.0247904927974765,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377674174782736,0,0,0,0,0,-0.166772935745055,0,0,0,0,0,0,0,0,0,0,0,0,0.209082361820075,0.0430819328780743,0,0,0,0,0,0,0,0,0,0,0.0216655850663325,0,0.026915432348625,0,0,0,-0.0119384545159239,0,0,0,0,0.0220584055543029,0,0
