,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X002466.SZ,X600188.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600547.SH,X600176.SH,X600886.SH,X600516.SH,X600111.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600352.SH,X002271.SZ,X600027.SH,X000792.SZ,X600299.SH,X000553.SZ,X000825.SZ,X000408.SZ,X601158.SH,X601699.SH,X600489.SH,X600219.SH,X600808.SH,X000883.SZ,X000630.SZ,X600583.SH,X000959.SZ,X600426.SH,X600160.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.104957730134173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143158419711229,0,0.0393712904597849,0,0,0,0,0,0,0.0828057953676979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144487117233372,0,0.0295619702563764,0.0454917710726027,0,0,-0.0108849442103885,0,0,0,0,0,0,0
X600028.SH,0.48275653245293,0,0.121308580272883,0,0,0,0,0,0,0,0,0.266678470836355,0,0,0,0,0,0,-0.0688447776127677,0.175378336484649,0,0,0,0,0,0.175449902651605,0,0,-0.0714634224619703,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.123328958324173,0,0,0,-0.0297807052701414,0,-0.00754344904068965,0.0141506941181202,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.101299422403513,0,0,0,0,-0.0834877360373497,0.122677780939983,0,0,0,0,0,0,0,0,0.0851950243488633,0,0,0,0,0,0.0272055597950969,0,-0.0978773259288472,0,0,0,-0.0224969909683055,-0.0256941058858906,0.00923449448473559,0,0,0.36933559356522,0,0,0,0,0,0,0,0,0,0,0,0.0247369633361134,-0.0189776750549451,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.311103496872761,-0.121314135601317,0,-0.0734370059521727,0,0,0.341092008097789,0,0,0,0,0,0,0,0,0,-0.0955568097064969,0,0,0,0.16697795294395,0,0,0,0,0,-0.00584352403691786,-0.0845914157322352,0,0,0,0,0,0,0,0.0747548679092857,0,0,0,0,0,0,0,0,0.0319506284395061,-0.0268790742632594,0,0,0,0,0,0
X600585.SH,0,0,0.125972903044536,0.440837704098072,0,0,0,0,0,0,0.155818922676175,0,0,0,0.0297663041601254,0,0,0,0,0,0.1758589689671,0,0,0,0,0.0658225570693463,0,0,0,0,-0.233009358029134,0.134311036250633,0,0,0,0,0,0,0,0,0,0,0,0,0.06750136934563,0,0,0,-0.0566439799725867,0.0536478816810759,0.0330070828804226,0,0,0,0,0
X600011.SH,0,0,0,0,-0.134345782195896,0,0,0,0,0,0.0196494423067044,0,0,0,0,0,0.146327323216971,0.128807349332324,0,0,0,0,0.0205513662502118,0.0459183841039375,0,0,0,0,0,0.210204029038732,0,0,0.157347537782323,0,0,0,0.0597518664238636,0,0,0,0,0,0.033168127956895,0,0,0,0,0,0.0306825029099224,-0.0419504767774709,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.126672074585726,0,0,0.161038033961442,0,0.0732801186674673,0,0,0,0,0,0,0,0,0,0,0.224151420041619,0,0.0617991657548683,0.0672859486321943,0,0,0,0,0.020829913980579,0.00157424308743538,0,0,0,0,0,0
X601600.SH,0,0.143803473247952,0.121313756717535,0,0.0156196585919386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190496316716649,0,0,0,0,0.245981013895481,0,0,0,0,0,0,0,0.0642778643064636,0,0,0,0,0,0,0,0.0756677715006783,-0.470159104020034,0,0,0.274887894295958,-0.40017916259781,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200998178583784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640557168448505,0.0199136177998863,0,0,0,0,0.0994638122461722,0,0.137584645333825,0,0,0,0.108589089226896,0.300824808290298,0,0,0.0353685773855417,0,0.0123284027316351,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889691436396237,0,0,0.505031528300752,0,-0.14451978604529,0,0,0.232854956601459,0,0,0.0115243032774789,0,0,0,0,0,0,0.111447303040508,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.139944746042216,-0.0103267145045509,-0.000225225553434785,0,0,0,0.000362876888599707,0,0,0,0,0,0
X600188.SH,0,0,0.446672899197137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340560883390256,0,0,0,0,0.0488580591672904,0,0,0.0943033370014585,0,0.141511335859574,0,0,0,0,0,0,0,0,0.456612112158213,0,0,0,0,0,0,0,0,0,0,0,0.00714972872417375,3.46944695195361e-18,0,0,0,0,0,0
X600688.SH,0,0.348935650405231,0,-0.00334890833056372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766116914045412,0,0,0,0.0547741816547135,-0.0330175270435879,0,0,0,-0.0144590473336569,0,0,0,0,0,0,0,0.162529408716189,0.0276899857087972,0,0,0,0,-0.0515284702232732,0.0535057140272901,0,0.198177322719644,0,0,0,0
X600660.SH,0,0,0.161147331643815,0,0,0,0,0,0,0,-0.0962825459317221,0,0,0,-0.0520380890091021,0,0,0.0270576484776899,-4.33680868994202e-19,0,0.248290875210082,0,0.15432484942365,0.0602497895934937,0,0,0,0,0.0831994430354089,0,0,0,0.0993575685060025,-0.0852125495114011,0.0596214544757466,0,0,0,0,0,0,0,0,0,0.119420244832793,0,0,0,-0.00745058878067408,0,0,0,0,0,0,0
X601991.SH,0,-0.00807799146016318,0,0,0,0,0,0,0,0.0128006101216136,0,0,0.0264633551850141,0,0,0,0.0237611644475435,0.0157715708305241,0.110105864662275,0,0,0,0.0664073443123088,0.133666050688274,0,0,0,0,0,0.0350601336432691,0,0,0,0,0,0,0.0722303122282062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21535852035449,0.0192525403206464,0,0,0.194638552345058,0,0,0,0,0,0,0,0,0,0,0,0,0.467469087008094,0,0,0,0,0.334511135199295,0,0,0,0,0,0,-0.0159325583357892,0.0291147165890817,0,0,0,0,0,0
X600795.SH,0,0.163377730869528,0,0,0,0,0,0,0.0470684489647381,0,0,0,0,0,0,0,0,0,0.0191758721501615,0.0479970958052264,-0.0123538970670896,0,0,0.079204594793134,0,0,0,0,0,0,0,0.0143268930961583,0.0523969403771427,0,0,0,0,0,0,0.0279858901224096,0,0,0,0,0,0,0,0,0.0118703316183017,0,0,0,0,0,0,0
X300072.SZ,0.299937652786758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261706984192722,0,0.102192878713373,0,-0.0150284855326637,0,0,0,0,0,0,0,0,0,0,0.0916695228317449,0,0,0,0,0,0,0,0,0,0,0.150700291822265,-5.42101086242752e-20,0.275687833508861,0,0.00259722776332826,0.00792483576418294,0.162753225313276,0,0,0,0,0
