,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X600010.SH,X000792.SZ,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600489.SH,X000301.SZ,X000708.SZ,X600160.SH,X002466.SZ,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X000983.SZ,X600176.SH,X000877.SZ,X600219.SH,X002128.SZ,X601699.SH,X000630.SZ,X000408.SZ,X600157.SH,X600096.SH,X600985.SH,X601168.SH,X000933.SZ,X002353.SZ,X600352.SH,X002271.SZ,X600378.SH,X600995.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0685258883683428,0,0,0,0,0,0,0.133512855674826,0,0,0,-4.33680868994202e-19,0,0.252426638341944,0,0,0,0,0.314910461593306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485940979681837,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256044245964973,0,0
X601088.SH,0,0,0,0,0.517706456717885,0,0.0432394752991662,0,0,0,0,0,0,0,0,0,-0.124215447756424,0,0,0,0.00169230544700872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100361472420668,0,0,0,0.0146593012256911,0,0,0,0,0.062469596358052,0,-0.0385539057750931,0,0,0,0,0,-0.0309998094212793,0,0,0,0,-0.0068481372473166,0,0
X600028.SH,0.0632620070428733,0,0,0,0,0,0,0,0,0,0,0,0,0.0582237761395419,0,0,0,0,0,0,0,0,0,0,0,0.0254274011438082,0.00756221508476413,0,0,0,0,0,0,0,0,0,0,-0.0367013868722331,0.000952607773666285,0,0.379138287483147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473665067882645,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169827518748583,0,0.0268820423978963,0,0,0,0,0,0,0,0,0,0,0.379925489617141,0,0.0380029559657593,0,0,0,0,0,0.0310079646122861,0,0,0,0,0,0,0.09222183686883,0,0,0,0,0,-0.0575144210139209,0,0,0,0,5.42101086242752e-20,0,0
X601898.SH,0.106432381267488,0.332542952555258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220959170819787,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536280805319366,0,0,0,0,0,0.0462013853557867,0,0,0,0,-0.0258244031132494,0,0
X600660.SH,0,0,0,0,0,0,-0.176559234042076,0,0,0,0,0,0,0,0,0,0.0988746103157282,0,0,0.106802908905048,0,0,0.199712738907776,0,0,-0.0920199576331057,0,0.116997180201546,0,-0.0220583194341889,0,0,0,0,-0.0612280555890449,0,0,8.67361737988404e-19,0,0,0,0,-0.116891591704939,0.100101481455311,0,0,0,0,0,0,0,-0.0465351977138529,0,0,0,0,-0.00399190109010351,0,0
X600019.SH,0.184999268660481,0,0,0,0,0,0,0,0,0.209036272312675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171046644078143,0,0,0,0,0,0,0,0.109378249599284,0,0,0.0316805976355826,0,0,0.11307902086816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111303549319518,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0521755892315133,0,0,0,0,0,0,0,0,0,0,0,0,0.328782913293067,0,0,0.00559156476055175,0,0,0,0,0,0.177824196689103,0.25730049724382,0,0,0,0,0,0,0,0.0191495615140054,0,0,0.212217902290518,0,0,0,0,-0.00119239656880754,0,0,0,0,-0.0821468064755215,0,0
X600585.SH,0,0,0,0,0,0,0.185515572666237,0,0,0,0,0,0,0,0,0,0.00100886016738968,0,0,0.0360279365564303,0,0,0,0.0387974892443844,0,0,0,0,0,0,0,0,0.271460842483233,0,0,0,0,0,0,0,0.0548023287426417,0,0,0,0,0,0,0.0553644934133939,0,0,0,0,0,0,0,0,-0.0487947325400143,0,0
X601600.SH,0,0,0,0,0,0,0.368549632932312,0,-0.179021112177312,0,0,0,0,-0.0376611839084617,0,0,-0.151525799519054,0,1.1819468948227,0,0,0,0,0,0,0,0,0.183113415603767,0,0,0,0,-0.205502847071248,0.0324948878332985,0,0.0887798998290492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287550010177655,0,0,0,0,-0.0384616752807217,0,0
