,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600188.SH,X300072.SZ,X600795.SH,X601992.SH,X600362.SH,X002466.SZ,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X600157.SH,X000709.SZ,X600176.SH,X600027.SH,X600352.SH,X000786.SZ,X000792.SZ,X000553.SZ,X000408.SZ,X600489.SH,X600219.SH,X002271.SZ,X600808.SH,X000959.SZ,X601158.SH,X600339.SH,X000883.SZ,X000723.SZ,X002092.SZ,X002470.SZ,X600299.SH,X000630.SZ,X000983.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.562123289160005,0,0.0189045362922026,0,0,0,0,0,0,0,0,0.0531921856532094,0,0,0.0702168430736915,0.00233142189959815,-0.0818103377795786,0,0,0,0,0,-0.0307680411092075,0,0,0.0239605967988618,0,0,0,0.020649989084744,0,-0.0374043053407303,0,0,0.0630304885779782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523577793182975,-0.00466871193722207,0,0,0,0,0,0
X600028.SH,0.525274815108852,0,0.0503010046803989,0,-0.0994041274116505,0,0,0,0,0,0,0,0.0184381561813403,0,0,0,0,0,0,0,0.0500356650533181,0,0,0,0,0,-0.104422757718226,0,0,0,0,0,-0.0121446121090497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252592330342959,0,0,-0.0115569840694558,0.0157422276667375,-0.0686743522035736,0,0,0,0,0
X601088.SH,0,0,0,0.221040186644095,0.115230593232316,0,0,0,0,0,0,0.233173372197806,0,0,0,-0.238009291343026,0.0598563977452335,0,0,0,0,0,0,0.00172599751487596,0,0,0,0,0,0.0298058169256475,-0.0104445452966159,0,-0.0314873428872384,0,0,0.0695376682491322,0,0,0,0,0,0,0,0,-0.0931640739644473,0,0,0.10212992735316,0,0.0134731644010151,0.0194883163070882,0,0,0,0,0,0
X600019.SH,0,0,0.102050186729011,0,0,0,0,0,0,0,0,0,0.0334679551731684,0,0,0.0944240936525042,0,0,0,-0.0513170024474622,0,0,0.653717333042106,0.0153840669895622,0,0,0.2022987840662,0,-0.0960851574006368,0,-0.0692937344534777,0,-0.0220587763464232,0,0,0.0380687839104623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186825092946327,-0.00297779724939029,0.134123704001665,0,0,0,0,0
X600585.SH,0,0,0.445579445644048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178457517647118,0,0,0,0,0,0,0.0896331141551425,0,0,0.181589620323951,-0.16371948782005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0272076444546268,0.036690439882695,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0838753550974436,0.00757883314636703,0,0,0.186126968496404,0,0,0,0,0,0.0729543709352939,0,0.0113092397327314,0,0,0.0543934137222416,0,0,0,0,0.0988430943719299,0,0,0,0,0.141371194476751,0,0,0,0,0,0.0417081692494722,0,0,0,0,0,0,-0.0109570997964955,0,0,0,0,0,0,0
X600309.SH,-0.0744230301695717,0,0.0631154031022769,0,0,0,0,0,0,0,0,0,-0.0147975447235681,0,0,-0.0507481088341226,0,0,0.263796027053738,-0.145411159978469,0,0,0,0,0,0,0.304956911267325,0,0,-0.0566281437625474,0,-0.115384866580634,-0.116225807942677,0,0,-0.102228440827551,0,0,0,0,0,0,0.546843556444996,0,0,0,0,-0.168858317532539,0,-0.0109941328653033,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0730651643037044,0,0,0,0.126129906311429,0,0,0,-0.0446802055567038,0,0.114002603658545,0,0,0,0.0935268685580578,0,0,0,0,0,0,0,-0.0310892940235961,0.0562874396348455,0,0.0113035161159612,-0.0343037536611083,0,0,0,0,0,0,0,0,0,0,0.0550540955729229,0,-0.0111941752960668,0,0,0,0,0,-0.0300813703554992,0.0398767890790351,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.00719701953750365,0.0707864062834788,-0.0181452493690659,0,0,0,0,0.216695419321337,0,0,0.052890225953789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302839011378527,0.0511459870713265,0,0,0,0,0.0499968864279621,0,0,0,0,0,0,0,0,0,0.0711644745638459,0.0342938916550758,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0638788603229917,-0.0758791871312842,0,0,0,0,0.211848188611519,0,0,-0.0777045391475771,0,0,0,-0.023189504762466,0,0,0,0.0446686031085787,0,0,0.0598983495827552,0,0,0.0737357014789133,0.036544788539,0,0.0481987750697756,0,0,0.105668755998967,0,0,0,0,0,0,0,-0.0767253962823736,0,0,0,0,0,-0.0309584406935105,0.0403641624139102,0,0,0,0,0,0
X600688.SH,0,0.0714955048011224,0,0,0,0,0,0,0,0,0,0,0.0842392171784997,0,0,-0.110660922203787,0.0949492760862959,0,0,0,0,0,0,0.0701907686075956,0,0,0,0,0,-0.0844662715985004,0,0.115303761698421,0,0,0,0.0662210160203798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197911339287443,-0.00262669702619959,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104455767105442,0,0,0,0,0,0,0,0,0,0,0,0.165844622558873,0,0,0.0529804972423051,0.0947839102130846,0,0,0,6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0.526390561082392,0.0228055902173073,0,0.0236560001171476,-0.00803038198106977,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0.0784313520606504,0,0,0,0,-0.431054625008529,0,0.0997804435058615,0,0,0,-0.164349792034895,0,0,0,0.0632644977039825,0,0,0,0,0,0,0.232010688676667,0,0,0.0592123384521394,-0.0600079481367854,0.0375541382814155,0,-0.0220867527237843,0,0.241526821580555,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758274479631621,0.0908885350924369,-0.0849053979550304,0,0,0,0,0
X600795.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.075153004706041,0,0.227288640154726,0.0429775609825266,0,0,0,0,0,0,0,0,0,0,0.108101732470919,0,0,0,0,0,-0.0835533458883881,0,0,-0.00564021935615501,0,0,0.00443441043034597,0,0,0,0,0,0,0,0,-0.0220389212203511,0,0,0,0,-0.00422414556358752,0.0224761560061952,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0264386805242329,0,0,0,0,0,0,-0.00528232747758183,0.134564502167638,0,0.170728476955516,0,0,0.00564305781355265,0,0,0,0,0.0439705450613044,0.0313418961961989,0,0,0,0.162191444369464,0,0,0.0125237633438362,-0.0151030836334863,0,0,0,0,0,0
X600362.SH,0,0,0,0.192242146542958,0,0.0209079593878305,0,0,0,0,0,0.0120664034569211,0,0,0,0,0,0,0,0,0,0.225109295986236,0.0857557749081044,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0673372515866003,0,0,0,0,0,0,0,0,0.182834407609388,0,0,0,0,0.00355673701997976,0,0.115953628586905,0,0,0,0,0
X002466.SZ,0,0,-0.0749405722467897,0,-0.0991197128012573,0,0,0,0,0,0,0.277837185074631,0,0,0,0,0,0,0,0.711996827053818,0,0,0,0,0,0,0,0,0.149433194578417,0,0,0.0417066184403678,0.0835124251534277,0,0,0,-0.0752235086197953,0,0,0,0,0,0,0,0.0662371229994468,0,0,0,0,-0.000114031752766459,0.0168212879278089,0,0,0,0,0,0
X600547.SH,0,0,0.0665930518334669,0,0,0,0,0,0,0,0,0,0,0,0.22761640024656,-0.0249110788549011,0,0,0,-0.0753706220203471,0.246703176049765,0,0,0,0,0,0.0395447145975748,0,0,-0.0129131275339056,0.0787455936055246,0,0,0.794809023880842,0,0.0102892782508498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133826833842829,-0.0111037923296618,0,0,0,0,0,0
X601991.SH,0,0,-0.0401639709592732,0,0,0,0.0703912427156686,0,0,0,0.000169715460025763,0,0,0,0,-0.0749567417403023,0.020836349015797,0,0,0,0,0,0,-0.0217610780056822,0,0,0,0,0,0,-0.00511059098817347,0.0496458092346882,0,0,0,0,0,0,0,0,0,0,0.0113018483956681,0,0,0,0,0,0,-0.0141023405225417,0,0,0,0,0.0550219697326675,0,0
X002460.SZ,0,0,-0.0432537435342007,0,0,0,0,0,0,0,0,0,0,0,0,0.327255705519871,0.806058895791333,0,0,0,0,0,0,-0.0476797093198187,0,0,-0.0361461525479087,0,0,0.161851219892109,0.0814890686443472,-0.0309734420561435,0.151282142308013,0,0,-0.15013026449497,0,0,0,0,0,0,0,0,-0.106520325697597,0,0,0,0,-0.0139816058241789,-8.67361737988404e-19,0,0,0,0,0,0
