,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600660.SH,X600547.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600176.SH,X600010.SH,X600801.SH,X601600.SH,X600426.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X300037.SZ,X600688.SH,X600803.SH,X002080.SZ,X000932.SZ,X600299.SH,X600027.SH,X002466.SZ,X601992.SH,X002075.SZ,X600219.SH,X600315.SH,X600486.SH,X000027.SZ,X000898.SZ,X000883.SZ,X601168.SH,X600612.SH,X600529.SH,X002353.SZ,X000723.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0127749936602502,0,0,0,0,0.00730836504988245,-0.03422710183426,0,0,0.0391012495529107,8.67361737988404e-19,0,0.11636925923281,0,0,0,0,0,0,0,0,0,0,0,0,0.00190408363724551,0.0222770448674782,0,0,0,0,0.0908046475369536,0,0,0.0573380012906386,0,0,0,0,-0.00294824262581702,0.0227044039637459,0,0,0,0.00565837023929026,-0.0135523880086469,0,0,0,0.0185819760617078,0,0
X600028.SH,0,0,0,0,0,0,0.0152260286849965,0,0,0,0,0,0,0,0.0597340671961347,0,0.0277720702475068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436078624484575,0.00682891537538869,0,0,0,0,0,0.0689932218931085,-0.0158432258717286,0,0,0,0,0.00564652021304542,0,0,0,0,0,0,-0.00557425569779826,0,0,0,0,-0.00541114817181274,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.107388041269883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310979150248156,0.00134101985834135,0,0,0,0,-0.0111519476134623,0.0276008688594824,0.0213616924205401,0,-0.0247360805259946,0,0,0.00164804518901057,0,-0.0209823143227595,0,0,0,0,0,0,0,0,-0.000199075212627858,0,0,0,0.0578028283030669,0,0.0144930202438041,0,0,0,0.0285809752143458,0,0
X600585.SH,0,0,0,0,0.00757926462990997,0,0,0,0.0226115182886066,-0.014278409186069,0,-0.00610607677660152,0,0,0,0.0492917227750061,0.0479060882986411,0,0,0,0,0.0332139228527154,0,0,0.0943376242211406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918137690691182,0,0,0,0,0,0.0742328580051844,0,0,0,0,0,0.0433709757259532,-0.0351392975954321,0,0,0,0.0559222099022583,0,0
X600309.SH,0,0,0,0,0,0,0,0.100004648201297,0,0,0,-0.0666595440998609,0,0,0,0,0,0,0,0,0.156877567940198,0.219787377369562,0,0,0,0.1326210019598,0,0,0.193132522790843,0,-6.93889390390723e-18,0,0,0,0,0.166096606275293,0,0.00551477495910117,0,0.0635003071185895,0.0753885321050286,0,0,0,1.73472347597681e-18,0,-0.172355488588224,0.151757550673063,0,0,0,0,0,0,0,0,-0.02981569013689,0,0
X600019.SH,0,0,0,0,0.00150361477230017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104997159632046,0,0.144441391101384,0,0,-0.0244702171255665,0,0,0,0,0,0,0,0,0.00947507724840006,0,0,0,0.0136096490476427,0,0,0,0.394793830713137,0,0,0,0,0.0414739946454308,0,0,0,0.0561664484126646,0.00146337895409467,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0841238462758906,0,0,0,0,0,0,0.0675123456926655,0,0,0.0694475001185437,0,0.170166228300477,-0.00337372233962924,0,0,0,0.261030051568913,0,0,0,0,0,0,-0.0822618579099141,0,0.0597951168781787,0,0,0,0,0,0,0.0367264877092903,0,0,0.00423525613531701,0,0,0,-0.0292603276562346,0.0854821204278864,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0239885082504146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507708783564933,0.480503560882117,0,0,0,0.06611208452713,0,0,0,0,0.0611664553676357,0,0,0,0,0,0,0,0,0.033850328434749,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414938752198657,0,0,0,0.0123691032043758,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.078550080531779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113565789970107,0,0.0698615325384425,0,0,0.0999657982236083,0,0.11844696840215,0,0,0,0,0.271974011367949,0,0,0,0.00460485819738782,0,0,0,0,0.128030347093689,0,0,0.160167194273516,0,0,0,0,-0.031046510900667,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.020803579518624,0,-0.0943551527901497,0,0,0,0,-0.0713339026492663,-0.115238749775189,0,0.394393559001915,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.00158198834459607,0.340632916295659,0,0.24204254180189,0,-0.165977515351847,0,0,0,0,-0.0328078831862075,0,0.154907626503638,0.0104154594231347,0,0,0,-0.0357674365888407,0,0,0,0,0,0,0,0.0824681583189365,0,0,0,0,0,0
