,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600547.SH,X600011.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600362.SH,X000792.SZ,X600795.SH,X000708.SZ,X600489.SH,X600111.SH,X600010.SH,X002460.SZ,X600027.SH,X601699.SH,X600160.SH,X000301.SZ,X000983.SZ,X002466.SZ,X600426.SH,X000786.SZ,X601991.SH,X600803.SH,X000877.SZ,X000630.SZ,X000933.SZ,X000807.SZ,X600985.SH,X600176.SH,X601168.SH,X002128.SZ,X000408.SZ,X600219.SH,X002271.SZ,X600612.SH,X600096.SH,X000883.SZ,X600348.SH,X600995.SH,X000932.SZ,X000027.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.390586107279676,0,0,0,0,0,0,0.0924496641468247,0,0,0,0,-0.03011476407022,0,0,0,0,0,-0.00483567929160777,0,0,0,0,0,0,0,0,0,0,0,0,0.124181590871039,0,0,-0.0682884192808183,0.00277833351301091,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871497094088012,0.0673412594123479,0,0,0,0,0,0
X601088.SH,0.162747865525785,0,0,0,0.179336881245965,0.0636795044317772,0,0,0,0,-0.0101416041610899,0,0,0,0,0.021874013619249,0,0,0,0,0,0,0,0,0,0.0912494451525956,0,0,0,0,0,0,0,0,0,0.141919477984492,-0.0198340212733914,0,0,0,0,-0.0371061673187937,0,0,0,0,0,0,0,0,0,-0.00241153425367484,-0.0110391320054348,0,0,0,0,0,0
X600028.SH,0.410410665155093,0,0,0,0.0486446723074861,0,0.0299279393418333,0,0,0,0,0.0237045301824161,0,0,0,0.0271368298770998,3.46944695195361e-18,0.064365965802133,0,-0.00462292048814152,-0.144802606276139,0,0.000469209452369137,0.0022590879312574,0,0,0,0,-0.0448784518938772,0,0.0166310465048533,0,0,0,0,0,0,0.0459006643724054,0,0,0,0,0,0,0,0,0,0,0.0455457596236958,0,0,0.0146910961706261,-1.73472347597681e-18,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0393391961341707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401811574713778,0,0,0,0,0.0045860523323949,0,0,0,0.0964018110592859,0,0,0,0,0,0,0,0.321827044356613,0,0,0,0,0,-0.25820450048162,0,0,0,0,0,0,0,0,-0.0274427473719126,-0.00111921117736634,0,0,0,0,0,0
X600188.SH,0.0383579413230008,0,0,0,0,0.299806014954815,0,0.0719131136197057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333821436994743,-0.0059806017423934,-0.011764164054151,0,-0.059951378023657,0,-0.0761495929195376,0,0,0,0,0.0265969840620263,0,0,-0.00409113169375444,0,0.0153605205411463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017501080767159,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0366276841663339,0,0.195142170918497,0,0,0.137518966457495,0,0,0,0,0,0,0,0.340936906105582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515748070558215,0,0,0,0.145821602141076,0,-0.0106347658160822,0,0,0,0,0,0,0,0,0,0.119101314573364,-0.0529756757615981,0,0,0,0,0,0
X600019.SH,0,0,0,0.174318716278385,0,0,0,0.148828683497675,0,0.00460555437084048,0,0.0087298577375153,0,0,0,0,0,0,0,0,0,0.0601330780529597,0.125048673856575,0,0,0,0,0,0,0,0,0,0,0,0,0.026871847932419,0,0.0518207340881196,0,0,0,0,0,0,0,0,0,0.125861440688551,0,-0.123382261637504,0,0.0214519237256181,0.0322926307825871,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.20057639965435,0,0,0,0,0,0,0,0,0,0,-0.017579837231319,0,0.717205715358138,0,0,0,0,0,0,0,0,0.00711908685076337,0,0,0,0,0,0,0.106308525287417,0,0,0,0,0,0.0355677945358257,0,0,0,0,0,0,0,0,0.0483601399943093,0,0,0,0.0127078031812194,-0.205687169358383,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548420306373472,0,0,0,0.0746285539856873,-0.0308383490241042,0.170386787316762,-0.0178416672975556,0,0,0,0,0,-0.0371302719780797,0.0866336828847964,0,0,0,0.00354828953092541,0,0,0.0769636751577829,0,0.0500109096987987,0,0,0,0,0,0.0472519622978091,0,0,0,0,0,0,-0.0611158369068706,0.0461342028207073,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,-0.125962906531428,0,0,0,-0.00835713392032265,0,0,0,0,0.148864524357014,0,0,0,0,0.098931442638088,0,0.0242651770915961,0,0,0,0,0,0,0.232208777817488,0.0485634100785758,0,0.0695646620022906,0.276634136701191,0,0,0.233476481419771,0,0.00150187209125366,0,0,0.0723695822078,0,0,0,0,0,0,0,0,0,-0.00732211086707913,0.0851135860348077,0,0,0,0,0
