,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600886.SH,X600660.SH,X601600.SH,X601898.SH,X600010.SH,X600362.SH,X600801.SH,X000786.SZ,X600188.SH,X600489.SH,X600111.SH,X600352.SH,X601991.SH,X600688.SH,X002466.SZ,X600795.SH,X600027.SH,X600176.SH,X600426.SH,X600299.SH,X601992.SH,X600529.SH,X600612.SH,X002080.SZ,X600315.SH,X600126.SH,X600219.SH,X002353.SZ,X002409.SZ,X000301.SZ,X000723.SZ,X000027.SZ,X000932.SZ,X600516.SH,X002075.SZ,X000883.SZ,X601158.SH,X000898.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0118732241083121,0,0,0,0,0,0.0721711209726422,0,0,0,0.0383748248312637,0,0,0.131558660874264,-0.00959033321095134,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0083207309075494,0,0,0,0,0,0.106535729862393,0,0,0.0164514876834026,8.67361737988404e-19,0,0.0166401031059376,0,0,0,0,0,0,2.17589899186669e-05,-0.00956764659169689,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952817039954329,0,0,0,0,0,0,0,0,0.0451162626918286,0.0174739452405463,0.00776088625996025,0,0.0898374195330462,0,0,0.100586298520565,0,0,0.0608217241256709,0,0,0,0,0,0,-0.00171317818804691,0.00463550479381461,0,0,0,0,0,0
X601088.SH,0,0.0960883926747744,0,0,0.143738544196237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341462759726577,0,0,0.129236684642156,0.115974479364371,0,0,0,0,0,0,0.00799110639769799,0,0.00612066306239499,4.55967296828788e-05,0.144414274733602,0.18228512890103,0,0,0,-0.0304867467070586,0.125776519470207,0,0,0,-0.0107197083599041,0.00409432999698147,-0.0113181452579233,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.112169800422686,0.0325753317938357,0,0,0,0,0,0,0,0,0.434943675097667,0.0110976199869053,0,0,0,0,0,0,0.0104907070814399,0,0,0,0,0,0,0,0.0946267308837457,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.039686241288841,-0.00627419840832015,-8.330149623317e-05,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0418880925009457,0.0450410283065781,0,0,0.180203936622188,0,0,0,0,0.0487882003220862,0.067996608090052,0,0,0,0,-0.0149246857237398,0.0106894079148311,0,0,0,0,0.245497904428972,0,0,0,0,0,0,0,0,0,0.0772443987206938,0,0,0,0,-0.0214016267150669,0,0,0,0,0,0,-0.00774039692144087,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.115347632383763,0.119760151752965,0,0.00121483931881785,0,0,0,0,0,0,0.00418885220177536,0.0992294149160529,0,0.566641678212777,0,0,0,0,0,0,0,0,0,0,0,0.0301658356480069,0.205656991589878,0,0,-0.0271025950967207,0,-0.183066946195371,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168558763294294,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0910369219858193,0,0,0,0,0,0,0,0,0.30096820352554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159215555678383,0,0,0,0,0,0,0,-0.00285970491604326,0,1.73472347597681e-18,0,0.13094600265151,0.123584478886693,0,0,0,0.029522737361422,0,0,0,0,0,0.00267272088755105,-0.00513485941289281,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464705178887404,0,0,0,0,0,0,0.0282801342034289,0,0,0,0,0,0,0,0,0,0,0,-0.108534976060414,0,0,0,0.0342255450827967,0,0,-0.0656070430459769,0,0,0,0,0,0,0,0,0,0,-0.0410249610336504,-0.0147584517291034,0.00121011957297578,0,0,0,0,0,0
X002271.SZ,0,0,0,0.158767172220808,0.146300980737106,0,0,0,0,-0.0277196061748709,0,0,0,0,0,0,0,0,0.16345194462911,0.00740393262625113,0,0,0,0,0,0.0498650951011197,0,0,0,0,0,0,0.0629912955141254,0,0,0.0925883132894744,1.73472347597681e-18,0,-0.0542101526610754,0,0,0,0,0,0,0,0,0.222768718446218,0,0.309921928853143,0,-0.0165400941212198,-0.0185429770020755,0,0,0,0,0,0
X002460.SZ,0,0,0.0779650177809676,0,0,0,0,0,0,0,0.0483464128087782,0,-0.181110378243165,0,0,0,0.056573727234043,0,0,0,0.123413591490028,0,0,0,0,0.136758840980217,0,0,0,0,0,0,0.122236660566561,0,0.122338021093089,0.0867052804575403,0,0,0,0.142714507951735,0,0,0.377044129329572,0,0,0,0,0,0,0,0,-0.00808059305533822,-0.0484425350684013,0,0,0,0.277484788326617,0,0
