,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600011.SH,X600886.SH,X000792.SZ,X600795.SH,X600010.SH,X600111.SH,X600362.SH,X600489.SH,X002460.SZ,X000708.SZ,X600027.SH,X002466.SZ,X600803.SH,X600160.SH,X601991.SH,X000786.SZ,X000301.SZ,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X000408.SZ,X600176.SH,X002128.SZ,X601699.SH,X000877.SZ,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X600378.SH,X002271.SZ,X600995.SH,X002353.SZ,X600352.SH,X000883.SZ,X000932.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.14488363100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189803597475953,0,0,0,0,0,0,0,0,0,0,0,0.0027049862973129,0,0,0,0,0,0,0.359342034939773,0,0.100088035651746,0,0,0,6.93889390390723e-18,0,0.227629309370783,0,0,0,0,0,0.0696360827264866,0,0,0,0,0,0,0
X601088.SH,0.0461177345993478,0,0,0,0.27718324985792,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0725737530748779,0,0,0,0,0,0,0,0,0,0.0142571826665439,0,0,0,0,0,0,0,0,0,0,0.143639365734713,0.00318693487494638,0,0,0,0,0,0,0.0420133189381497,0,0,0,-0.0245637541395591,0,0,0,-0.0152432907619624,0,0
X600028.SH,0.502395130996275,0,0,0,0.160550854727514,0.115995934340461,-0.0637097725526879,0,0,0,0.0166011867676209,0,0,0,0,0,0,0,0,0,0.0272961180192975,0,-0.0576283774554448,0,0,0.221508855345262,0,0,0,0,0,0,0,0,-0.0941654042847519,0,0,0,0,-0.0965277813082677,0,0,0,0,0,0,0,0,0,0,0,0,0.0200935644779447,0,0,0,0.0247164498075585,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130809525134883,0,0,0,0.079841999182881,0,0,0.050717015820613,0,0,0.360992767214924,0,0,0,0,0.130005623014252,0,0,0,0,0,0,0,0,0.030851807361332,0,0.127357080579016,0,0,0,0,0,-0.102581947100073,-0.0292146120917215,0,0,0,-0.00548896012040376,0,0
X601898.SH,0.328291147488598,0,0.0341507675717357,0,0,0,0,0,0.0176245107651529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103657659683607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00541059079560096,0,0,0,0,0,0,0,0,0,0,0,0,-0.00503548318535249,0,-0.138084357159979,0,0,0,0
X600188.SH,0,0,0,0,0.145182470048536,0,0,0,0,0,0,0,0,-0.125430604664795,0,0,0,0,0,0,0,0.119456940945638,0,0,0,0,0,0,0,0,0,0.201287034301314,0,0,0,0.298380317214494,0,0,0,0,0.0623214729493287,0,0.328524084756791,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0.0275365931497767,0.196324654775502,0,0,-0.0547259120691039,0,0
X600660.SH,0,0,0,0.255917022826367,0,0,0,0,0,0,0,0,0,0,0,0,0.29306015922887,0,0.0635107100866278,0,-0.558547156701731,0,0,0,0,0,0.295089702520383,0,0,0,0,0,0,0,0,0.156483482799072,0,0,0,-0.201202863966371,0,0,0,0.0138373528646066,-0.122836167268747,0,0,0,-0.133954885955873,0,0,-0.0973090008915952,0,-0.0700710702220656,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.222050994933509,0,0,0,0,0,0,0,0,0.118839545450225,0,0,0.130847517657376,0,0,0,0.000271555358097506,0,0,0.0594971516577302,0,0,0,0,0,0.0440984057121691,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.246413001587032,0,0,-0.0504028575925694,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.190025147730492,0,0,0,0,0,0,0,0,0.0942312997769549,0,0,0,0,0,0,0,0,0,0.021631773461273,0,0.093355480365838,0,0,0,0,0,0,0,0,0,0,0.214912798003085,0,0,0,0,0,0,0,0,0,0,0,0.18105204742417,0,0,0.0163818035455503,0,0,0,0,-0.0370859358009555,0,0
X601600.SH,0,0.0654951836572939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164937527351588,0,0.0520765127589632,0,0.0781190214502573,0,0.118045015639081,0,0.0927945856766136,0,0.000739643881522839,0.211045061672491,0,0,0,0.427316369485816,0,0,0,0,0,0,0,0,0,0,0,0,-0.00955373351621258,0,0,0,0.375379360781605,0,0
X600547.SH,0,0,0,0,0,0.116949356402427,0,0,0,0,0,0,0,0,0,0,0,0,0.673964083017934,0.0374398922608304,0,0,0,0.038928957279623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0188348235046259,0,0,0,0.00627929087992972,0,0
X600011.SH,0,0,0,0.040983578614323,0,0,0.173477400580812,0.193636305887175,0.0460424188110136,0,0,0,0,0,0.324583390152183,0,0,0,0,0,0,0.308976964257245,0.0175457685699684,0,0,0,0,0,-0.11075913382299,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0246428835467214,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514764610641251,0,0,0,0,0,0
X600886.SH,0,0.043122862071422,0,0,0,0,0,0,0,0,0,0,0,0,0.39299095027345,0,0,0,0,-0.121484707332605,0,0,0,0.0898495717028803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593806351562525,0,-0.126740063755122,0,0,0,0,0,0,0,0,0.0411924516201395,0.173070893007718,0,0,-0.00786168504214265,0,0
