,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X002460.SZ,X600801.SH,X600188.SH,X002466.SZ,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X002271.SZ,X600111.SH,X600176.SH,X601992.SH,X002353.SZ,X000723.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X600299.SH,X000898.SZ,X600489.SH,X600612.SH,X600219.SH,X601158.SH,X000709.SZ,X000883.SZ,X000792.SZ,X000553.SZ,X000630.SZ,X000027.SZ,X000629.SZ,X002080.SZ,X000825.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,8.67361737988404e-19,0,0.00419929532086932,0.0926725611123635,0,0,0,0,0,0,0,0,0.0272870420249247,0,0,0,0,0.220399046336387,0,0,0.0144414628258644,0,0,0.00773339784680527,0,0,0,0.0177352670927192,0,0,0.189441793222975,0,0,0,0,0,0,0,0,0,0,0.0141024199447512,0,0,0,-0.00179904299782695,-8.67361737988404e-19,0,0,0,-0.00828717031863964,0,0
X600028.SH,0.144055383142366,0,0,0,0,0,0,0,0,0,0.0872166875832015,0,0,0,0,0,0,0,0.0207650279504328,0,0,0,0,0.214171766461486,0,0,0,0,0.0520241922059579,0,0.00497421329726665,0,0,0,0,0,0.0383674334390091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126153515893063,0.00388287452363405,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0893393421368794,0,0,0,0,0,0,0.040192471137543,0.246147666279672,0,0,0,0,0,0,0,0,0,0,0,0.0824059458224748,0,0,0,0.0163816512505108,0,0,0,0,0,0,0,0,0,0.0435082128095337,0,0,0,0,0,0,0,-0.00422322775932777,0.0125040777504757,0,0,0,0.0119025465031662,0,0
X600585.SH,0,0,0,0,0.0577097942828767,0.202065585910298,0,0,-0.0249425688383333,-0.25058176508804,0,0,0.117718951145004,0,0,0,0.24847269795977,0,-0.109511416253103,0,0,0.0917799584383561,0,-0.0614190008102122,0,0,-0.0142726592393189,0,0.034867388504957,0,0,0,0.0634611529906614,0,0.041273280130504,0,0,0,0,0,0,0,0,0,0,0,0,0.137491340701592,0,0.0887595316054829,0,0,0,0,0,0,0.0224912886390561,0,0
X600309.SH,0,0,0,0.0964416351505285,0,0,0,0,-0.0413061714965045,0,0,0,0,0,0,0,0.250749978932114,0,-0.0163899277832487,0,0,0,0,0,0.00259432646864886,0,0,0,0,-0.278156226509613,0,0,0,0.152016638961774,0,0,0.138316724731438,0,0,0,0,0,0,0,0,0,0,0.0613829894790549,0,0,0,-0.0138370586720417,-0.0229423221954991,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0314474939599851,0,0,0.101848731950922,0,0,0.194353827518933,0,0,0.0501813271799745,-0.00306831787121505,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.00790203198379875,0,0,0,0,0,0.000349869374798049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149475248960027,0.0223096989355169,0,0,0,0.0346378883934666,0,0
X600547.SH,0,0,-0.041423935761927,0,0,-0.141576798046156,0,0,-0.071526817496013,0,0,0,0,0,0,0,0,0,-0.122528465640918,-0.00400936690537733,0,0,0,0,0,0,0,0,0,-0.0505559031781349,0,0,0,0,0,0,0.841189807128346,0.205947509046835,0,0,0,0,0.0541097556652367,0,0,-0.121527656925144,0,-0.0616882963883345,0,-0.0686580257901148,0,-0.042042603744337,0.0472439647462858,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.189014394681989,0,0,0,0,0,0,0,0,0,-0.0753000758684618,0,0.272830224448968,0,0,0.100081018865905,0,-0.0279110951155369,0.145714167425333,0.0585037085785546,0,0,0.491804107646055,0,0,0,0,0,-0.162413326467419,0,0,0,0,0,0,0,0,0,0,0.028306459150492,0,0,0,0,0,0,0,0,-0.00614644229905189,0,0
X000708.SZ,0,0,0,0.257886391175515,0,0,0,0,0,0,0,0.487055772174723,0,0,0.0895524096514552,-0.204536790389085,0,0,0.0657254439337651,0.0671366509001414,0,0.39765972332662,0,0,0,0,0,0,0,0.231176447248731,0,0,0,0,0.151403602460287,0,0.0221122460752149,0,0,0,0,0,0,0,0,0,0,0.00937912508567845,0,0,0,0,-0.0133702868856375,-0.2423021506763,0,0,-0.0696925364304034,0,0
X601898.SH,0.171300021697254,0,0,0,0,0,0,0,0.0458790451251544,0,0,0,0,0,0,0.0218415137217614,0,0.409040323029059,0,0,0,0,0,0,0,0,0.114805546947442,0,0.0364267712178452,0.0896482267478888,0,0,0,0,0.0861695320315956,0,0,0,0,0,0,0,0,0.00670121374662746,0,0,0,0,0,0,0,-0.0470622150407423,0.0389652538603134,0,0,0,-0.0549281163040132,0,0
