,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X600176.SH,X601991.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X000933.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X000723.SZ,X002128.SZ,X600157.SH,X002353.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.714817682984524,0.14818655424436,0,0,0,-0.126759665562074,0,0,0,0,0,0,0,0.18261253784746,0,0,0,0,0,0,0,0,0,0,-0.194208931755771,0,0,0,0,0,0,0,0,-0.00174112543717012,0,-6.93889390390723e-18,0,0,-0.0364873734990719,0,0,0,0,0.0461729439286752,0,0,0,0.0540863578207544,0,0,-0.0156305467743681,0.0320866047542266,0,0,0,0,0,0
X600028.SH,0.457741889520128,0,0.0890080019617578,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532379130860051,0,0,0,0,0,0,0,0,0.0460567458205591,0,0,0,0.0544291719499879,0.0628370771210259,0,0,0,0,0.0351000389801388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486476841952127,0,0,0,0,0.104785903213665,0,0
X601088.SH,0,0.129624167893358,0,0,0.181794822798504,0,0,0,0,0,0,0,0.0466036099315984,0,0,0,0,0,0,0,0,0,0,0,0.0599739898798963,0,0,0,0,0,0.0612906644313623,0,0,0,-0.0194884287565421,0.0344888395616633,0,0,0,1.73472347597681e-18,0,-0.0961902313002099,0,0,0,0,0,0,0,0,0,0.0113504372020433,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.132798335485668,0,0,0,0,0,0,0,0,0,0,0.0824180086370682,0.0992737142168815,0,0,0,0,0,0,0,0,0.00698496938298171,0,0.0548748536025157,0,0,0,0,0.111493091008595,0,0,0.168685313641723,0,0,0,0,0,0,0,0,0,0,0,0,-0.0827832226316192,0,-0.0124185173542071,0.0411822134815424,-0.0351148277185488,0,0,0,-0.170687806335006,0,0
X600188.SH,0,0,0,0,0,0.0440321436871257,0,0,0.195562329903578,0,0,0,0.0574683497380846,0,0,0,0,0,0,0,0,0.125129341805019,0,0,0.102448386166766,0,0.48078366648352,0,0,0,-0.124880557431066,0,0,0,0,0,0,0,0.0438484256923456,0.0864246439554256,0,-0.0347022306238073,0,0,-0.0939928150896674,0,0,0,0.0890806507559987,0,0,0,-0.0123258975811517,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.18583752039177,0,0.112691807952651,0,0,0,0,0,0.0925750584406918,0,0,0,-0.155590065947436,0,0,0,0,0,0.0999047355052202,0,0,0,0,0,0,0,0,0,0,-0.119084364171015,0.178084339436843,0.0240010949115145,0.636348021508356,0,0,0,0.116954786302913,-0.178211173626101,0,0,-0.02055748414297,0,0,0,0,0,0,0.00796139215313265,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106896487832351,0,0,0.0828460619293778,0.209228199561063,0,0,0.236143337725028,0,-0.170918270798855,0,0,0,0,0.138569532790073,0,0,0,0.0095005698622034,0,0,0,0,-0.0872575284212709,0,0,0,0,0,0,0,0,0,-0.0392515146007428,0.059300569095151,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.14574741493305,0,0,0,0,0,0,0,0.164418890907085,0,0.00473950314400118,0,0,0,0,0,0,0,-0.0533321474501231,0,0,-0.0693236840231093,0,0.321636265823062,0.0364519451562744,0,0.121318640406684,0.123081232816694,0,0,0,0,0,0,0,0,-0.0647051189844957,0.152125589128282,0,0,0,0,0,-0.118468719372089,0,0,0,0,-0.0282733779145803,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.164570591477033,6.93889390390723e-18,0,0,0,0,0.0211834081645007,0,0,0,0,0.12310033875542,0,0,0,0,0,0,0.0236694889553943,0,0.295967809379693,0,0.101515371960696,0,0.167574821675068,0.00613356032440982,-8.67361737988404e-19,0,0,0,0,0,0.026652736622893,0,0.0268911418383379,0,0,-0.0866568592597306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.10819075926189,0,0,0,0,0,0,0,0,0,0,-0.101723910342878,0,0,0,0,0.00554731363829636,0,0,0.50421463362918,0,-0.0228101715993832,0,0,0.0288004978516865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293482839433529,-0.0412835047950543,0,0,0,0.00914695284150728,0,0
