,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X601600.SH,X600547.SH,X600585.SH,X600886.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X000301.SZ,X600160.SH,X601991.SH,X000786.SZ,X600426.SH,X601699.SH,X002466.SZ,X000983.SZ,X600219.SH,X000807.SZ,X000630.SZ,X600985.SH,X600176.SH,X601168.SH,X000408.SZ,X002128.SZ,X000933.SZ,X600096.SH,X000877.SZ,X000883.SZ,X600378.SH,X600352.SH,X600995.SH,X002353.SZ,X600863.SH,X600612.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.347463420152262,0,0.232562553953426,0,0,0,0,0.0639645103026807,0,0.046661431351977,0,0,0,0,0,0.0542080720307926,0,0,0,0,0.00236092828754882,-0.052035049955736,0,0,0,0,0,0,0,0.336567124243326,0,0.2443136681003,0,0,0.0977663447155533,0,0,0,0,0,0,-0.331071422162876,0,0,0.0614291615683123,0,0,0,0,0,-0.0522293783178949,0,0,0,0,0,0
X601088.SH,0.121779789310409,0,0,0,0.129948392015741,0,0,0,0,0,0,0,0,0.146875213667378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700311885383212,0,0,0,0,0.121503260734462,0,0,0,0,0.0950657450537903,0,0,0,0,0,0,0,0.0537124420246301,0,0,0,0,-0.0382352393948313,0,0,0,-0.056427342474017,0,0
X600028.SH,0.351483456763778,0.274169793745601,0,0,0.181892495308656,0,0,0,0,0.0762664068589301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878643880765769,0,0,0,0,0,0,-0.0457534438814025,0,0,0,0,0.0268747020660372,0,0,0,0,0,0,0,0,0,0.0527070242031039,0,0.0473612347256418,0,0,0.00285503181544563,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881097356135907,0,0,0,0.0539519731407817,0.364631647792934,0,0.0441645578760897,0,0,0,0,0,0,0,0,0.188250334448088,0,0,0,0,0,0,0,0,0,0.234956291263558,-0.176168443450132,0,-0.0870547284137727,0,0,0,0,0.0199821512466135,0,0
X601898.SH,0,0.908088239744856,0,0,0,0.0526500934701492,0,0,-1.73472347597681e-18,0.00995783355069623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166486375198519,0,0,0.0442913323059751,0,0,0,0,0,0,0.0535918994428407,0,0,0,0.0403434653673021,-0.0343577039334641,-0.05896102023034,0,0,0.0043455016367552,0,0
X600188.SH,0,0,0,0,0.280069589181857,0,0,0,0,0.0674284908868894,0,0,0,0,-0.148415565363087,0,0,0,0,0,0,-0.0189166857493764,0,0,0,0,0.0614333217966456,0,0.336582260131912,0,0,0,0,0,0.49360517707021,0,0,0.119281252816781,-0.244633998977963,0,0,-0.0263650102857742,0,0,0,0,0,0.315436631381313,0,0,0,0.0220153083186957,0,0,0,0,0,0,0
X600019.SH,0,0,0.169409990334936,0,0,0,0,0,0,0,0,0,0.181227722358016,0,0.109923747310312,0,0,0.105083640322595,0,0.342630241299448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729052699249758,0,0,-0.141382136465993,0,0,-0.10507616781235,0,0,0,0,0,0,0,-0.00240845758079997,-2.16840434497101e-19,0,0,0,-0.0588362531498447,0,0
X600660.SH,0,0,0,0.00982936144294934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.568612881275359,0,0,0,0,0,0,0.269341310258006,0.395045259539955,0,0.0318821701454564,0,0,0,0,0,0,-0.0395097166185308,0,0,0,0,-0.166575590646088,0,0,0,0,-0.114923460433959,0,0,0,0,-0.180976554161779,0,-0.105171762349274,0,0,-0.0888110719004964,0,0
X601600.SH,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.122966557791529,0,0,0,0,0,0,0,0,0,-0.0245304325146457,0.00946073651212452,0,-0.017328914542474,0,0,0,0,0,0.490053981700216,0,0,0,0.416384194012915,0.0427741900653253,0,0,0,-0.05538078370908,0.226661927733011,0,0,0,0,0,0,0,0,-0.0447119932391181,0,-0.0444872523773601,0,0,0,0,0
X600547.SH,0,0,0,-0.124977236847968,0,0.135461479944835,0,0,-0.230495455552141,0,0,0,0,0,0,0,0,0.656171248856678,0,0,0,0,0.0128583404583319,0,0,0,0,0,0.0926247271188583,0,0,0,0,0,0,0,0.258451849340071,0,0.0679304041086377,0,0,0,0,0,-0.0224084627442959,0,0,0,0,0,0,0,0,0,0,0,0.00261631492048817,0,0
