,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600362.SH,X600011.SH,X601600.SH,X000786.SZ,X600886.SH,X600426.SH,X600176.SH,X601898.SH,X600010.SH,X002466.SZ,X000301.SZ,X600188.SH,X600801.SH,X600352.SH,X600111.SH,X600489.SH,X300037.SZ,X600795.SH,X601991.SH,X600486.SH,X600688.SH,X600803.SH,X002353.SZ,X002080.SZ,X600027.SH,X600299.SH,X600219.SH,X601992.SH,X601168.SH,X000932.SZ,X000898.SZ,X600529.SH,X002409.SZ,X600399.SH,X000630.SZ,X600315.SH,X000807.SZ,X000878.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.00155867668764104,0,0.0378671747665589,0.0534813042928626,0.0273936204404368,0,0,0,0,0,0,0.0145229865037375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447307411907475,0,0,0,0,0.0185616598010799,0,0,-0.038722274987801,0,-0.0168874066585871,0,0,0,0.0221633768759898,0.00550556671178953,0,0,0,0,0,0,-0.00379793749572778,0,0
X600028.SH,0,0,0,0,0.00465425111098999,0,0,0,0,0,-0.0304155076274103,0,0.0579087751592662,0,0,0,0.0369660886186397,0.0410066193611104,0,0,-0.0197547385555544,0.0301531585745879,0,0,0,0.00415588195826945,0,0,0,0,0,0,0,0,0.0433962808274672,0,0,0,0,0,0,0.188980252879371,-0.0332764785731754,0,0.00654748109641719,0,-0.0491348467451115,0,0.0240497805642598,0,0,0,0,0,0,0,-0.0105825436894628,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661424631221915,0,-0.0132720508062208,0,0.136816163996842,0,0,-0.00518911637218659,0,0,0,0,0.0281232388735825,0,0,0,-0.0369323356539137,0,-0.0173020449294312,0,0,0,0,0,0,0,-0.0929127787533317,0,0,0,0,0,0,0.0102843875985879,0,0,0,0,-0.00814133675286665,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0502072736615223,0,-0.0630436630740435,6.93889390390723e-18,0,0.0159698891303981,0,0,0.0856149382209668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0916749718661838,-0.0154749014540707,0,0,0,0,0.0447918080986291,0,0.14424923831447,0.0018668299236439,0,0,0,0,0,0.0607051313576576,0,0,0.0363778621960517,0,0,0,0,0.00741720008572163,0,0
X600309.SH,0,0,0,0,0,0,0,0.200347478432849,0,0,0,0,-0.251559144797035,0,0,0,0.135750048883371,0,0,0,0,0,0,0,0,0,0.398705996636462,0.0809229602285329,0,0,0.00527175274759065,0,-0.20211268830054,0,0.067025904946527,0,0,0.0788659249589859,0,0,0,-1.73472347597681e-18,-0.129502837042505,0,0,0,0,0,0,0,0,0.00406832910015396,0.00479455758450693,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.034585554697752,0,0.0602258629149018,0,0,0,0,-0.0775964542352983,0,0.0683275542728235,0,0,0,1.73472347597681e-18,0,0,0.0267632057056081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0283183715182501,0,0,0,0.163384042858396,0,0,0.0397405669366585,0.0341117543256656,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.108779661189252,0,0,0,0.0839845722566935,0.318824878443967,0.0822353144754622,0,0,-8.67361737988404e-19,0,0,0,0,0,0.398388096649712,0,0,0,0,0,0,0.250366704220098,0,0,-0.0594766765805781,0,0,0.0012551682568383,0,0,0,0,0,0.155104508878311,0,0,0,-0.155206853159438,0,0,0.052362122510724,-0.13848586913046,0,0,0,-0.0217984521647482,0,0,0,0,-0.032695082181177,0,0
X000708.SZ,0,0,0,0,0.0698528209565441,0,0.0304838634147856,0,0,0,0,0,0,0,0,0,0,0.0244347383536914,0,0,0,0,-0.0521832754607704,0,0,0,0,-0.0595458223300631,0,0,0,0,0.0976130658936782,0.0419757568115728,-0.0180343995297328,0,0.0472072912341036,0.42287072455705,0,0,0.137226879676822,0,0,0,-0.00338329126592254,0,0,0,0,0,0,-0.0177320888508415,0,0,0,0,0.00214667056410304,0,0
X600547.SH,0,0,0,0,0,0,0.0361311126588183,0,0,-0.0462971995091882,0,0,0.023416240535885,0,0,0,0,-0.0897768851101636,0,0,-0.025156516002972,0,0,0,0,0,0.634706410689732,0,0,0,0,0,0,0,0,0,0.000245943058260936,0,0,0,0,0,0,-0.000915448373364094,0,0,0.0467652895738361,0,0,0,0,0.0135595843382822,0,0,0,0,0.00808498364835653,0,0
X600660.SH,0,0,0,0,0,-0.141686941309221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900280885512477,0,0.115229647661022,0.0640580830623295,0,0,0.215753089937887,0,0,0,0,0,0.0451722490958231,0,0,0,0,0,0,0,0,-0.0330967116557191,-0.0908059845189115,0.0723739233645245,0,0,-6.93889390390723e-18,0,0,0,0,0.0276900705381564,0,0,0,0.00840278706544254,0,0
