,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X601992.SH,X600157.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X600352.SH,X000027.SZ,X000539.SZ,X600583.SH,X002466.SZ,X600309.SH,X600660.SH,X000792.SZ,X000630.SZ,X600160.SH,X000060.SZ,X600098.SH,X000898.SZ,X000709.SZ,X600021.SH,X000883.SZ,X600547.SH,X002470.SZ,X600489.SH,X600578.SH,X002004.SZ,X600863.SH,X600315.SH,X601918.SH,X000629.SZ,X600022.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.217700176640638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228173774926595,0,0.0570742912370714,0,0.0516963855712879,0,0.0971865747852678,0.0438235507228033,0,0.0860687085191589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102965758224442,0,0,0,0,0,0,0
X600028.SH,0.35899251304012,0,0,0,0,0,0,0,0,0,0,0.10509305904073,0,0,0,0,0,0,0,0.00296695499339489,0,0,0,0,0,0.0724878077031126,0.0471364710123398,0,0,1.35525271560688e-20,0,0.00980766825998258,0.0481527107330083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014091500671543,-0.00876017200550492,0.0418405314496002,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.237815512748019,0.177644493979612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00433886141302392,0,0,0,0.0581296006860862,0,-1.0842021724855e-19,0.0784444751954508,0,0,0.0532940990467877,0,0,0,0,0.0364671021507047,0,0,0,0,0,0,0,0,0,0,-0.0203004238524603,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0328290570260973,0,0,0.044053656012282,0,0,0,0.0416011236692533,0,0.184818992098282,0,0,0,0,0,0,0,0.101213845416822,0,0,0,0,-8.67361737988404e-19,0.0847476703431953,0,0,0,0,0,0.00103627410755685,0,0,0,0,0,0,0,0,0,0,-0.0124628829506277,0.0165095421550612,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129178502887878,0,0,0.123906519819366,0,0.108252214137414,0,0,0,0,0,0,0.063012478517353,0,0,0,0,0,0.19584077861405,0,0,0.135866766968269,0,0,0,0,0,0,0.0836144280373012,0,0,0,0.119641280466382,0,0,0,0,-0.00800417889737592,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0415411473169463,0,0,0,0.004450941034577,0,0.0972504976100281,0,0,0,0.0234275267684672,0,0,0,0,0,0.205592614303216,0,0,0,0.0166480072447276,0,0,0,0,0,0.260930191554836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00106197142917098,0,0,0,0,0,0,0
X600585.SH,0.173529584071993,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0672780557957175,0,0,0,0,-0.00981248166444263,0,0.0618234111812548,0,0,0,0,0.0956595970133852,0,0.0418645114408874,0,0,0,0,0,0,0,0.0879376936717457,0,0,0,0,0,0,0,0,0,0.0755589759579217,0,0,0,0,-0.0240486607833191,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.119608565451367,0,0,0,0,0.196263999503615,0.103176312026368,0.0350990156141872,0,0,0.0218927673056134,0,0,0,0,0,0,0,0,0,0.0985557126934148,0,0.000464525534279304,0.0249786337573273,0,0,0.0195392154559088,0.110796855976909,0,0,0.0361627877168558,0,0,0.0477668770271215,0,0,0.0766137776630489,0,0,0,0,-0.00141463339441133,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206218456971443,0.0754695666404544,0,0,0,0,0,0,0.0504068184347915,0,0,0,0.0039766237340998,0,0,0,0,0.0127447218459206,0,0,0,0,0.299985811376602,0,0,0,0,0,0,0.0783413510631122,0,0.0144725007766641,0,0,0,0,-0.00782525029689641,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169798097946215,0.0761833144194947,0.141492368920632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416737006032217,0.0987385040627426,0,0,0.178136132451945,0,0,0.0557173193645954,0,0.110890817444937,0,0,0,0,0,0,0,0,0,-0.00193520877514962,0.00116834118590493,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0319853016026715,0.148918607405085,0,0,0,0,0,0.0256568688884864,0,0,0,0.0726320337549773,0,0.124298047401604,0,0,0,0,0,0,0,0.0559074534265692,0,0.00109189570919428,0,0.0154575008896001,0.0378697001373515,0,0,0.0866715939005621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110073038328639,0.0152843254613314,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175269344047885,0,0,0,0.0793538008741765,0,0,0.0236947511274092,0.309442560854881,0,0.0485374631677987,0,0,0,0,0,0.0747014151030438,0.0381069848552342,0,0.219265845381627,0,0,0.0337873407346505,0,0,0,0,0,0,0,0,0,0,0,-0.0116104657384631,0,0,0,0,0,0,0
X600027.SH,0.0159382279217009,0,0,0,0,0,0,0,0.427006794727382,0,0,0.146364607863594,0,0,0,0,0,0,0,0,0,0,0,0,0.108498820661166,0,0,0.026156883086013,0,0,-0.0449272485105313,0,0,0.0284954652775468,0,0.164801686276782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293363728758545,0.0106605552941982,0.0103628378335932,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.333336596913531,0,0,0,0,0,0,0,0.189833426093968,0,0,0,0,0,0,0,0,0,0,0,0.0731998687423154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207183955207535,0.0738712192534035,-0.130244959694983,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.37312301777067,0,-6.93889390390723e-18,0,0.0680415413883574,0,0,0,0.0239143351340202,0,0,0,0,0,0,0,0,0,0,0,0,0.0708252522264649,0,0.125764500576886,0,0,0,0,0,0.296715121742884,0,0,0,0,0,0,0.0677535573822767,0,0,0,0,-0.00208498541797861,0.0204315642655883,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131534769226131,0,0.176921187096926,0,0,0,0,0,0,0,0,0,0,0.163416351870319,0.105701262621008,0,0.166465754301703,0,0,0,0,0,0,0,0,0.145708539353006,0.13006860446966,0,0,0,0,0,0.0197697444615468,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644498857964129,0,0,0,0.021275323084589,0,0,0.0965032155470832,0,0,0,0,0.0031862533314386,0,0,0.0146641941120847,0,0.0340160864336644,0.100318773601166,0,0,0,0.257803989887909,0,0.103780557279977,0.158465176165295,0,0,0,0,0,0,0,0.0853270540887686,0,0,0.00716190509586818,-0.0196190384416731,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.241433788093516,0,0,0,0,0,0,0,0,0,0.152151396521333,0,0,0,0.0124357683526744,0,0.0934555223561919,0,0,0,0,0.0289288146040461,-0.0692159637460695,0,0,0.0318136957075169,0,0,0.278519365055339,0,-0.0130921373723339,0,0,0,0,0,0,0,0.0528879223059673,0,0,0.0479264444224512,0,0,0,0,0.00780754352197085,0,-0.154241803577722,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214613318153191,0,0,0.0157617268164276,0,0,0,0,0.151834737662397,0.158287123187024,0,0,0,0.188033846168167,0,0,0,0,0,0.181237101585736,0,-0.103000845854026,0,0,0,0.221796285977492,0,0.0390097632710504,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.00917515143157835,0,0,0.0563031985995321,0,0,0,0.0543551060725137,0,0,0.0550038649859079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545815395479661,0,0.132242757062086,0.207985678021457,0,0,0.21788797101437,0,0,0,0,0,0,0.0965485069780532,0,0,0,0,0,0,0,0.0102430208410326,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0.24593840116741,0,0,0,0,0.118775329667953,0.340494595995492,0,0,0,0,0,0,0,0,0.0292172183835,0,0,-0.228597558629662,0,-6.93889390390723e-18,1.73472347597681e-18,0.317214036887361,0,0,0,0,0,0,0,0,0,0,0,0.0814504943984207,0,0,0,0,0.0448258030957469,-0.0585927235241423,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202972833337405,0,0,0,0,0,0,0.0482198441867491,0,0,0,0,0,0.308596033555501,0,0,0,0,0.049842676897004,0,0.241745643565412,0,0,0,0,-0.157196564929937,0,0,0,0.436424993785505,0,0,0,0,0.158935976180052,0,0,0.0408759326753385,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111198900559646,0,0.0371484082719493,0,0,-0.0365197616596317,0,0,0,0,0.115099615214865,0,0,0.130772966351838,0,0,0,0.469638506093175,0,0,0,0,0,0.0351318801882425,0,0,-0.0100716714703616,0,0,0.105134398971244,0,0,0,0,0.0137829833788978,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00439179285210625,0,0,0,0,0,0,0,0.154943733952277,0,0,0.415025143016556,0,0,0,0,0,-0.0119024715373347,0.0937570331055862,0,0.202663126574865,0,0,0,0,0,0,0,0,0.215727127612897,0,0,0,0,0,0,0,-0.00411494898191552,0.0317769065459338,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.128744360029751,0.0352682446654274,0,0.00381913172770976,0,0.062703323725291,0,0,0.00122587640655646,0,0,0,0,2.16840434497101e-19,0,0.0411944451900331,0,0,0.360949646795857,0,0,0,0,0,0,0,0,0.12800554312497,0,0,0,0,-0.0282204131054973,6.93889390390723e-18,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.20081296961502,0,0,0,0,0,0,0.0106937501441779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02657540784654,0.0849070103360909,0.0392032372149331,0,0,0,0,0,0,0,0.194103108517295,0,0.134661104859303,0,0,0.0201812922275706,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-0.79107420151142,0,0,0,0,0,0,0,0,-0.424390000643842,0,0,0,0,0,0.147903188493031,0.0507241707120438,0,0,0,0,-0.0703270069498856,0,0.204069847815768,0,0.0552002035951593,0,0,0,0.151496652280624,0.366501745490324,0,0,0,0,0,0,0.0425399080728122,0,0,0,0,0.668853841379289,0,0.0282605358514294,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0797954905154489,0,0,0,0,0,0,0,0,0,0,0,0.200247888477692,0,0.0976512463307373,0.0815474719643579,0,0.0340536854527271,0,0,-0.0486208479259373,0,0,0.100733865880804,0,0,0,0,0,0.205124325196816,0,0,0,0,0,0,0,0,0,0.0445667683033092,0,0,0,0,-0.0166289264115943,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00256528729195681,0.172110554935372,0,0,0,0,0,0,0.0870129814969463,0,0,0,-0.0321556723028709,0.0188248291718869,0,0.0111218143243106,-0.0176758497991884,0,0,0,0,0,0,0,0,0.109921121153062,0,0,0,0,0,0.00151862295199807,0,0,0,0,-0.0133956835100332,0.0203052115493365,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0523533531334959,0,0,0,0.197558609384553,0,0,0,0.139343972352317,0,0,0,0,0.0850332747029891,0.0987412964527248,0,0,0,-0.0578235685624195,0.226030773454025,0,0,0,0,0,0,0,0,0,0,0,0,0.0261865761688138,0,0,0,0,-0.0316690228954247,0.120835393002777,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541734671364207,-0.105337771944913,0,0,0,0,0.0886045003456692,0.145070230133432,0,0,0,-0.301463970552518,0,0.0114293683719058,0,0,-0.0622607331122454,0.341775192080508,0,-0.121242948506239,0,0,0,0,0,0.0355388749100485,0.0202620882738,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0.195606736235956,0,0.144331061262114,0,0,0.0956950271638687,0,0,0,0,0.116835243695598,-0.226864031696114,0.105547375281147,0,0.108345685161223,0.145471976384646,0,0,0,0,0,0,0.108763348729691,0,0,0,0,0,0,0,0,0.217054844208636,0,0,0.0740564563302202,0,0,0,0,0,-0.0354331154076717,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336508072322249,0,0.163479368971451,0,0.178565053400772,0,0,0,0,0,0,0.166457147024835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192927110851585,0,0.154993935856826,0.189494261459263,0,0.00737614474856059,0,0,0,0,0,0,0
