,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X002075.SZ,X600111.SH,X600362.SH,X000709.SZ,X600188.SH,X601158.SH,X600583.SH,X000027.SZ,X600309.SH,X601992.SH,X000539.SZ,X000898.SZ,X000883.SZ,X600021.SH,X000878.SZ,X600352.SH,X601918.SH,X600022.SH,X600307.SH,X000629.SZ,X600660.SH,X600863.SH,X000792.SZ,X600578.SH,X002470.SZ,X600098.SH,X600489.SH,X000825.SZ,X600808.SH,X600547.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.868840772184624,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138717498988705,0,0,0,0,0,-0.0348274711393102,0.0362520747268934,0,0,-0.0391081067352685,0,0,0,0,0,0,0,0,0,0,0,0,0.042340860475527,-0.0634174725191862,0,0.0343191716621152,0,0,0,0
X600028.SH,0.479445469420567,0,0.0754838693379573,0,0.0455950016620133,0,0.0287234464507143,0.113100687261355,0,0,0,0,0,0,0,0,0,0,0,0,0.0409351527812828,0,0,0,0,0,0,0,0,0,0,0.0788867237344638,0.0246607725463915,0.0224807151636928,0,0,0,0.0177607937305213,0,0,0,0,0,0,0,0,0,0.0140768841928115,0,0.0797363921477013,0,0,0,0,0
X601088.SH,0,0,0,0,0.278400767228899,0,0,0.152388323936248,0.138122073921144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177400258792052,0,0.0910571562983409,0,0,0,0,0,0,0,-0.0252416303677523,0.0167904811920905,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.101171803392688,0,0,0,0.0611430816297243,0,0.0932439094505788,0.106952142497664,0,0.189972178526278,0,0,0,0,0,0.0907220959823852,0,0,0,0.139118767816594,0,0,0,0,0,0,0,0.041111269174857,0,0,0,0,0,0,0.111370262317311,0,0,0,0,0,0,0,0,0,-0.00504193433134052,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.14309270300047,0,0,0,0,0,0,0,0,0,0.210867148467097,0,0.202717042650134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105751718046039,0,0.0682342643771216,0,0,-0.0227569896328672,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,-0.00474218872665627,0,0,0,0,0.00623049568685342,0,-0.531048079377658,0,0,0,0,0,0,0,0,0,-0.0148200419451708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552880643302209,0.039007963318318,0,-0.0101115601838438,0,0,0,0
X600585.SH,0,0.112521517593421,0,0.102717292917728,0.0519850284311724,0,0,0.0576705668537534,0,0,0,0,0,0,0,0,0.158773693399842,0,0,0,0,0,0.0423646902619904,0,0,0,0.0157836346441085,0,0,0,0,0,0,0,0,0.199252867587101,0,0,0,0,0,0,0,0,0,0,0,-0.00237248665734317,0,0,0,0,0,0,0
X600019.SH,0,0.0267578267866412,0.137504369010336,0.0317655223747498,0,0,0,0,0,0,0,0,0,0.154886117266749,0,0,0,0,0,0,0,0.127543457602936,0,0.0120228934912589,0,0,0.0445431913084404,0,0,0,0,0.0771743618806535,0,0,0,0,0.0799385566116209,0,0,0,0,0,0,0,0,0,0,0,-0.00388688332170602,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0325892913216284,0,4.33680868994202e-19,1.38777878078145e-17,0,0,0,0,0,0.245503007440101,0.0748894292668083,0.294319049707226,0,0,0,0,0,0,0,0,0,0.198656457234559,-0.0894274906279362,0,0,0,0.184605096119508,0,0.00691180313097342,0,0.036599494876712,0,0,0,0,0,0,0.0236330729518097,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.13487160460785,0,0,0.00390043922337226,0,0.0189154104692315,0,0,0,0,0,0,8.67361737988404e-19,0,0.0661229154629056,0,0.0646839516178268,0,0,0.0157550461437323,0,0,0,0.0118655941243969,0,-5.42101086242752e-20,0,0,0.255863380271917,0,0.213189050583656,0,0,0,0,0,0,0,0,-0.00142566402816425,0,0,0,0,0,0,0
X601600.SH,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0216261477886231,0,0,0,0,0.118078712912322,0,0,0,0.0552457871890958,0,0,0.0209585349443493,0.082965005599113,0,0,0,0,0.0871415236973379,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.104541989736451,0,0.125180875614122,0,0,0,0,0.0103233811951057,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0
X601991.SH,0,0,0.0723125192853977,0,1.73472347597681e-18,0,0,0,0.12405062415874,0,0,0,0,0.0661555129293011,0,0,0.00309322024934214,0,0,0.181068813107051,0.0148164363593186,0,0,0,0,0,0,0,0,0,0,0.0580642887578785,0,0,0,0,0,0,0.225541341855558,0,0.00158461701836604,0,0.0513995490504495,0.018872832965673,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,-0.140562771858684,0,0,0,0,0,0,0,-0.0432243108994009,0,0,0,0,0,0,0.44278018423952,0.089040401576626,0,0,0,0,0,0,0,-0.106882667852489,0.319027355069892,0.0745184110935469,0,-0.0523052206780671,0,0,0,0,0,0,0,0,0,0,0,0,0.00329522188031525,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.126918865301781,0,0,0,0,0,0,0.0301637782850963,0.204218134519715,0.0938972915848253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00550795488993416,0,0,0,0,0,0,0,0,0,0.334164094599289,0.0255149158282032,0,0,0.0488113568025451,0,0,0,0,0,0,0.0186436405098049,-0.0608787307183098,-0.0536172837098616,0,0,0,0,0
